ix	iy	x_um	y_um	i_soft_A	i_hard_A	i_total_A	v_V	ir_drop_V
19	15	1036	820.5	6.615962574e-05	0	6.615962574e-05	1.099043731	0.0009562687878
20	15	1090	820.5	7.440309376e-06	0	7.440309376e-06	1.099270229	0.0007297708401
0	16	10	874.4	0.0002325314166	0	0.0002325314166	1.092356392	0.007643607924
1	16	64	874.4	0.0004765588107	0	0.0004765588107	1.092472678	0.00752732243
2	16	118	874.4	0.0004765588107	0	0.0004765588107	1.092827189	0.007172811013
3	16	172	874.4	0.0004765588107	0	0.0004765588107	1.093394566	0.006605434068
4	16	226	874.4	0.0004765588107	0	0.0004765588107	1.094163312	0.005836688349
5	16	280	874.4	0.0004765588107	0	0.0004765588107	1.095130724	0.004869275669
6	16	334	874.4	0.0004765588107	0	0.0004765588107	1.096316516	0.00368348402
7	16	388	874.4	0.0002693901075	0	0.0002693901075	1.097801443	0.00219855664
8	16	442	874.4	0.0002619497981	0	0.0002619497981	1.099753345	0.0002466553804
9	16	496	874.4	0.0002693901075	0	0.0002693901075	1.098520578	0.001479422442
10	16	550	874.4	0.0002760690811	0	0.0002760690811	1.097774682	0.002225317723
11	16	604	874.4	0.0002760690811	0	0.0002760690811	1.097291317	0.002708682569
12	16	658	874.4	0.0002760690811	0	0.0002760690811	1.097005945	0.002994054549
13	16	712	874.4	0.0002760690811	0	0.0002760690811	1.096896593	0.0031034071
14	16	766	874.4	0.0002760690811	0	0.0002760690811	1.096951594	0.003048405785
15	16	820	874.4	0.0002760690811	0	0.0002760690811	1.097160247	0.002839752804
16	16	874	874.4	0.0002760690811	0	0.0002760690811	1.097509582	0.002490417772
17	16	928	874.4	0.000558829773	0	0.000558829773	1.097983367	0.002016633417
18	16	982	874.4	0.000558829773	0	0.000558829773	1.098717973	0.001282026884
19	16	1036	874.4	5.871931636e-05	0	5.871931636e-05	1.099803416	0.0001965844525
20	16	1090	874.4	7.440309376e-06	0	7.440309376e-06	1.09962996	0.000370039959
0	17	10	928.3	7.440309376e-06	0	7.440309376e-06	1.092642741	0.007357259369
1	17	64	928.3	7.440309376e-06	0	7.440309376e-06	1.092785562	0.007214438226
2	17	118	928.3	7.440309376e-06	0	7.440309376e-06	1.093199179	0.006800821054
3	17	172	928.3	7.440309376e-06	0	7.440309376e-06	1.093798622	0.006201377645
4	17	226	928.3	7.440309376e-06	0	7.440309376e-06	1.094581558	0.005418441998
5	17	280	928.3	7.440309376e-06	0	7.440309376e-06	1.09553901	0.004460990434
6	17	334	928.3	7.440309376e-06	0	7.440309376e-06	1.096684479	0.003315521475
7	17	388	928.3	0.0002693901075	0	0.0002693901075	1.098050993	0.001949007135
8	17	442	928.3	0.0002619497981	0	0.0002619497981	1.099780778	0.0002192218714
9	17	496	928.3	0.0002693901075	0	0.0002693901075	1.09868714	0.001312859678
10	17	550	928.3	0.0002760690811	0	0.0002760690811	1.097927764	0.002072236253
11	17	604	928.3	0.0002760690811	0	0.0002760690811	1.097442994	0.00255700581
12	17	658	928.3	0.0002760690811	0	0.0002760690811	1.097174083	0.002825917422
13	17	712	928.3	0.0002760690811	0	0.0002760690811	1.097086931	0.002913068991
14	17	766	928.3	0.0002760690811	0	0.0002760690811	1.097162649	0.002837350927
15	17	820	928.3	0.0002760690811	0	0.0002760690811	1.097389678	0.002610322193
16	17	874	928.3	0.0002760690811	0	0.0002760690811	1.097761899	0.002238101159
17	17	928	928.3	0.0002795334003	0	0.0002795334003	1.098285207	0.001714792716
18	17	982	928.3	7.440309376e-06	0	7.440309376e-06	1.098996446	0.001003554144
19	17	1036	928.3	0.001418181818	0	0.001418181818	1.099805803	0.0001941968783
20	17	1090	928.3	7.440309376e-06	0	7.440309376e-06	1.09972623	0.0002737698781
0	18	10	982.2	7.440309376e-06	0	7.440309376e-06	1.09271326	0.007286739864
1	18	64	982.2	0.001425622128	0	0.001425622128	1.092683636	0.007316364444
2	18	118	982.2	7.440309376e-06	0	7.440309376e-06	1.093288474	0.006711526489
3	18	172	982.2	7.440309376e-06	0	7.440309376e-06	1.093923612	0.006076387602
4	18	226	982.2	7.440309376e-06	0	7.440309376e-06	1.094734695	0.005265305226
5	18	280	982.2	7.440309376e-06	0	7.440309376e-06	1.095661192	0.004338807506
6	18	334	982.2	7.440309376e-06	0	7.440309376e-06	1.096714985	0.003285014702
7	18	388	982.2	0.0002693901075	0	0.0002693901075	1.097961497	0.00203850333
8	18	442	982.2	0.0002619497981	0	0.0002619497981	1.099756527	0.0002434726062
9	18	496	982.2	0.0002693901075	0	0.0002693901075	1.098559763	0.00144023698
10	18	550	982.2	0.0002760690811	0	0.0002760690811	1.097885256	0.002114743793
11	18	604	982.2	0.0002760690811	0	0.0002760690811	1.097490428	0.002509572245
12	18	658	982.2	0.0002760690811	0	0.0002760690811	1.097290994	0.002709006467
13	18	712	982.2	0.0002760690811	0	0.0002760690811	1.097255415	0.002744585355
14	18	766	982.2	0.0002760690811	0	0.0002760690811	1.097369822	0.002630178119
15	18	820	982.2	0.0002760690811	0	0.0002760690811	1.097624739	0.002375260508
16	18	874	982.2	0.0002760690811	0	0.0002760690811	1.098010681	0.001989319465
17	18	928	982.2	7.440309376e-06	0	7.440309376e-06	1.098529132	0.001470868162
18	18	982	982.2	7.440309376e-06	0	7.440309376e-06	1.099128595	0.0008714049859
19	18	1036	982.2	0	0	0	1.099815173	0.0001848266986
20	18	1090	982.2	7.440309376e-06	0	7.440309376e-06	1.099705012	0.0002949876622
0	19	10	1036.1	7.440309376e-06	0	7.440309376e-06	1.092836077	0.007163922694
1	19	64	1036.1	0.001425622128	0	0.001425622128	1.09279008	0.007209920429
2	19	118	1036.1	7.440309376e-06	0	7.440309376e-06	1.093336891	0.006663109261
3	19	172	1036.1	0.001425622128	0	0.001425622128	1.093781273	0.006218726793
4	19	226	1036.1	7.440309376e-06	0	7.440309376e-06	1.094714614	0.005285385681
5	19	280	1036.1	7.440309376e-06	0	7.440309376e-06	1.095591687	0.004408312982
6	19	334	1036.1	7.440309376e-06	0	7.440309376e-06	1.09645208	0.003547919844
7	19	388	1036.1	0.0002693901075	0	0.0002693901075	1.097244922	0.002755078188
8	19	442	1036.1	0.0002693901075	0	0.0002693901075	1.097909849	0.002090151438
9	19	496	1036.1	0.0002693901075	0	0.0002693901075	1.09784614	0.002153859878
10	19	550	1036.1	0.0002760690811	0	0.0002760690811	1.097639274	0.002360725506
11	19	604	1036.1	0.0002760690811	0	0.0002760690811	1.097465436	0.002534563926
12	19	658	1036.1	0.0002760690811	0	0.0002760690811	1.097384517	0.002615482598
13	19	712	1036.1	0.0002760690811	0	0.0002760690811	1.097422076	0.002577924307
14	19	766	1036.1	0.0002760690811	0	0.0002760690811	1.097589905	0.00241009456
15	19	820	1036.1	0.0002760690811	0	0.0002760690811	1.097887463	0.002112537326
16	19	874	1036.1	0.0002760690811	0	0.0002760690811	1.098284812	0.001715188061
17	19	928	1036.1	0.001425622128	0	0.001425622128	1.098653331	0.001346668702
18	19	982	1036.1	7.440309376e-06	0	7.440309376e-06	1.099131529	0.0008684705215
19	19	1036	1036.1	0.001425622128	0	0.001425622128	1.099284903	0.0007150966349
20	19	1090	1036.1	7.440309376e-06	0	7.440309376e-06	1.099518747	0.0004812529154
0	20	10	1090	7.440309376e-06	0	7.440309376e-06	1.09303665	0.006963350106
1	20	64	1090	7.440309376e-06	0	7.440309376e-06	1.093169659	0.006830341158
2	20	118	1090	7.440309376e-06	0	7.440309376e-06	1.093550805	0.0064491951
3	20	172	1090	7.440309376e-06	0	7.440309376e-06	1.094073541	0.005926459459
4	20	226	1090	7.440309376e-06	0	7.440309376e-06	1.094788259	0.005211741388
5	20	280	1090	7.440309376e-06	0	7.440309376e-06	1.095554352	0.004445648314
6	20	334	1090	7.440309376e-06	0	7.440309376e-06	1.096300443	0.003699556792
7	20	388	1090	7.440309376e-06	0	7.440309376e-06	1.09695302	0.003046979919
8	20	442	1090	7.440309376e-06	0	7.440309376e-06	1.097421871	0.002578129003
9	20	496	1090	7.440309376e-06	0	7.440309376e-06	1.09758089	0.002419110233
10	20	550	1090	7.440309376e-06	0	7.440309376e-06	1.097573323	0.002426676585
11	20	604	1090	7.440309376e-06	0	7.440309376e-06	1.097527351	0.002472648711
12	20	658	1090	7.440309376e-06	0	7.440309376e-06	1.097525211	0.002474789391
13	20	712	1090	7.440309376e-06	0	7.440309376e-06	1.097617567	0.002382432554
14	20	766	1090	7.440309376e-06	0	7.440309376e-06	1.097839665	0.002160334508
15	20	820	1090	7.440309376e-06	0	7.440309376e-06	1.098226407	0.001773592594
16	20	874	1090	7.440309376e-06	0	7.440309376e-06	1.098835152	0.001164847676
17	20	928	1090	0	0	0	1.099801859	0.0001981406193
18	20	982	1090	7.440309376e-06	0	7.440309376e-06	1.099645752	0.000354247996
19	20	1036	1090	0	0	0	1.099824378	0.0001756224398
20	20	1090	1090	7.440309376e-06	0	7.440309376e-06	1.099702309	0.0002976909825
