x_idx	y_idx	drop_pct	voltage_v
11	5	0.090126940	0.999098731
12	5	0.085212447	0.999147876
13	5	0.079489623	0.999205104
14	5	0.086558540	0.999134415
15	5	0.092840997	0.999071590
16	5	0.098267939	0.999017321
17	5	0.102885936	0.998971141
18	5	0.106809960	0.998931900
19	5	0.110153124	0.998898469
20	5	0.112905580	0.998870944
21	5	0.115072164	0.998849278
22	5	0.116672279	0.998833277
23	5	0.117767220	0.998822328
24	5	0.118419123	0.998815809
25	5	0.118707594	0.998812924
26	5	0.118964887	0.998810351
27	5	0.118983358	0.998810166
0	4	0.108270769	0.998917292
1	4	0.108052319	0.998919477
2	4	0.107587635	0.998924124
3	4	0.106914659	0.998930853
4	4	0.106049134	0.998939509
5	4	0.104991396	0.998950086
6	4	0.103530493	0.998964695
7	4	0.101685007	0.998983150
8	4	0.099415530	0.999005845
9	4	0.096676290	0.999033237
10	4	0.093475450	0.999065246
11	4	0.089587989	0.999104120
12	4	0.084894303	0.999151057
13	4	0.079397827	0.999206022
14	4	0.086650039	0.999133500
15	4	0.093114763	0.999068852
16	4	0.098699854	0.999013001
17	4	0.103517365	0.998964826
18	4	0.107565249	0.998924348
19	4	0.110922089	0.998890779
20	4	0.113584687	0.998864153
21	4	0.115544541	0.998844555
22	4	0.116784093	0.998832159
23	4	0.117501210	0.998824988
24	4	0.117935197	0.998820648
25	4	0.118123277	0.998818767
26	4	0.118265432	0.998817346
27	4	0.118325534	0.998816745
0	3	0.105373456	0.998946265
1	3	0.105249076	0.998947509
2	3	0.104743400	0.998952566
3	3	0.104113603	0.998958864
4	3	0.103357357	0.998966426
5	3	0.102208325	0.998977917
6	3	0.100896781	0.998991032
7	3	0.099414942	0.999005851
8	3	0.097596340	0.999024037
9	3	0.095323862	0.999046761
10	3	0.092642818	0.999073572
11	3	0.088991385	0.999110086
12	3	0.084501691	0.999154983
13	3	0.079177439	0.999208226
14	3	0.086578529	0.999134215
15	3	0.093154894	0.999068451
16	3	0.098910334	0.999010897
17	3	0.103862137	0.998961379
18	3	0.108023910	0.998919761
19	3	0.111410013	0.998885900
20	3	0.114024681	0.998859753
21	3	0.115864569	0.998841354
22	3	0.116920141	0.998830799
23	3	0.117346261	0.998826537
24	3	0.117560892	0.998824391
25	3	0.117765134	0.998822349
26	3	0.117970373	0.998820296
27	3	0.117963835	0.998820362
0	2	0.103088972	0.998969110
1	2	0.102905331	0.998970947
2	2	0.102510737	0.998974893
3	2	0.101935275	0.998980647
4	2	0.101181681	0.998988183
5	2	0.100225700	0.998997743
6	2	0.099102053	0.999008979
7	2	0.097824071	0.999021759
8	2	0.096234631	0.999037654
9	2	0.094205647	0.999057944
10	2	0.091766655	0.999082333
11	2	0.088324444	0.999116756
12	2	0.084020412	0.999159796
13	2	0.078864527	0.999211355
14	2	0.086369886	0.999136301
15	2	0.093039162	0.999069608
16	2	0.098879708	0.999011203
17	2	0.103899200	0.998961008
18	2	0.108103988	0.998918960
19	2	0.111498193	0.998885018
20	2	0.114081634	0.998859184
21	2	0.115848650	0.998841514
22	2	0.116785996	0.998832140
23	2	0.117036703	0.998829633
24	2	0.117237910	0.998827621
25	2	0.117401817	0.998825982
26	2	0.117522097	0.998824779
27	2	0.117569923	0.998824301
0	1	0.101709353	0.998982906
1	1	0.101600944	0.998983991
2	1	0.101169372	0.998988306
3	1	0.100634693	0.998993653
4	1	0.100003220	0.998999968
5	1	0.099069280	0.999009307
6	1	0.098067646	0.999019324
7	1	0.096787793	0.999032122
8	1	0.095259736	0.999047403
9	1	0.093328541	0.999066715
10	1	0.091008788	0.999089912
11	1	0.087703160	0.999122968
12	1	0.083535641	0.999164644
13	1	0.078510729	0.999214893
14	1	0.086080229	0.999139198
15	1	0.092805970	0.999071940
16	1	0.098694085	0.999013059
17	1	0.103749838	0.998962502
18	1	0.107977586	0.998920224
19	1	0.111380505	0.998886195
20	1	0.113960661	0.998860393
21	1	0.115720099	0.998842799
22	1	0.116663340	0.998833367
23	1	0.116971301	0.998830287
24	1	0.117098588	0.998829014
25	1	0.117253296	0.998827467
26	1	0.117430617	0.998825694
27	1	0.117411712	0.998825883
0	0	0.100863845	0.998991362
1	0	0.100692246	0.998993078
2	0	0.100336157	0.998996638
3	0	0.099810971	0.999001890
4	0	0.099118581	0.999008814
5	0	0.098246646	0.999017534
6	0	0.097207746	0.999027923
7	0	0.095994337	0.999040057
8	0	0.094492348	0.999055077
9	0	0.092587108	0.999074129
10	0	0.090283870	0.999097161
11	0	0.087127951	0.999128720
12	0	0.083074594	0.999169254
13	0	0.078146972	0.999218530
14	0	0.085747361	0.999142526
15	0	0.092499517	0.999075005
16	0	0.098408840	0.999015912
17	0	0.103479619	0.998965204
18	0	0.107714814	0.998922852
19	0	0.111116021	0.998888840
20	0	0.113682848	0.998863172
21	0	0.115412619	0.998845874
22	0	0.116299280	0.998837007
23	0	0.116599464	0.998834005
24	0	0.116824182	0.998831758
25	0	0.116993184	0.998830068
26	0	0.117109410	0.998828906
27	0	0.117160408	0.998828396
