id	layer_index	layer_name	x_um	y_um	fixed_voltage	fixed_voltage_v	injected_current_a	voltage_v
3988	1	metal5	1010	332	0	0	0	0.999946
3989	1	metal5	1020	332	0	0	0	0.999946
3990	1	metal5	1030	332	0	0	0	0.999946
3991	1	metal5	1040	332	0	0	0	0.999946
3992	1	metal5	1050	332	0	0	0	0.999945
3993	1	metal5	1060	332	0	0	0	0.999945
3994	1	metal5	1070	332	0	0	0	0.999945
3995	1	metal5	1080	332	0	0	0	0.999945
3996	1	metal5	1090	332	0	0	0	0.999945
3997	1	metal5	10	342	0	0	0	0.999944
3998	1	metal5	20	342	0	0	0	0.999944
3999	1	metal5	30	342	0	0	0	0.999944
4000	1	metal5	40	342	0	0	0	0.999944
4001	1	metal5	50	342	0	0	0	0.999944
4002	1	metal5	60	342	0	0	0	0.999944
4003	1	metal5	70	342	0	0	0	0.999944
4004	1	metal5	80	342	0	0	0	0.999944
4005	1	metal5	90	342	0	0	0	0.999944
4006	1	metal5	100	342	0	0	0	0.999945
4007	1	metal5	110	342	0	0	0	0.999945
4008	1	metal5	120	342	0	0	0	0.999945
4009	1	metal5	130	342	0	0	0	0.999945
4010	1	metal5	140	342	0	0	0	0.999946
4011	1	metal5	150	342	0	0	0	0.999946
4012	1	metal5	160	342	0	0	0	0.999946
4013	1	metal5	170	342	0	0	0	0.999946
4014	1	metal5	180	342	0	0	0	0.999947
4015	1	metal5	190	342	0	0	0	0.999947
4016	1	metal5	200	342	0	0	0	0.999948
4017	1	metal5	210	342	0	0	0	0.999948
4018	1	metal5	220	342	0	0	0	0.999949
4019	1	metal5	230	342	0	0	0	0.999949
4020	1	metal5	240	342	0	0	0	0.999949
4021	1	metal5	250	342	0	0	0	0.99995
4022	1	metal5	260	342	0	0	0	0.999951
4023	1	metal5	270	342	0	0	0	0.999951
4024	1	metal5	280	342	0	0	0	0.999952
4025	1	metal5	290	342	0	0	0	0.999952
4026	1	metal5	300	342	0	0	0	0.999953
4027	1	metal5	310	342	0	0	0	0.999954
4028	1	metal5	320	342	0	0	0	0.999955
4029	1	metal5	330	342	0	0	0	0.999955
4030	1	metal5	340	342	0	0	0	0.999956
4031	1	metal5	350	342	0	0	0	0.999957
4032	1	metal5	360	342	0	0	0	0.999958
4033	1	metal5	370	342	0	0	0	0.999959
4034	1	metal5	380	342	0	0	0	0.99996
4035	1	metal5	390	342	0	0	0	0.999961
4036	1	metal5	400	342	0	0	0	0.999962
4037	1	metal5	410	342	0	0	0	0.999963
4038	1	metal5	420	342	0	0	0	0.999965
4039	1	metal5	430	342	0	0	0	0.999967
4040	1	metal5	440	342	0	0	0	0.999967
4041	1	metal5	450	342	0	0	0	0.999969
4042	1	metal5	460	342	0	0	0	0.99997
4043	1	metal5	470	342	0	0	0	0.999972
4044	1	metal5	480	342	0	0	0	0.999974
4045	1	metal5	490	342	0	0	0	0.999976
4046	1	metal5	500	342	0	0	0	0.999976
4047	1	metal5	510	342	0	0	0	0.999978
4048	1	metal5	520	342	0	0	0	0.999982
4049	1	metal5	530	342	0	0	0	0.999983
4050	1	metal5	540	342	0	0	0	0.999984
4051	1	metal5	550	342	0	0	0	0.999987
4052	1	metal5	560	342	0	0	0	0.999983
4053	1	metal5	570	342	0	0	0	0.999981
4054	1	metal5	580	342	0	0	0	0.999981
4055	1	metal5	590	342	0	0	0	0.999979
4056	1	metal5	600	342	0	0	0	0.999977
4057	1	metal5	610	342	0	0	0	0.999976
4058	1	metal5	620	342	0	0	0	0.999973
4059	1	metal5	630	342	0	0	0	0.99997
4060	1	metal5	640	342	0	0	0	0.99997
4061	1	metal5	650	342	0	0	0	0.999968
4062	1	metal5	660	342	0	0	0	0.999966
4063	1	metal5	670	342	0	0	0	0.999965
4064	1	metal5	680	342	0	0	0	0.999963
4065	1	metal5	690	342	0	0	0	0.999962
4066	1	metal5	700	342	0	0	0	0.999961
4067	1	metal5	710	342	0	0	0	0.99996
4068	1	metal5	720	342	0	0	0	0.999959
4069	1	metal5	730	342	0	0	0	0.999958
4070	1	metal5	740	342	0	0	0	0.999956
4071	1	metal5	750	342	0	0	0	0.999956
4072	1	metal5	760	342	0	0	0	0.999955
4073	1	metal5	770	342	0	0	0	0.999954
4074	1	metal5	780	342	0	0	0	0.999953
4075	1	metal5	790	342	0	0	0	0.999953
4076	1	metal5	800	342	0	0	0	0.999952
4077	1	metal5	810	342	0	0	0	0.999952
4078	1	metal5	820	342	0	0	0	0.999952
4079	1	metal5	830	342	0	0	0	0.999951
4080	1	metal5	840	342	0	0	0	0.99995
4081	1	metal5	850	342	0	0	0	0.99995
4082	1	metal5	860	342	0	0	0	0.999949
4083	1	metal5	870	342	0	0	0	0.999949
4084	1	metal5	880	342	0	0	0	0.999949
4085	1	metal5	890	342	0	0	0	0.999949
4086	1	metal5	900	342	0	0	0	0.999948
4087	1	metal5	910	342	0	0	0	0.999948
4088	1	metal5	920	342	0	0	0	0.999948
4089	1	metal5	930	342	0	0	0	0.999947
4090	1	metal5	940	342	0	0	0	0.999947
4091	1	metal5	950	342	0	0	0	0.999947
4092	1	metal5	960	342	0	0	0	0.999947
4093	1	metal5	970	342	0	0	0	0.999947
4094	1	metal5	980	342	0	0	0	0.999946
4095	1	metal5	990	342	0	0	0	0.999946
4096	1	metal5	1000	342	0	0	0	0.999946
4097	1	metal5	1010	342	0	0	0	0.999946
4098	1	metal5	1020	342	0	0	0	0.999946
4099	1	metal5	1030	342	0	0	0	0.999946
4100	1	metal5	1040	342	0	0	0	0.999946
4101	1	metal5	1050	342	0	0	0	0.999946
4102	1	metal5	1060	342	0	0	0	0.999946
4103	1	metal5	1070	342	0	0	0	0.999945
4104	1	metal5	1080	342	0	0	0	0.999946
4105	1	metal5	1090	342	0	0	0	0.999946
4106	1	metal5	10	352	0	0	0	0.999942
4107	1	metal5	20	352	0	0	0	0.999943
4108	1	metal5	30	352	0	0	0	0.999943
4109	1	metal5	40	352	0	0	0	0.999944
4110	1	metal5	50	352	0	0	0	0.999944
4111	1	metal5	60	352	0	0	0	0.999943
4112	1	metal5	70	352	0	0	0	0.999943
4113	1	metal5	80	352	0	0	0	0.999944
4114	1	metal5	90	352	0	0	0	0.999944
4115	1	metal5	100	352	0	0	0	0.999944
4116	1	metal5	110	352	0	0	0	0.999944
4117	1	metal5	120	352	0	0	0	0.999944
4118	1	metal5	130	352	0	0	0	0.999945
4119	1	metal5	140	352	0	0	0	0.999945
4120	1	metal5	150	352	0	0	0	0.999946
4121	1	metal5	160	352	0	0	0	0.999946
4122	1	metal5	170	352	0	0	0	0.999946
4123	1	metal5	180	352	0	0	0	0.999946
4124	1	metal5	190	352	0	0	0	0.999947
4125	1	metal5	200	352	0	0	0	0.999947
4126	1	metal5	210	352	0	0	0	0.999948
4127	1	metal5	220	352	0	0	0	0.999948
4128	1	metal5	230	352	0	0	0	0.999947
4129	1	metal5	240	352	0	0	0	0.999949
4130	1	metal5	250	352	0	0	0	0.99995
4131	1	metal5	260	352	0	0	0	0.99995
4132	1	metal5	270	352	0	0	0	0.999951
4133	1	metal5	280	352	0	0	0	0.999951
4134	1	metal5	290	352	0	0	0	0.99995
4135	1	metal5	300	352	0	0	0	0.999952
4136	1	metal5	310	352	0	0	0	0.999953
4137	1	metal5	320	352	0	0	0	0.999954
4138	1	metal5	330	352	0	0	0	0.999955
4139	1	metal5	340	352	0	0	0	0.999955
4140	1	metal5	350	352	0	0	0	0.999954
4141	1	metal5	360	352	0	0	0	0.999956
4142	1	metal5	370	352	0	0	0	0.999958
4143	1	metal5	380	352	0	0	0	0.999959
4144	1	metal5	390	352	0	0	0	0.999959
4145	1	metal5	400	352	0	0	0	0.999958
4146	1	metal5	410	352	0	0	0	0.999962
4147	1	metal5	420	352	0	0	0	0.999964
4148	1	metal5	430	352	0	0	0	0.999966
4149	1	metal5	440	352	0	0	0	0.999966
4150	1	metal5	450	352	0	0	0	0.999966
4151	1	metal5	460	352	0	0	0	0.999963
4152	1	metal5	470	352	0	0	0	0.999968
4153	1	metal5	480	352	0	0	0	0.999972
4154	1	metal5	490	352	0	0	0	0.999973
4155	1	metal5	500	352	0	0	0	0.999972
4156	1	metal5	510	352	0	0	0	0.999968
4157	1	metal5	520	352	0	0	0	0.999976
4158	1	metal5	530	352	0	0	0	0.99998
4159	1	metal5	540	352	0	0	0	0.999982
4160	1	metal5	550	352	0	0	0	0.999983
4161	1	metal5	560	352	0	0	0	0.999977
4162	1	metal5	570	352	0	0	0	0.999969
4163	1	metal5	580	352	0	0	0	0.999975
4164	1	metal5	590	352	0	0	0	0.999976
4165	1	metal5	600	352	0	0	0	0.999975
4166	1	metal5	610	352	0	0	0	0.999974
4167	1	metal5	620	352	0	0	0	0.999969
4168	1	metal5	630	352	0	0	0	0.999962
4169	1	metal5	640	352	0	0	0	0.999966
4170	1	metal5	650	352	0	0	0	0.999966
4171	1	metal5	660	352	0	0	0	0.999964
4172	1	metal5	670	352	0	0	0	0.999962
4173	1	metal5	680	352	0	0	0	0.999957
4174	1	metal5	690	352	0	0	0	0.999959
4175	1	metal5	700	352	0	0	0	0.99996
4176	1	metal5	710	352	0	0	0	0.999959
4177	1	metal5	720	352	0	0	0	0.999958
4178	1	metal5	730	352	0	0	0	0.999956
4179	1	metal5	740	352	0	0	0	0.999953
4180	1	metal5	750	352	0	0	0	0.999954
4181	1	metal5	760	352	0	0	0	0.999954
4182	1	metal5	770	352	0	0	0	0.999954
4183	1	metal5	780	352	0	0	0	0.999952
4184	1	metal5	790	352	0	0	0	0.99995
4185	1	metal5	800	352	0	0	0	0.999951
4186	1	metal5	810	352	0	0	0	0.999951
4187	1	metal5	820	352	0	0	0	0.999951
4188	1	metal5	830	352	0	0	0	0.999951
4189	1	metal5	840	352	0	0	0	0.99995
4190	1	metal5	850	352	0	0	0	0.999948
4191	1	metal5	860	352	0	0	0	0.999949
4192	1	metal5	870	352	0	0	0	0.999949
4193	1	metal5	880	352	0	0	0	0.999949
4194	1	metal5	890	352	0	0	0	0.999948
4195	1	metal5	900	352	0	0	0	0.999948
4196	1	metal5	910	352	0	0	0	0.999947
4197	1	metal5	920	352	0	0	0	0.999947
4198	1	metal5	930	352	0	0	0	0.999947
4199	1	metal5	940	352	0	0	0	0.999947
4200	1	metal5	950	352	0	0	0	0.999947
4201	1	metal5	960	352	0	0	0	0.999946
4202	1	metal5	970	352	0	0	0	0.999946
4203	1	metal5	980	352	0	0	0	0.999946
4204	1	metal5	990	352	0	0	0	0.999946
4205	1	metal5	1000	352	0	0	0	0.999946
4206	1	metal5	1010	352	0	0	0	0.999946
4207	1	metal5	1020	352	0	0	0	0.999945
4208	1	metal5	1030	352	0	0	0	0.999946
4209	1	metal5	1040	352	0	0	0	0.999946
4210	1	metal5	1050	352	0	0	0	0.999946
4211	1	metal5	1060	352	0	0	0	0.999945
4212	1	metal5	1070	352	0	0	0	0.999945
4213	1	metal5	1080	352	0	0	0	0.999945
4214	1	metal5	1090	352	0	0	0	0.999946
4215	1	metal5	10	362	0	0	0	0.999944
4216	1	metal5	20	362	0	0	0	0.999944
4217	1	metal5	30	362	0	0	0	0.999944
4218	1	metal5	40	362	0	0	0	0.999944
4219	1	metal5	50	362	0	0	0	0.999944
4220	1	metal5	60	362	0	0	0	0.999944
4221	1	metal5	70	362	0	0	0	0.999944
4222	1	metal5	80	362	0	0	0	0.999944
4223	1	metal5	90	362	0	0	0	0.999944
4224	1	metal5	100	362	0	0	0	0.999945
4225	1	metal5	110	362	0	0	0	0.999945
4226	1	metal5	120	362	0	0	0	0.999945
4227	1	metal5	130	362	0	0	0	0.999945
4228	1	metal5	140	362	0	0	0	0.999946
4229	1	metal5	150	362	0	0	0	0.999946
4230	1	metal5	160	362	0	0	0	0.999946
4231	1	metal5	170	362	0	0	0	0.999947
4232	1	metal5	180	362	0	0	0	0.999947
4233	1	metal5	190	362	0	0	0	0.999947
4234	1	metal5	200	362	0	0	0	0.999948
4235	1	metal5	210	362	0	0	0	0.999948
4236	1	metal5	220	362	0	0	0	0.999949
4237	1	metal5	230	362	0	0	0	0.999949
4238	1	metal5	240	362	0	0	0	0.999949
4239	1	metal5	250	362	0	0	0	0.99995
4240	1	metal5	260	362	0	0	0	0.999951
4241	1	metal5	270	362	0	0	0	0.999951
4242	1	metal5	280	362	0	0	0	0.999952
4243	1	metal5	290	362	0	0	0	0.999952
4244	1	metal5	300	362	0	0	0	0.999953
4245	1	metal5	310	362	0	0	0	0.999954
4246	1	metal5	320	362	0	0	0	0.999955
4247	1	metal5	330	362	0	0	0	0.999955
4248	1	metal5	340	362	0	0	0	0.999956
4249	1	metal5	350	362	0	0	0	0.999957
4250	1	metal5	360	362	0	0	0	0.999958
4251	1	metal5	370	362	0	0	0	0.999959
4252	1	metal5	380	362	0	0	0	0.99996
4253	1	metal5	390	362	0	0	0	0.999961
4254	1	metal5	400	362	0	0	0	0.999962
4255	1	metal5	410	362	0	0	0	0.999963
4256	1	metal5	420	362	0	0	0	0.999965
4257	1	metal5	430	362	0	0	0	0.999966
4258	1	metal5	440	362	0	0	0	0.999967
4259	1	metal5	450	362	0	0	0	0.999968
4260	1	metal5	460	362	0	0	0	0.999969
4261	1	metal5	470	362	0	0	0	0.999971
4262	1	metal5	480	362	0	0	0	0.999973
4263	1	metal5	490	362	0	0	0	0.999975
4264	1	metal5	500	362	0	0	0	0.999976
4265	1	metal5	510	362	0	0	0	0.999977
4266	1	metal5	520	362	0	0	0	0.99998
4267	1	metal5	530	362	0	0	0	0.999982
4268	1	metal5	540	362	0	0	0	0.999983
4269	1	metal5	550	362	0	0	0	0.999984
4270	1	metal5	560	362	0	0	0	0.999982
4271	1	metal5	570	362	0	0	0	0.99998
4272	1	metal5	580	362	0	0	0	0.99998
4273	1	metal5	590	362	0	0	0	0.999978
4274	1	metal5	600	362	0	0	0	0.999976
4275	1	metal5	610	362	0	0	0	0.999975
4276	1	metal5	620	362	0	0	0	0.999972
4277	1	metal5	630	362	0	0	0	0.99997
4278	1	metal5	640	362	0	0	0	0.999969
4279	1	metal5	650	362	0	0	0	0.999967
4280	1	metal5	660	362	0	0	0	0.999966
4281	1	metal5	670	362	0	0	0	0.999964
4282	1	metal5	680	362	0	0	0	0.999962
4283	1	metal5	690	362	0	0	0	0.999961
4284	1	metal5	700	362	0	0	0	0.999961
4285	1	metal5	710	362	0	0	0	0.99996
4286	1	metal5	720	362	0	0	0	0.999959
4287	1	metal5	730	362	0	0	0	0.999958
4288	1	metal5	740	362	0	0	0	0.999956
4289	1	metal5	750	362	0	0	0	0.999956
4290	1	metal5	760	362	0	0	0	0.999955
4291	1	metal5	770	362	0	0	0	0.999954
4292	1	metal5	780	362	0	0	0	0.999953
4293	1	metal5	790	362	0	0	0	0.999953
4294	1	metal5	800	362	0	0	0	0.999952
4295	1	metal5	810	362	0	0	0	0.999952
4296	1	metal5	820	362	0	0	0	0.999952
4297	1	metal5	830	362	0	0	0	0.999951
4298	1	metal5	840	362	0	0	0	0.99995
4299	1	metal5	850	362	0	0	0	0.99995
4300	1	metal5	860	362	0	0	0	0.99995
4301	1	metal5	870	362	0	0	0	0.999949
4302	1	metal5	880	362	0	0	0	0.999949
4303	1	metal5	890	362	0	0	0	0.999949
4304	1	metal5	900	362	0	0	0	0.999948
4305	1	metal5	910	362	0	0	0	0.999948
4306	1	metal5	920	362	0	0	0	0.999948
4307	1	metal5	930	362	0	0	0	0.999948
4308	1	metal5	940	362	0	0	0	0.999947
4309	1	metal5	950	362	0	0	0	0.999947
4310	1	metal5	960	362	0	0	0	0.999947
4311	1	metal5	970	362	0	0	0	0.999947
4312	1	metal5	980	362	0	0	0	0.999947
4313	1	metal5	990	362	0	0	0	0.999947
4314	1	metal5	1000	362	0	0	0	0.999947
4315	1	metal5	1010	362	0	0	0	0.999946
4316	1	metal5	1020	362	0	0	0	0.999946
4317	1	metal5	1030	362	0	0	0	0.999946
4318	1	metal5	1040	362	0	0	0	0.999946
4319	1	metal5	1050	362	0	0	0	0.999946
4320	1	metal5	1060	362	0	0	0	0.999946
4321	1	metal5	1070	362	0	0	0	0.999946
4322	1	metal5	1080	362	0	0	0	0.999946
4323	1	metal5	1090	362	0	0	0	0.999946
4324	1	metal5	10	372	0	0	0	0.999944
4325	1	metal5	20	372	0	0	0	0.999944
4326	1	metal5	30	372	0	0	0	0.999944
4327	1	metal5	40	372	0	0	0	0.999944
4328	1	metal5	50	372	0	0	0	0.999944
4329	1	metal5	60	372	0	0	0	0.999944
4330	1	metal5	70	372	0	0	0	0.999944
4331	1	metal5	80	372	0	0	0	0.999945
4332	1	metal5	90	372	0	0	0	0.999945
4333	1	metal5	100	372	0	0	0	0.999945
4334	1	metal5	110	372	0	0	0	0.999945
4335	1	metal5	120	372	0	0	0	0.999945
4336	1	metal5	130	372	0	0	0	0.999946
4337	1	metal5	140	372	0	0	0	0.999946
4338	1	metal5	150	372	0	0	0	0.999946
4339	1	metal5	160	372	0	0	0	0.999947
4340	1	metal5	170	372	0	0	0	0.999947
4341	1	metal5	180	372	0	0	0	0.999947
4342	1	metal5	190	372	0	0	0	0.999948
4343	1	metal5	200	372	0	0	0	0.999948
4344	1	metal5	210	372	0	0	0	0.999948
4345	1	metal5	220	372	0	0	0	0.999949
4346	1	metal5	230	372	0	0	0	0.999949
4347	1	metal5	240	372	0	0	0	0.99995
4348	1	metal5	250	372	0	0	0	0.99995
4349	1	metal5	260	372	0	0	0	0.999951
4350	1	metal5	270	372	0	0	0	0.999951
4351	1	metal5	280	372	0	0	0	0.999952
4352	1	metal5	290	372	0	0	0	0.999952
4353	1	metal5	300	372	0	0	0	0.999953
4354	1	metal5	310	372	0	0	0	0.999954
4355	1	metal5	320	372	0	0	0	0.999955
4356	1	metal5	330	372	0	0	0	0.999956
4357	1	metal5	340	372	0	0	0	0.999957
4358	1	metal5	350	372	0	0	0	0.999957
4359	1	metal5	360	372	0	0	0	0.999958
4360	1	metal5	370	372	0	0	0	0.999959
4361	1	metal5	380	372	0	0	0	0.99996
4362	1	metal5	390	372	0	0	0	0.999961
4363	1	metal5	400	372	0	0	0	0.999963
4364	1	metal5	410	372	0	0	0	0.999964
4365	1	metal5	420	372	0	0	0	0.999965
4366	1	metal5	430	372	0	0	0	0.999967
4367	1	metal5	440	372	0	0	0	0.999968
4368	1	metal5	450	372	0	0	0	0.999969
4369	1	metal5	460	372	0	0	0	0.999971
4370	1	metal5	470	372	0	0	0	0.999972
4371	1	metal5	480	372	0	0	0	0.999974
4372	1	metal5	490	372	0	0	0	0.999976
4373	1	metal5	500	372	0	0	0	0.999977
4374	1	metal5	510	372	0	0	0	0.999979
4375	1	metal5	520	372	0	0	0	0.999982
4376	1	metal5	530	372	0	0	0	0.999983
4377	1	metal5	540	372	0	0	0	0.999985
4378	1	metal5	550	372	0	0	0	0.999987
4379	1	metal5	560	372	0	0	0	0.999984
4380	1	metal5	570	372	0	0	0	0.999982
4381	1	metal5	580	372	0	0	0	0.999982
4382	1	metal5	590	372	0	0	0	0.999979
4383	1	metal5	600	372	0	0	0	0.999977
4384	1	metal5	610	372	0	0	0	0.999976
4385	1	metal5	620	372	0	0	0	0.999973
4386	1	metal5	630	372	0	0	0	0.999971
4387	1	metal5	640	372	0	0	0	0.99997
4388	1	metal5	650	372	0	0	0	0.999968
4389	1	metal5	660	372	0	0	0	0.999966
4390	1	metal5	670	372	0	0	0	0.999965
4391	1	metal5	680	372	0	0	0	0.999963
4392	1	metal5	690	372	0	0	0	0.999962
4393	1	metal5	700	372	0	0	0	0.999962
4394	1	metal5	710	372	0	0	0	0.99996
4395	1	metal5	720	372	0	0	0	0.999959
4396	1	metal5	730	372	0	0	0	0.999958
4397	1	metal5	740	372	0	0	0	0.999957
4398	1	metal5	750	372	0	0	0	0.999956
4399	1	metal5	760	372	0	0	0	0.999956
4400	1	metal5	770	372	0	0	0	0.999955
4401	1	metal5	780	372	0	0	0	0.999954
4402	1	metal5	790	372	0	0	0	0.999954
4403	1	metal5	800	372	0	0	0	0.999953
4404	1	metal5	810	372	0	0	0	0.999952
4405	1	metal5	820	372	0	0	0	0.999952
4406	1	metal5	830	372	0	0	0	0.999951
4407	1	metal5	840	372	0	0	0	0.999951
4408	1	metal5	850	372	0	0	0	0.999951
4409	1	metal5	860	372	0	0	0	0.99995
4410	1	metal5	870	372	0	0	0	0.99995
4411	1	metal5	880	372	0	0	0	0.99995
4412	1	metal5	890	372	0	0	0	0.999949
4413	1	metal5	900	372	0	0	0	0.999949
4414	1	metal5	910	372	0	0	0	0.999949
4415	1	metal5	920	372	0	0	0	0.999948
4416	1	metal5	930	372	0	0	0	0.999948
4417	1	metal5	940	372	0	0	0	0.999948
4418	1	metal5	950	372	0	0	0	0.999948
4419	1	metal5	960	372	0	0	0	0.999947
4420	1	metal5	970	372	0	0	0	0.999947
4421	1	metal5	980	372	0	0	0	0.999947
4422	1	metal5	990	372	0	0	0	0.999947
4423	1	metal5	1000	372	0	0	0	0.999947
4424	1	metal5	1010	372	0	0	0	0.999947
4425	1	metal5	1020	372	0	0	0	0.999947
4426	1	metal5	1030	372	0	0	0	0.999947
4427	1	metal5	1040	372	0	0	0	0.999946
4428	1	metal5	1050	372	0	0	0	0.999946
4429	1	metal5	1060	372	0	0	0	0.999946
4430	1	metal5	1070	372	0	0	0	0.999946
4431	1	metal5	1080	372	0	0	0	0.999946
4432	1	metal5	1090	372	0	0	0	0.999946
4433	1	metal5	10	382	0	0	0	0.999944
4434	1	metal5	20	382	0	0	0	0.999944
4435	1	metal5	30	382	0	0	0	0.999944
4436	1	metal5	40	382	0	0	0	0.999944
4437	1	metal5	50	382	0	0	0	0.999944
4438	1	metal5	60	382	0	0	0	0.999944
4439	1	metal5	70	382	0	0	0	0.999945
4440	1	metal5	80	382	0	0	0	0.999945
4441	1	metal5	90	382	0	0	0	0.999945
4442	1	metal5	100	382	0	0	0	0.999945
4443	1	metal5	110	382	0	0	0	0.999945
4444	1	metal5	120	382	0	0	0	0.999945
4445	1	metal5	130	382	0	0	0	0.999946
4446	1	metal5	140	382	0	0	0	0.999946
4447	1	metal5	150	382	0	0	0	0.999946
4448	1	metal5	160	382	0	0	0	0.999947
4449	1	metal5	170	382	0	0	0	0.999947
4450	1	metal5	180	382	0	0	0	0.999947
4451	1	metal5	190	382	0	0	0	0.999948
4452	1	metal5	200	382	0	0	0	0.999948
4453	1	metal5	210	382	0	0	0	0.999948
4454	1	metal5	220	382	0	0	0	0.999949
4455	1	metal5	230	382	0	0	0	0.999949
4456	1	metal5	240	382	0	0	0	0.99995
4457	1	metal5	250	382	0	0	0	0.99995
4458	1	metal5	260	382	0	0	0	0.999951
4459	1	metal5	270	382	0	0	0	0.999951
4460	1	metal5	280	382	0	0	0	0.999952
4461	1	metal5	290	382	0	0	0	0.999952
4462	1	metal5	300	382	0	0	0	0.999953
4463	1	metal5	310	382	0	0	0	0.999954
4464	1	metal5	320	382	0	0	0	0.999955
4465	1	metal5	330	382	0	0	0	0.999956
4466	1	metal5	340	382	0	0	0	0.999956
4467	1	metal5	350	382	0	0	0	0.999957
4468	1	metal5	360	382	0	0	0	0.999958
4469	1	metal5	370	382	0	0	0	0.999959
4470	1	metal5	380	382	0	0	0	0.99996
4471	1	metal5	390	382	0	0	0	0.999961
4472	1	metal5	400	382	0	0	0	0.999962
4473	1	metal5	410	382	0	0	0	0.999963
4474	1	metal5	420	382	0	0	0	0.999965
4475	1	metal5	430	382	0	0	0	0.999966
4476	1	metal5	440	382	0	0	0	0.999967
4477	1	metal5	450	382	0	0	0	0.999969
4478	1	metal5	460	382	0	0	0	0.99997
4479	1	metal5	470	382	0	0	0	0.999972
4480	1	metal5	480	382	0	0	0	0.999974
4481	1	metal5	490	382	0	0	0	0.999976
