id	layer_index	layer_name	x_um	y_um	fixed_voltage	fixed_voltage_v	injected_current_a	voltage_v
42	0	metal4	122	124	0	0	-0.000747475	0.99994
43	0	metal4	178	124	0	0	-0.00243121	0.999941
44	0	metal4	234	124	0	0	0	0.999944
45	0	metal4	290	124	0	0	0	0.999946
46	0	metal4	346	124	0	0	0	0.999949
47	0	metal4	402	124	0	0	0	0.999952
48	0	metal4	458	124	0	0	0	0.999954
49	0	metal4	514	124	0	0	0	0.999954
50	0	metal4	570	124	0	0	0	0.999954
51	0	metal4	626	124	0	0	0	0.999952
52	0	metal4	682	124	0	0	0	0.999949
53	0	metal4	738	124	0	0	0	0.999948
54	0	metal4	794	124	0	0	0	0.999947
55	0	metal4	850	124	0	0	0	0.999946
56	0	metal4	906	124	0	0	-0.000711009	0.999944
57	0	metal4	962	124	0	0	-0.00212727	0.999942
58	0	metal4	1018	124	0	0	-0.00212917	0.999941
59	0	metal4	1074	124	0	0	-0.000709091	0.999941
60	0	metal4	10	180	0	0	0	0.999939
61	0	metal4	66	180	0	0	-0.000747475	0.999939
62	0	metal4	122	180	0	0	-0.000747475	0.99994
63	0	metal4	178	180	0	0	-0.000747475	0.999941
64	0	metal4	234	180	0	0	0	0.999944
65	0	metal4	290	180	0	0	0	0.999946
