node_a	layer_a	x_a_um	y_a_um	node_b	layer_b	x_b_um	y_b_um	g_siemens
4692	metal1	14.095	585.2	13938	metal4	14.095	585.2	1e+12
4693	metal1	40.07	585.2	13939	metal4	40.07	585.2	1e+12
4694	metal1	96.07	585.2	13940	metal4	96.07	585.2	1e+12
4695	metal1	108.455	585.2	13941	metal4	108.455	585.2	1e+12
4696	metal1	109.295	585.2	13942	metal4	109.295	585.2	1e+12
4697	metal1	152.07	585.2	13943	metal4	152.07	585.2	1e+12
4698	metal1	208.07	585.2	13944	metal4	208.07	585.2	1e+12
4699	metal1	264.07	585.2	13945	metal4	264.07	585.2	1e+12
4700	metal1	320.07	585.2	13946	metal4	320.07	585.2	1e+12
4701	metal1	376.07	585.2	13947	metal4	376.07	585.2	1e+12
4702	metal1	432.07	585.2	13948	metal4	432.07	585.2	1e+12
4703	metal1	488.07	585.2	13949	metal4	488.07	585.2	1e+12
4704	metal1	544.07	585.2	13950	metal4	544.07	585.2	1e+12
4705	metal1	600.07	585.2	13951	metal4	600.07	585.2	1e+12
4706	metal1	656.07	585.2	13952	metal4	656.07	585.2	1e+12
4707	metal1	712.07	585.2	13953	metal4	712.07	585.2	1e+12
4708	metal1	768.07	585.2	13954	metal4	768.07	585.2	1e+12
4709	metal1	824.07	585.2	13955	metal4	824.07	585.2	1e+12
4710	metal1	880.07	585.2	13956	metal4	880.07	585.2	1e+12
4711	metal1	936.07	585.2	13957	metal4	936.07	585.2	1e+12
4712	metal1	992.07	585.2	13958	metal4	992.07	585.2	1e+12
4713	metal1	1048.07	585.2	13959	metal4	1048.07	585.2	1e+12
4714	metal1	1086.21	585.2	13960	metal4	1086.21	585.2	1e+12
4715	metal1	14.095	588	13961	metal4	14.095	588	1e+12
4716	metal1	40.07	588	13962	metal4	40.07	588	1e+12
4717	metal1	96.07	588	13963	metal4	96.07	588	1e+12
4718	metal1	108.455	588	13964	metal4	108.455	588	1e+12
4719	metal1	109.295	588	13965	metal4	109.295	588	1e+12
4720	metal1	152.07	588	13966	metal4	152.07	588	1e+12
4721	metal1	208.07	588	13967	metal4	208.07	588	1e+12
4722	metal1	264.07	588	13968	metal4	264.07	588	1e+12
4723	metal1	320.07	588	13969	metal4	320.07	588	1e+12
4724	metal1	376.07	588	13970	metal4	376.07	588	1e+12
4725	metal1	432.07	588	13971	metal4	432.07	588	1e+12
4726	metal1	488.07	588	13972	metal4	488.07	588	1e+12
4727	metal1	544.07	588	13973	metal4	544.07	588	1e+12
4728	metal1	600.07	588	13974	metal4	600.07	588	1e+12
4729	metal1	656.07	588	13975	metal4	656.07	588	1e+12
4730	metal1	712.07	588	13976	metal4	712.07	588	1e+12
4731	metal1	768.07	588	13977	metal4	768.07	588	1e+12
4732	metal1	824.07	588	13978	metal4	824.07	588	1e+12
4733	metal1	880.07	588	13979	metal4	880.07	588	1e+12
4734	metal1	936.07	588	13980	metal4	936.07	588	1e+12
4735	metal1	992.07	588	13981	metal4	992.07	588	1e+12
4736	metal1	1048.07	588	13982	metal4	1048.07	588	1e+12
4737	metal1	1086.21	588	13983	metal4	1086.21	588	1e+12
4738	metal1	14.095	590.8	13984	metal4	14.095	590.8	1e+12
4739	metal1	40.07	590.8	13985	metal4	40.07	590.8	1e+12
4740	metal1	96.07	590.8	13986	metal4	96.07	590.8	1e+12
4741	metal1	108.455	590.8	13987	metal4	108.455	590.8	1e+12
4742	metal1	109.295	590.8	13988	metal4	109.295	590.8	1e+12
4743	metal1	152.07	590.8	13989	metal4	152.07	590.8	1e+12
4744	metal1	208.07	590.8	13990	metal4	208.07	590.8	1e+12
4745	metal1	264.07	590.8	13991	metal4	264.07	590.8	1e+12
4746	metal1	320.07	590.8	13992	metal4	320.07	590.8	1e+12
4747	metal1	376.07	590.8	13993	metal4	376.07	590.8	1e+12
4748	metal1	432.07	590.8	13994	metal4	432.07	590.8	1e+12
4749	metal1	488.07	590.8	13995	metal4	488.07	590.8	1e+12
4750	metal1	544.07	590.8	13996	metal4	544.07	590.8	1e+12
4751	metal1	600.07	590.8	13997	metal4	600.07	590.8	1e+12
4752	metal1	656.07	590.8	13998	metal4	656.07	590.8	1e+12
4753	metal1	712.07	590.8	13999	metal4	712.07	590.8	1e+12
4754	metal1	768.07	590.8	14000	metal4	768.07	590.8	1e+12
4755	metal1	824.07	590.8	14001	metal4	824.07	590.8	1e+12
4756	metal1	880.07	590.8	14002	metal4	880.07	590.8	1e+12
4757	metal1	936.07	590.8	14003	metal4	936.07	590.8	1e+12
4758	metal1	992.07	590.8	14004	metal4	992.07	590.8	1e+12
4759	metal1	1048.07	590.8	14005	metal4	1048.07	590.8	1e+12
4760	metal1	1086.21	590.8	14006	metal4	1086.21	590.8	1e+12
4761	metal1	14.095	593.6	14007	metal4	14.095	593.6	1e+12
4762	metal1	40.07	593.6	14008	metal4	40.07	593.6	1e+12
4763	metal1	96.07	593.6	14009	metal4	96.07	593.6	1e+12
4764	metal1	108.455	593.6	14010	metal4	108.455	593.6	1e+12
4765	metal1	109.295	593.6	14011	metal4	109.295	593.6	1e+12
4766	metal1	152.07	593.6	14012	metal4	152.07	593.6	1e+12
4767	metal1	208.07	593.6	14013	metal4	208.07	593.6	1e+12
4768	metal1	264.07	593.6	14014	metal4	264.07	593.6	1e+12
4769	metal1	320.07	593.6	14015	metal4	320.07	593.6	1e+12
4770	metal1	376.07	593.6	14016	metal4	376.07	593.6	1e+12
4771	metal1	432.07	593.6	14017	metal4	432.07	593.6	1e+12
4772	metal1	488.07	593.6	14018	metal4	488.07	593.6	1e+12
4773	metal1	544.07	593.6	14019	metal4	544.07	593.6	1e+12
4774	metal1	600.07	593.6	14020	metal4	600.07	593.6	1e+12
4775	metal1	656.07	593.6	14021	metal4	656.07	593.6	1e+12
4776	metal1	712.07	593.6	14022	metal4	712.07	593.6	1e+12
4777	metal1	768.07	593.6	14023	metal4	768.07	593.6	1e+12
4778	metal1	824.07	593.6	14024	metal4	824.07	593.6	1e+12
4779	metal1	880.07	593.6	14025	metal4	880.07	593.6	1e+12
4780	metal1	936.07	593.6	14026	metal4	936.07	593.6	1e+12
4781	metal1	992.07	593.6	14027	metal4	992.07	593.6	1e+12
4782	metal1	1048.07	593.6	14028	metal4	1048.07	593.6	1e+12
4783	metal1	1086.21	593.6	14029	metal4	1086.21	593.6	1e+12
4784	metal1	14.095	596.4	14030	metal4	14.095	596.4	1e+12
4785	metal1	40.07	596.4	14031	metal4	40.07	596.4	1e+12
4786	metal1	96.07	596.4	14032	metal4	96.07	596.4	1e+12
4787	metal1	108.455	596.4	14033	metal4	108.455	596.4	1e+12
4788	metal1	109.295	596.4	14034	metal4	109.295	596.4	1e+12
4789	metal1	152.07	596.4	14035	metal4	152.07	596.4	1e+12
4790	metal1	208.07	596.4	14036	metal4	208.07	596.4	1e+12
4791	metal1	264.07	596.4	14037	metal4	264.07	596.4	1e+12
4792	metal1	320.07	596.4	14038	metal4	320.07	596.4	1e+12
4793	metal1	376.07	596.4	14039	metal4	376.07	596.4	1e+12
4794	metal1	432.07	596.4	14040	metal4	432.07	596.4	1e+12
4795	metal1	488.07	596.4	14041	metal4	488.07	596.4	1e+12
4796	metal1	544.07	596.4	14042	metal4	544.07	596.4	1e+12
4797	metal1	600.07	596.4	14043	metal4	600.07	596.4	1e+12
4798	metal1	656.07	596.4	14044	metal4	656.07	596.4	1e+12
4799	metal1	712.07	596.4	14045	metal4	712.07	596.4	1e+12
4800	metal1	768.07	596.4	14046	metal4	768.07	596.4	1e+12
4801	metal1	824.07	596.4	14047	metal4	824.07	596.4	1e+12
4802	metal1	880.07	596.4	14048	metal4	880.07	596.4	1e+12
4803	metal1	936.07	596.4	14049	metal4	936.07	596.4	1e+12
4804	metal1	992.07	596.4	14050	metal4	992.07	596.4	1e+12
4805	metal1	1048.07	596.4	14051	metal4	1048.07	596.4	1e+12
4806	metal1	1086.21	596.4	14052	metal4	1086.21	596.4	1e+12
4807	metal1	14.095	599.2	14053	metal4	14.095	599.2	1e+12
4808	metal1	40.07	599.2	14054	metal4	40.07	599.2	1e+12
4809	metal1	96.07	599.2	14055	metal4	96.07	599.2	1e+12
4810	metal1	108.455	599.2	14056	metal4	108.455	599.2	1e+12
4811	metal1	109.295	599.2	14057	metal4	109.295	599.2	1e+12
4812	metal1	152.07	599.2	14058	metal4	152.07	599.2	1e+12
4813	metal1	208.07	599.2	14059	metal4	208.07	599.2	1e+12
4814	metal1	264.07	599.2	14060	metal4	264.07	599.2	1e+12
4815	metal1	320.07	599.2	14061	metal4	320.07	599.2	1e+12
4816	metal1	376.07	599.2	14062	metal4	376.07	599.2	1e+12
4817	metal1	432.07	599.2	14063	metal4	432.07	599.2	1e+12
4818	metal1	488.07	599.2	14064	metal4	488.07	599.2	1e+12
4819	metal1	544.07	599.2	14065	metal4	544.07	599.2	1e+12
4820	metal1	600.07	599.2	14066	metal4	600.07	599.2	1e+12
4821	metal1	656.07	599.2	14067	metal4	656.07	599.2	1e+12
4822	metal1	712.07	599.2	14068	metal4	712.07	599.2	1e+12
4823	metal1	768.07	599.2	14069	metal4	768.07	599.2	1e+12
4824	metal1	824.07	599.2	14070	metal4	824.07	599.2	1e+12
4825	metal1	880.07	599.2	14071	metal4	880.07	599.2	1e+12
4826	metal1	936.07	599.2	14072	metal4	936.07	599.2	1e+12
4827	metal1	992.07	599.2	14073	metal4	992.07	599.2	1e+12
4828	metal1	1048.07	599.2	14074	metal4	1048.07	599.2	1e+12
4829	metal1	1086.21	599.2	14075	metal4	1086.21	599.2	1e+12
4830	metal1	14.095	602	14099	metal4	14.095	602	1e+12
4831	metal1	40.07	602	14100	metal4	40.07	602	1e+12
4832	metal1	96.07	602	14101	metal4	96.07	602	1e+12
4833	metal1	108.455	602	14102	metal4	108.455	602	1e+12
4834	metal1	109.295	602	14103	metal4	109.295	602	1e+12
4835	metal1	152.07	602	14104	metal4	152.07	602	1e+12
4836	metal1	208.07	602	14105	metal4	208.07	602	1e+12
4837	metal1	264.07	602	14106	metal4	264.07	602	1e+12
4838	metal1	320.07	602	14107	metal4	320.07	602	1e+12
4839	metal1	376.07	602	14108	metal4	376.07	602	1e+12
4840	metal1	432.07	602	14109	metal4	432.07	602	1e+12
4841	metal1	488.07	602	14110	metal4	488.07	602	1e+12
4842	metal1	544.07	602	14111	metal4	544.07	602	1e+12
4843	metal1	600.07	602	14112	metal4	600.07	602	1e+12
4844	metal1	656.07	602	14113	metal4	656.07	602	1e+12
4845	metal1	712.07	602	14114	metal4	712.07	602	1e+12
4846	metal1	768.07	602	14115	metal4	768.07	602	1e+12
4847	metal1	824.07	602	14116	metal4	824.07	602	1e+12
4848	metal1	880.07	602	14117	metal4	880.07	602	1e+12
4849	metal1	936.07	602	14118	metal4	936.07	602	1e+12
4850	metal1	992.07	602	14119	metal4	992.07	602	1e+12
4851	metal1	1048.07	602	14120	metal4	1048.07	602	1e+12
4852	metal1	1086.21	602	14121	metal4	1086.21	602	1e+12
4853	metal1	14.095	604.8	14122	metal4	14.095	604.8	1e+12
4854	metal1	40.07	604.8	14123	metal4	40.07	604.8	1e+12
4855	metal1	96.07	604.8	14124	metal4	96.07	604.8	1e+12
4856	metal1	108.455	604.8	14125	metal4	108.455	604.8	1e+12
4857	metal1	109.295	604.8	14126	metal4	109.295	604.8	1e+12
4858	metal1	152.07	604.8	14127	metal4	152.07	604.8	1e+12
4859	metal1	208.07	604.8	14128	metal4	208.07	604.8	1e+12
4860	metal1	264.07	604.8	14129	metal4	264.07	604.8	1e+12
4861	metal1	320.07	604.8	14130	metal4	320.07	604.8	1e+12
4862	metal1	376.07	604.8	14131	metal4	376.07	604.8	1e+12
4863	metal1	432.07	604.8	14132	metal4	432.07	604.8	1e+12
4864	metal1	488.07	604.8	14133	metal4	488.07	604.8	1e+12
4865	metal1	544.07	604.8	14134	metal4	544.07	604.8	1e+12
4866	metal1	600.07	604.8	14135	metal4	600.07	604.8	1e+12
4867	metal1	656.07	604.8	14136	metal4	656.07	604.8	1e+12
4868	metal1	712.07	604.8	14137	metal4	712.07	604.8	1e+12
4869	metal1	768.07	604.8	14138	metal4	768.07	604.8	1e+12
4870	metal1	824.07	604.8	14139	metal4	824.07	604.8	1e+12
4871	metal1	880.07	604.8	14140	metal4	880.07	604.8	1e+12
4872	metal1	936.07	604.8	14141	metal4	936.07	604.8	1e+12
4873	metal1	992.07	604.8	14142	metal4	992.07	604.8	1e+12
4874	metal1	1048.07	604.8	14143	metal4	1048.07	604.8	1e+12
4875	metal1	1086.21	604.8	14144	metal4	1086.21	604.8	1e+12
4876	metal1	14.095	607.6	14145	metal4	14.095	607.6	1e+12
4877	metal1	40.07	607.6	14146	metal4	40.07	607.6	1e+12
4878	metal1	96.07	607.6	14147	metal4	96.07	607.6	1e+12
4879	metal1	108.455	607.6	14148	metal4	108.455	607.6	1e+12
4880	metal1	109.295	607.6	14149	metal4	109.295	607.6	1e+12
4881	metal1	152.07	607.6	14150	metal4	152.07	607.6	1e+12
4882	metal1	208.07	607.6	14151	metal4	208.07	607.6	1e+12
4883	metal1	264.07	607.6	14152	metal4	264.07	607.6	1e+12
4884	metal1	320.07	607.6	14153	metal4	320.07	607.6	1e+12
4885	metal1	376.07	607.6	14154	metal4	376.07	607.6	1e+12
4886	metal1	432.07	607.6	14155	metal4	432.07	607.6	1e+12
4887	metal1	488.07	607.6	14156	metal4	488.07	607.6	1e+12
4888	metal1	544.07	607.6	14157	metal4	544.07	607.6	1e+12
4889	metal1	600.07	607.6	14158	metal4	600.07	607.6	1e+12
4890	metal1	656.07	607.6	14159	metal4	656.07	607.6	1e+12
4891	metal1	712.07	607.6	14160	metal4	712.07	607.6	1e+12
4892	metal1	768.07	607.6	14161	metal4	768.07	607.6	1e+12
4893	metal1	824.07	607.6	14162	metal4	824.07	607.6	1e+12
4894	metal1	880.07	607.6	14163	metal4	880.07	607.6	1e+12
4895	metal1	936.07	607.6	14164	metal4	936.07	607.6	1e+12
4896	metal1	992.07	607.6	14165	metal4	992.07	607.6	1e+12
4897	metal1	1048.07	607.6	14166	metal4	1048.07	607.6	1e+12
4898	metal1	1086.21	607.6	14167	metal4	1086.21	607.6	1e+12
4899	metal1	14.095	610.4	14168	metal4	14.095	610.4	1e+12
4900	metal1	40.07	610.4	14169	metal4	40.07	610.4	1e+12
4901	metal1	96.07	610.4	14170	metal4	96.07	610.4	1e+12
4902	metal1	108.455	610.4	14171	metal4	108.455	610.4	1e+12
4903	metal1	109.295	610.4	14172	metal4	109.295	610.4	1e+12
4904	metal1	152.07	610.4	14173	metal4	152.07	610.4	1e+12
4905	metal1	208.07	610.4	14174	metal4	208.07	610.4	1e+12
4906	metal1	264.07	610.4	14175	metal4	264.07	610.4	1e+12
4907	metal1	320.07	610.4	14176	metal4	320.07	610.4	1e+12
4908	metal1	376.07	610.4	14177	metal4	376.07	610.4	1e+12
4909	metal1	432.07	610.4	14178	metal4	432.07	610.4	1e+12
4910	metal1	488.07	610.4	14179	metal4	488.07	610.4	1e+12
4911	metal1	544.07	610.4	14180	metal4	544.07	610.4	1e+12
4912	metal1	600.07	610.4	14181	metal4	600.07	610.4	1e+12
4913	metal1	656.07	610.4	14182	metal4	656.07	610.4	1e+12
4914	metal1	712.07	610.4	14183	metal4	712.07	610.4	1e+12
4915	metal1	768.07	610.4	14184	metal4	768.07	610.4	1e+12
4916	metal1	824.07	610.4	14185	metal4	824.07	610.4	1e+12
4917	metal1	880.07	610.4	14186	metal4	880.07	610.4	1e+12
4918	metal1	936.07	610.4	14187	metal4	936.07	610.4	1e+12
4919	metal1	992.07	610.4	14188	metal4	992.07	610.4	1e+12
4920	metal1	1048.07	610.4	14189	metal4	1048.07	610.4	1e+12
4921	metal1	1086.21	610.4	14190	metal4	1086.21	610.4	1e+12
4922	metal1	14.095	613.2	14191	metal4	14.095	613.2	1e+12
4923	metal1	40.07	613.2	14192	metal4	40.07	613.2	1e+12
4924	metal1	96.07	613.2	14193	metal4	96.07	613.2	1e+12
4925	metal1	108.455	613.2	14194	metal4	108.455	613.2	1e+12
4926	metal1	109.295	613.2	14195	metal4	109.295	613.2	1e+12
4927	metal1	152.07	613.2	14196	metal4	152.07	613.2	1e+12
4928	metal1	208.07	613.2	14197	metal4	208.07	613.2	1e+12
4929	metal1	264.07	613.2	14198	metal4	264.07	613.2	1e+12
4930	metal1	320.07	613.2	14199	metal4	320.07	613.2	1e+12
4931	metal1	376.07	613.2	14200	metal4	376.07	613.2	1e+12
4932	metal1	432.07	613.2	14201	metal4	432.07	613.2	1e+12
4933	metal1	488.07	613.2	14202	metal4	488.07	613.2	1e+12
4934	metal1	544.07	613.2	14203	metal4	544.07	613.2	1e+12
4935	metal1	600.07	613.2	14204	metal4	600.07	613.2	1e+12
4936	metal1	656.07	613.2	14205	metal4	656.07	613.2	1e+12
4937	metal1	712.07	613.2	14206	metal4	712.07	613.2	1e+12
4938	metal1	768.07	613.2	14207	metal4	768.07	613.2	1e+12
4939	metal1	824.07	613.2	14208	metal4	824.07	613.2	1e+12
4940	metal1	880.07	613.2	14209	metal4	880.07	613.2	1e+12
4941	metal1	936.07	613.2	14210	metal4	936.07	613.2	1e+12
4942	metal1	992.07	613.2	14211	metal4	992.07	613.2	1e+12
4943	metal1	1048.07	613.2	14212	metal4	1048.07	613.2	1e+12
4944	metal1	1086.21	613.2	14213	metal4	1086.21	613.2	1e+12
4945	metal1	14.095	616	14214	metal4	14.095	616	1e+12
4946	metal1	40.07	616	14215	metal4	40.07	616	1e+12
4947	metal1	96.07	616	14216	metal4	96.07	616	1e+12
4948	metal1	108.455	616	14217	metal4	108.455	616	1e+12
4949	metal1	109.295	616	14218	metal4	109.295	616	1e+12
4950	metal1	152.07	616	14219	metal4	152.07	616	1e+12
4951	metal1	208.07	616	14220	metal4	208.07	616	1e+12
4952	metal1	264.07	616	14221	metal4	264.07	616	1e+12
4953	metal1	320.07	616	14222	metal4	320.07	616	1e+12
4954	metal1	376.07	616	14223	metal4	376.07	616	1e+12
4955	metal1	432.07	616	14224	metal4	432.07	616	1e+12
4956	metal1	488.07	616	14225	metal4	488.07	616	1e+12
4957	metal1	544.07	616	14226	metal4	544.07	616	1e+12
4958	metal1	600.07	616	14227	metal4	600.07	616	1e+12
4959	metal1	656.07	616	14228	metal4	656.07	616	1e+12
4960	metal1	712.07	616	14229	metal4	712.07	616	1e+12
4961	metal1	768.07	616	14230	metal4	768.07	616	1e+12
4962	metal1	824.07	616	14231	metal4	824.07	616	1e+12
4963	metal1	880.07	616	14232	metal4	880.07	616	1e+12
4964	metal1	936.07	616	14233	metal4	936.07	616	1e+12
4965	metal1	992.07	616	14234	metal4	992.07	616	1e+12
4966	metal1	1048.07	616	14235	metal4	1048.07	616	1e+12
4967	metal1	1086.21	616	14236	metal4	1086.21	616	1e+12
4968	metal1	14.095	618.8	14237	metal4	14.095	618.8	1e+12
4969	metal1	40.07	618.8	14238	metal4	40.07	618.8	1e+12
4970	metal1	96.07	618.8	14239	metal4	96.07	618.8	1e+12
4971	metal1	108.455	618.8	14240	metal4	108.455	618.8	1e+12
4972	metal1	109.295	618.8	14241	metal4	109.295	618.8	1e+12
4973	metal1	152.07	618.8	14242	metal4	152.07	618.8	1e+12
4974	metal1	208.07	618.8	14243	metal4	208.07	618.8	1e+12
4975	metal1	264.07	618.8	14244	metal4	264.07	618.8	1e+12
4976	metal1	320.07	618.8	14245	metal4	320.07	618.8	1e+12
4977	metal1	376.07	618.8	14246	metal4	376.07	618.8	1e+12
4978	metal1	432.07	618.8	14247	metal4	432.07	618.8	1e+12
4979	metal1	488.07	618.8	14248	metal4	488.07	618.8	1e+12
4980	metal1	544.07	618.8	14249	metal4	544.07	618.8	1e+12
4981	metal1	600.07	618.8	14250	metal4	600.07	618.8	1e+12
4982	metal1	656.07	618.8	14251	metal4	656.07	618.8	1e+12
4983	metal1	712.07	618.8	14252	metal4	712.07	618.8	1e+12
4984	metal1	768.07	618.8	14253	metal4	768.07	618.8	1e+12
4985	metal1	824.07	618.8	14254	metal4	824.07	618.8	1e+12
4986	metal1	880.07	618.8	14255	metal4	880.07	618.8	1e+12
4987	metal1	936.07	618.8	14256	metal4	936.07	618.8	1e+12
4988	metal1	992.07	618.8	14257	metal4	992.07	618.8	1e+12
4989	metal1	1048.07	618.8	14258	metal4	1048.07	618.8	1e+12
4990	metal1	1086.21	618.8	14259	metal4	1086.21	618.8	1e+12
4991	metal1	14.095	621.6	14260	metal4	14.095	621.6	1e+12
4992	metal1	40.07	621.6	14261	metal4	40.07	621.6	1e+12
4993	metal1	96.07	621.6	14262	metal4	96.07	621.6	1e+12
4994	metal1	108.455	621.6	14263	metal4	108.455	621.6	1e+12
4995	metal1	109.295	621.6	14264	metal4	109.295	621.6	1e+12
4996	metal1	152.07	621.6	14265	metal4	152.07	621.6	1e+12
4997	metal1	208.07	621.6	14266	metal4	208.07	621.6	1e+12
4998	metal1	264.07	621.6	14267	metal4	264.07	621.6	1e+12
4999	metal1	320.07	621.6	14268	metal4	320.07	621.6	1e+12
5000	metal1	376.07	621.6	14269	metal4	376.07	621.6	1e+12
5001	metal1	432.07	621.6	14270	metal4	432.07	621.6	1e+12
5002	metal1	488.07	621.6	14271	metal4	488.07	621.6	1e+12
5003	metal1	544.07	621.6	14272	metal4	544.07	621.6	1e+12
5004	metal1	600.07	621.6	14273	metal4	600.07	621.6	1e+12
5005	metal1	656.07	621.6	14274	metal4	656.07	621.6	1e+12
5006	metal1	712.07	621.6	14275	metal4	712.07	621.6	1e+12
5007	metal1	768.07	621.6	14276	metal4	768.07	621.6	1e+12
5008	metal1	824.07	621.6	14277	metal4	824.07	621.6	1e+12
5009	metal1	880.07	621.6	14278	metal4	880.07	621.6	1e+12
5010	metal1	936.07	621.6	14279	metal4	936.07	621.6	1e+12
5011	metal1	992.07	621.6	14280	metal4	992.07	621.6	1e+12
5012	metal1	1048.07	621.6	14281	metal4	1048.07	621.6	1e+12
5013	metal1	1086.21	621.6	14282	metal4	1086.21	621.6	1e+12
5014	metal1	14.095	624.4	14283	metal4	14.095	624.4	1e+12
5015	metal1	40.07	624.4	14284	metal4	40.07	624.4	1e+12
5016	metal1	96.07	624.4	14285	metal4	96.07	624.4	1e+12
5017	metal1	108.455	624.4	14286	metal4	108.455	624.4	1e+12
5018	metal1	109.295	624.4	14287	metal4	109.295	624.4	1e+12
5019	metal1	152.07	624.4	14288	metal4	152.07	624.4	1e+12
5020	metal1	208.07	624.4	14289	metal4	208.07	624.4	1e+12
5021	metal1	264.07	624.4	14290	metal4	264.07	624.4	1e+12
5022	metal1	320.07	624.4	14291	metal4	320.07	624.4	1e+12
5023	metal1	376.07	624.4	14292	metal4	376.07	624.4	1e+12
5024	metal1	432.07	624.4	14293	metal4	432.07	624.4	1e+12
5025	metal1	488.07	624.4	14294	metal4	488.07	624.4	1e+12
5026	metal1	544.07	624.4	14295	metal4	544.07	624.4	1e+12
5027	metal1	600.07	624.4	14296	metal4	600.07	624.4	1e+12
5028	metal1	656.07	624.4	14297	metal4	656.07	624.4	1e+12
5029	metal1	712.07	624.4	14298	metal4	712.07	624.4	1e+12
5030	metal1	768.07	624.4	14299	metal4	768.07	624.4	1e+12
5031	metal1	824.07	624.4	14300	metal4	824.07	624.4	1e+12
5032	metal1	880.07	624.4	14301	metal4	880.07	624.4	1e+12
5033	metal1	936.07	624.4	14302	metal4	936.07	624.4	1e+12
5034	metal1	992.07	624.4	14303	metal4	992.07	624.4	1e+12
5035	metal1	1048.07	624.4	14304	metal4	1048.07	624.4	1e+12
5036	metal1	1086.21	624.4	14305	metal4	1086.21	624.4	1e+12
5037	metal1	14.095	627.2	14306	metal4	14.095	627.2	1e+12
5038	metal1	40.07	627.2	14307	metal4	40.07	627.2	1e+12
5039	metal1	96.07	627.2	14308	metal4	96.07	627.2	1e+12
5040	metal1	108.455	627.2	14309	metal4	108.455	627.2	1e+12
5041	metal1	109.295	627.2	14310	metal4	109.295	627.2	1e+12
5042	metal1	152.07	627.2	14311	metal4	152.07	627.2	1e+12
5043	metal1	208.07	627.2	14312	metal4	208.07	627.2	1e+12
5044	metal1	264.07	627.2	14313	metal4	264.07	627.2	1e+12
5045	metal1	320.07	627.2	14314	metal4	320.07	627.2	1e+12
5046	metal1	376.07	627.2	14315	metal4	376.07	627.2	1e+12
5047	metal1	432.07	627.2	14316	metal4	432.07	627.2	1e+12
5048	metal1	488.07	627.2	14317	metal4	488.07	627.2	1e+12
5049	metal1	544.07	627.2	14318	metal4	544.07	627.2	1e+12
5050	metal1	600.07	627.2	14319	metal4	600.07	627.2	1e+12
5051	metal1	656.07	627.2	14320	metal4	656.07	627.2	1e+12
5052	metal1	712.07	627.2	14321	metal4	712.07	627.2	1e+12
5053	metal1	768.07	627.2	14322	metal4	768.07	627.2	1e+12
5054	metal1	824.07	627.2	14323	metal4	824.07	627.2	1e+12
5055	metal1	880.07	627.2	14324	metal4	880.07	627.2	1e+12
5056	metal1	936.07	627.2	14325	metal4	936.07	627.2	1e+12
5057	metal1	992.07	627.2	14326	metal4	992.07	627.2	1e+12
5058	metal1	1048.07	627.2	14327	metal4	1048.07	627.2	1e+12
5059	metal1	1086.21	627.2	14328	metal4	1086.21	627.2	1e+12
5060	metal1	14.095	630	14352	metal4	14.095	630	1e+12
5061	metal1	40.07	630	14353	metal4	40.07	630	1e+12
5062	metal1	96.07	630	14354	metal4	96.07	630	1e+12
5063	metal1	108.455	630	14355	metal4	108.455	630	1e+12
5064	metal1	109.295	630	14356	metal4	109.295	630	1e+12
5065	metal1	152.07	630	14357	metal4	152.07	630	1e+12
5066	metal1	208.07	630	14358	metal4	208.07	630	1e+12
5067	metal1	264.07	630	14359	metal4	264.07	630	1e+12
5068	metal1	320.07	630	14360	metal4	320.07	630	1e+12
5069	metal1	376.07	630	14361	metal4	376.07	630	1e+12
5070	metal1	432.07	630	14362	metal4	432.07	630	1e+12
5071	metal1	488.07	630	14363	metal4	488.07	630	1e+12
5072	metal1	544.07	630	14364	metal4	544.07	630	1e+12
5073	metal1	600.07	630	14365	metal4	600.07	630	1e+12
5074	metal1	656.07	630	14366	metal4	656.07	630	1e+12
5075	metal1	712.07	630	14367	metal4	712.07	630	1e+12
5076	metal1	768.07	630	14368	metal4	768.07	630	1e+12
5077	metal1	824.07	630	14369	metal4	824.07	630	1e+12
5078	metal1	880.07	630	14370	metal4	880.07	630	1e+12
5079	metal1	936.07	630	14371	metal4	936.07	630	1e+12
5080	metal1	992.07	630	14372	metal4	992.07	630	1e+12
5081	metal1	1048.07	630	14373	metal4	1048.07	630	1e+12
5082	metal1	1086.21	630	14374	metal4	1086.21	630	1e+12
5083	metal1	14.095	632.8	14375	metal4	14.095	632.8	1e+12
5084	metal1	40.07	632.8	14376	metal4	40.07	632.8	1e+12
5085	metal1	96.07	632.8	14377	metal4	96.07	632.8	1e+12
5086	metal1	108.455	632.8	14378	metal4	108.455	632.8	1e+12
5087	metal1	109.295	632.8	14379	metal4	109.295	632.8	1e+12
5088	metal1	152.07	632.8	14380	metal4	152.07	632.8	1e+12
5089	metal1	208.07	632.8	14381	metal4	208.07	632.8	1e+12
5090	metal1	264.07	632.8	14382	metal4	264.07	632.8	1e+12
5091	metal1	320.07	632.8	14383	metal4	320.07	632.8	1e+12
5092	metal1	376.07	632.8	14384	metal4	376.07	632.8	1e+12
5093	metal1	432.07	632.8	14385	metal4	432.07	632.8	1e+12
5094	metal1	488.07	632.8	14386	metal4	488.07	632.8	1e+12
5095	metal1	544.07	632.8	14387	metal4	544.07	632.8	1e+12
5096	metal1	600.07	632.8	14388	metal4	600.07	632.8	1e+12
5097	metal1	656.07	632.8	14389	metal4	656.07	632.8	1e+12
5098	metal1	712.07	632.8	14390	metal4	712.07	632.8	1e+12
