node_a	layer_a	x_a_um	y_a_um	node_b	layer_b	x_b_um	y_b_um	g_siemens
878	metal1	109.295	120.4	9825	metal4	109.295	120.4	1e+12
879	metal1	152.07	120.4	9826	metal4	152.07	120.4	1e+12
880	metal1	208.07	120.4	9827	metal4	208.07	120.4	1e+12
881	metal1	264.07	120.4	9828	metal4	264.07	120.4	1e+12
882	metal1	320.07	120.4	9829	metal4	320.07	120.4	1e+12
883	metal1	376.07	120.4	9830	metal4	376.07	120.4	1e+12
884	metal1	432.07	120.4	9831	metal4	432.07	120.4	1e+12
885	metal1	488.07	120.4	9832	metal4	488.07	120.4	1e+12
886	metal1	544.07	120.4	9833	metal4	544.07	120.4	1e+12
887	metal1	600.07	120.4	9834	metal4	600.07	120.4	1e+12
888	metal1	656.07	120.4	9835	metal4	656.07	120.4	1e+12
889	metal1	712.07	120.4	9836	metal4	712.07	120.4	1e+12
890	metal1	768.07	120.4	9837	metal4	768.07	120.4	1e+12
891	metal1	824.07	120.4	9838	metal4	824.07	120.4	1e+12
892	metal1	880.07	120.4	9839	metal4	880.07	120.4	1e+12
893	metal1	936.07	120.4	9840	metal4	936.07	120.4	1e+12
894	metal1	992.07	120.4	9841	metal4	992.07	120.4	1e+12
895	metal1	1048.07	120.4	9842	metal4	1048.07	120.4	1e+12
896	metal1	1086.21	120.4	9843	metal4	1086.21	120.4	1e+12
897	metal1	14.095	123.2	9844	metal4	14.095	123.2	1e+12
898	metal1	40.07	123.2	9845	metal4	40.07	123.2	1e+12
899	metal1	96.07	123.2	9846	metal4	96.07	123.2	1e+12
900	metal1	108.455	123.2	9847	metal4	108.455	123.2	1e+12
901	metal1	109.295	123.2	9848	metal4	109.295	123.2	1e+12
902	metal1	152.07	123.2	9849	metal4	152.07	123.2	1e+12
903	metal1	208.07	123.2	9850	metal4	208.07	123.2	1e+12
904	metal1	264.07	123.2	9851	metal4	264.07	123.2	1e+12
905	metal1	320.07	123.2	9852	metal4	320.07	123.2	1e+12
906	metal1	376.07	123.2	9853	metal4	376.07	123.2	1e+12
907	metal1	432.07	123.2	9854	metal4	432.07	123.2	1e+12
908	metal1	488.07	123.2	9855	metal4	488.07	123.2	1e+12
909	metal1	544.07	123.2	9856	metal4	544.07	123.2	1e+12
910	metal1	600.07	123.2	9857	metal4	600.07	123.2	1e+12
911	metal1	656.07	123.2	9858	metal4	656.07	123.2	1e+12
912	metal1	712.07	123.2	9859	metal4	712.07	123.2	1e+12
913	metal1	768.07	123.2	9860	metal4	768.07	123.2	1e+12
914	metal1	824.07	123.2	9861	metal4	824.07	123.2	1e+12
915	metal1	880.07	123.2	9862	metal4	880.07	123.2	1e+12
916	metal1	936.07	123.2	9863	metal4	936.07	123.2	1e+12
917	metal1	992.07	123.2	9864	metal4	992.07	123.2	1e+12
918	metal1	1048.07	123.2	9865	metal4	1048.07	123.2	1e+12
919	metal1	1086.21	123.2	9866	metal4	1086.21	123.2	1e+12
920	metal1	14.095	126	9867	metal4	14.095	126	1e+12
921	metal1	40.07	126	9868	metal4	40.07	126	1e+12
922	metal1	96.07	126	9869	metal4	96.07	126	1e+12
923	metal1	108.455	126	9870	metal4	108.455	126	1e+12
924	metal1	109.295	126	9871	metal4	109.295	126	1e+12
925	metal1	152.07	126	9872	metal4	152.07	126	1e+12
926	metal1	208.07	126	9873	metal4	208.07	126	1e+12
927	metal1	264.07	126	9874	metal4	264.07	126	1e+12
928	metal1	320.07	126	9875	metal4	320.07	126	1e+12
929	metal1	376.07	126	9876	metal4	376.07	126	1e+12
930	metal1	432.07	126	9877	metal4	432.07	126	1e+12
931	metal1	488.07	126	9878	metal4	488.07	126	1e+12
932	metal1	544.07	126	9879	metal4	544.07	126	1e+12
933	metal1	600.07	126	9880	metal4	600.07	126	1e+12
934	metal1	656.07	126	9881	metal4	656.07	126	1e+12
935	metal1	712.07	126	9882	metal4	712.07	126	1e+12
936	metal1	768.07	126	9883	metal4	768.07	126	1e+12
937	metal1	824.07	126	9884	metal4	824.07	126	1e+12
938	metal1	880.07	126	9885	metal4	880.07	126	1e+12
939	metal1	936.07	126	9886	metal4	936.07	126	1e+12
940	metal1	992.07	126	9887	metal4	992.07	126	1e+12
941	metal1	1048.07	126	9888	metal4	1048.07	126	1e+12
942	metal1	1086.21	126	9889	metal4	1086.21	126	1e+12
943	metal1	14.095	128.8	9890	metal4	14.095	128.8	1e+12
944	metal1	40.07	128.8	9891	metal4	40.07	128.8	1e+12
945	metal1	96.07	128.8	9892	metal4	96.07	128.8	1e+12
946	metal1	108.455	128.8	9893	metal4	108.455	128.8	1e+12
947	metal1	109.295	128.8	9894	metal4	109.295	128.8	1e+12
948	metal1	152.07	128.8	9895	metal4	152.07	128.8	1e+12
949	metal1	208.07	128.8	9896	metal4	208.07	128.8	1e+12
950	metal1	264.07	128.8	9897	metal4	264.07	128.8	1e+12
951	metal1	320.07	128.8	9898	metal4	320.07	128.8	1e+12
952	metal1	376.07	128.8	9899	metal4	376.07	128.8	1e+12
953	metal1	432.07	128.8	9900	metal4	432.07	128.8	1e+12
954	metal1	488.07	128.8	9901	metal4	488.07	128.8	1e+12
955	metal1	544.07	128.8	9902	metal4	544.07	128.8	1e+12
956	metal1	600.07	128.8	9903	metal4	600.07	128.8	1e+12
957	metal1	656.07	128.8	9904	metal4	656.07	128.8	1e+12
958	metal1	712.07	128.8	9905	metal4	712.07	128.8	1e+12
959	metal1	768.07	128.8	9906	metal4	768.07	128.8	1e+12
960	metal1	824.07	128.8	9907	metal4	824.07	128.8	1e+12
961	metal1	880.07	128.8	9908	metal4	880.07	128.8	1e+12
962	metal1	936.07	128.8	9909	metal4	936.07	128.8	1e+12
963	metal1	992.07	128.8	9910	metal4	992.07	128.8	1e+12
964	metal1	1048.07	128.8	9911	metal4	1048.07	128.8	1e+12
965	metal1	1086.21	128.8	9912	metal4	1086.21	128.8	1e+12
966	metal1	14.095	131.6	9913	metal4	14.095	131.6	1e+12
967	metal1	40.07	131.6	9914	metal4	40.07	131.6	1e+12
968	metal1	96.07	131.6	9915	metal4	96.07	131.6	1e+12
969	metal1	108.455	131.6	9916	metal4	108.455	131.6	1e+12
970	metal1	109.295	131.6	9917	metal4	109.295	131.6	1e+12
971	metal1	152.07	131.6	9918	metal4	152.07	131.6	1e+12
972	metal1	208.07	131.6	9919	metal4	208.07	131.6	1e+12
973	metal1	264.07	131.6	9920	metal4	264.07	131.6	1e+12
974	metal1	320.07	131.6	9921	metal4	320.07	131.6	1e+12
975	metal1	376.07	131.6	9922	metal4	376.07	131.6	1e+12
976	metal1	432.07	131.6	9923	metal4	432.07	131.6	1e+12
977	metal1	488.07	131.6	9924	metal4	488.07	131.6	1e+12
978	metal1	544.07	131.6	9925	metal4	544.07	131.6	1e+12
979	metal1	600.07	131.6	9926	metal4	600.07	131.6	1e+12
980	metal1	656.07	131.6	9927	metal4	656.07	131.6	1e+12
981	metal1	712.07	131.6	9928	metal4	712.07	131.6	1e+12
982	metal1	768.07	131.6	9929	metal4	768.07	131.6	1e+12
983	metal1	824.07	131.6	9930	metal4	824.07	131.6	1e+12
984	metal1	880.07	131.6	9931	metal4	880.07	131.6	1e+12
985	metal1	936.07	131.6	9932	metal4	936.07	131.6	1e+12
986	metal1	992.07	131.6	9933	metal4	992.07	131.6	1e+12
987	metal1	1048.07	131.6	9934	metal4	1048.07	131.6	1e+12
988	metal1	1086.21	131.6	9935	metal4	1086.21	131.6	1e+12
989	metal1	14.095	134.4	9936	metal4	14.095	134.4	1e+12
990	metal1	40.07	134.4	9937	metal4	40.07	134.4	1e+12
991	metal1	96.07	134.4	9938	metal4	96.07	134.4	1e+12
992	metal1	108.455	134.4	9939	metal4	108.455	134.4	1e+12
993	metal1	109.295	134.4	9940	metal4	109.295	134.4	1e+12
994	metal1	152.07	134.4	9941	metal4	152.07	134.4	1e+12
995	metal1	208.07	134.4	9942	metal4	208.07	134.4	1e+12
996	metal1	264.07	134.4	9943	metal4	264.07	134.4	1e+12
997	metal1	320.07	134.4	9944	metal4	320.07	134.4	1e+12
998	metal1	376.07	134.4	9945	metal4	376.07	134.4	1e+12
999	metal1	432.07	134.4	9946	metal4	432.07	134.4	1e+12
1000	metal1	488.07	134.4	9947	metal4	488.07	134.4	1e+12
1001	metal1	544.07	134.4	9948	metal4	544.07	134.4	1e+12
1002	metal1	600.07	134.4	9949	metal4	600.07	134.4	1e+12
1003	metal1	656.07	134.4	9950	metal4	656.07	134.4	1e+12
1004	metal1	712.07	134.4	9951	metal4	712.07	134.4	1e+12
1005	metal1	768.07	134.4	9952	metal4	768.07	134.4	1e+12
1006	metal1	824.07	134.4	9953	metal4	824.07	134.4	1e+12
1007	metal1	880.07	134.4	9954	metal4	880.07	134.4	1e+12
1008	metal1	936.07	134.4	9955	metal4	936.07	134.4	1e+12
1009	metal1	992.07	134.4	9956	metal4	992.07	134.4	1e+12
1010	metal1	1048.07	134.4	9957	metal4	1048.07	134.4	1e+12
1011	metal1	1086.21	134.4	9958	metal4	1086.21	134.4	1e+12
1012	metal1	14.095	137.2	9959	metal4	14.095	137.2	1e+12
1013	metal1	40.07	137.2	9960	metal4	40.07	137.2	1e+12
1014	metal1	96.07	137.2	9961	metal4	96.07	137.2	1e+12
1015	metal1	108.455	137.2	9962	metal4	108.455	137.2	1e+12
1016	metal1	109.295	137.2	9963	metal4	109.295	137.2	1e+12
1017	metal1	152.07	137.2	9964	metal4	152.07	137.2	1e+12
1018	metal1	208.07	137.2	9965	metal4	208.07	137.2	1e+12
1019	metal1	264.07	137.2	9966	metal4	264.07	137.2	1e+12
1020	metal1	320.07	137.2	9967	metal4	320.07	137.2	1e+12
1021	metal1	376.07	137.2	9968	metal4	376.07	137.2	1e+12
1022	metal1	432.07	137.2	9969	metal4	432.07	137.2	1e+12
1023	metal1	488.07	137.2	9970	metal4	488.07	137.2	1e+12
1024	metal1	544.07	137.2	9971	metal4	544.07	137.2	1e+12
1025	metal1	600.07	137.2	9972	metal4	600.07	137.2	1e+12
1026	metal1	656.07	137.2	9973	metal4	656.07	137.2	1e+12
1027	metal1	712.07	137.2	9974	metal4	712.07	137.2	1e+12
1028	metal1	768.07	137.2	9975	metal4	768.07	137.2	1e+12
1029	metal1	824.07	137.2	9976	metal4	824.07	137.2	1e+12
1030	metal1	880.07	137.2	9977	metal4	880.07	137.2	1e+12
1031	metal1	936.07	137.2	9978	metal4	936.07	137.2	1e+12
1032	metal1	992.07	137.2	9979	metal4	992.07	137.2	1e+12
1033	metal1	1048.07	137.2	9980	metal4	1048.07	137.2	1e+12
1034	metal1	1086.21	137.2	9981	metal4	1086.21	137.2	1e+12
1035	metal1	14.095	140	9982	metal4	14.095	140	1e+12
1036	metal1	40.07	140	9983	metal4	40.07	140	1e+12
1037	metal1	96.07	140	9984	metal4	96.07	140	1e+12
1038	metal1	108.455	140	9985	metal4	108.455	140	1e+12
1039	metal1	109.295	140	9986	metal4	109.295	140	1e+12
1040	metal1	152.07	140	9987	metal4	152.07	140	1e+12
1041	metal1	208.07	140	9988	metal4	208.07	140	1e+12
1042	metal1	264.07	140	9989	metal4	264.07	140	1e+12
1043	metal1	320.07	140	9990	metal4	320.07	140	1e+12
1044	metal1	376.07	140	9991	metal4	376.07	140	1e+12
1045	metal1	432.07	140	9992	metal4	432.07	140	1e+12
1046	metal1	488.07	140	9993	metal4	488.07	140	1e+12
1047	metal1	544.07	140	9994	metal4	544.07	140	1e+12
1048	metal1	600.07	140	9995	metal4	600.07	140	1e+12
1049	metal1	656.07	140	9996	metal4	656.07	140	1e+12
1050	metal1	712.07	140	9997	metal4	712.07	140	1e+12
1051	metal1	768.07	140	9998	metal4	768.07	140	1e+12
1052	metal1	824.07	140	9999	metal4	824.07	140	1e+12
1053	metal1	880.07	140	10000	metal4	880.07	140	1e+12
1054	metal1	936.07	140	10001	metal4	936.07	140	1e+12
1055	metal1	992.07	140	10002	metal4	992.07	140	1e+12
1056	metal1	1048.07	140	10003	metal4	1048.07	140	1e+12
1057	metal1	1086.21	140	10004	metal4	1086.21	140	1e+12
1058	metal1	14.095	142.8	10005	metal4	14.095	142.8	1e+12
1059	metal1	40.07	142.8	10006	metal4	40.07	142.8	1e+12
1060	metal1	96.07	142.8	10007	metal4	96.07	142.8	1e+12
1061	metal1	108.455	142.8	10008	metal4	108.455	142.8	1e+12
1062	metal1	109.295	142.8	10009	metal4	109.295	142.8	1e+12
1063	metal1	152.07	142.8	10010	metal4	152.07	142.8	1e+12
1064	metal1	208.07	142.8	10011	metal4	208.07	142.8	1e+12
1065	metal1	264.07	142.8	10012	metal4	264.07	142.8	1e+12
1066	metal1	320.07	142.8	10013	metal4	320.07	142.8	1e+12
1067	metal1	376.07	142.8	10014	metal4	376.07	142.8	1e+12
1068	metal1	432.07	142.8	10015	metal4	432.07	142.8	1e+12
1069	metal1	488.07	142.8	10016	metal4	488.07	142.8	1e+12
1070	metal1	544.07	142.8	10017	metal4	544.07	142.8	1e+12
1071	metal1	600.07	142.8	10018	metal4	600.07	142.8	1e+12
1072	metal1	656.07	142.8	10019	metal4	656.07	142.8	1e+12
1073	metal1	712.07	142.8	10020	metal4	712.07	142.8	1e+12
1074	metal1	768.07	142.8	10021	metal4	768.07	142.8	1e+12
1075	metal1	824.07	142.8	10022	metal4	824.07	142.8	1e+12
1076	metal1	880.07	142.8	10023	metal4	880.07	142.8	1e+12
1077	metal1	936.07	142.8	10024	metal4	936.07	142.8	1e+12
1078	metal1	992.07	142.8	10025	metal4	992.07	142.8	1e+12
1079	metal1	1048.07	142.8	10026	metal4	1048.07	142.8	1e+12
1080	metal1	1086.21	142.8	10027	metal4	1086.21	142.8	1e+12
1081	metal1	14.095	145.6	10028	metal4	14.095	145.6	1e+12
1082	metal1	40.07	145.6	10029	metal4	40.07	145.6	1e+12
1083	metal1	96.07	145.6	10030	metal4	96.07	145.6	1e+12
1084	metal1	108.455	145.6	10031	metal4	108.455	145.6	1e+12
1085	metal1	109.295	145.6	10032	metal4	109.295	145.6	1e+12
1086	metal1	152.07	145.6	10033	metal4	152.07	145.6	1e+12
1087	metal1	208.07	145.6	10034	metal4	208.07	145.6	1e+12
1088	metal1	264.07	145.6	10035	metal4	264.07	145.6	1e+12
1089	metal1	320.07	145.6	10036	metal4	320.07	145.6	1e+12
1090	metal1	376.07	145.6	10037	metal4	376.07	145.6	1e+12
1091	metal1	432.07	145.6	10038	metal4	432.07	145.6	1e+12
1092	metal1	488.07	145.6	10039	metal4	488.07	145.6	1e+12
1093	metal1	544.07	145.6	10040	metal4	544.07	145.6	1e+12
1094	metal1	600.07	145.6	10041	metal4	600.07	145.6	1e+12
1095	metal1	656.07	145.6	10042	metal4	656.07	145.6	1e+12
1096	metal1	712.07	145.6	10043	metal4	712.07	145.6	1e+12
1097	metal1	768.07	145.6	10044	metal4	768.07	145.6	1e+12
1098	metal1	824.07	145.6	10045	metal4	824.07	145.6	1e+12
1099	metal1	880.07	145.6	10046	metal4	880.07	145.6	1e+12
1100	metal1	936.07	145.6	10047	metal4	936.07	145.6	1e+12
1101	metal1	992.07	145.6	10048	metal4	992.07	145.6	1e+12
1102	metal1	1048.07	145.6	10049	metal4	1048.07	145.6	1e+12
1103	metal1	1086.21	145.6	10050	metal4	1086.21	145.6	1e+12
1104	metal1	14.095	148.4	10051	metal4	14.095	148.4	1e+12
1105	metal1	40.07	148.4	10052	metal4	40.07	148.4	1e+12
1106	metal1	96.07	148.4	10053	metal4	96.07	148.4	1e+12
1107	metal1	108.455	148.4	10054	metal4	108.455	148.4	1e+12
1108	metal1	109.295	148.4	10055	metal4	109.295	148.4	1e+12
1109	metal1	152.07	148.4	10056	metal4	152.07	148.4	1e+12
1110	metal1	208.07	148.4	10057	metal4	208.07	148.4	1e+12
1111	metal1	264.07	148.4	10058	metal4	264.07	148.4	1e+12
1112	metal1	320.07	148.4	10059	metal4	320.07	148.4	1e+12
1113	metal1	376.07	148.4	10060	metal4	376.07	148.4	1e+12
1114	metal1	432.07	148.4	10061	metal4	432.07	148.4	1e+12
1115	metal1	488.07	148.4	10062	metal4	488.07	148.4	1e+12
1116	metal1	544.07	148.4	10063	metal4	544.07	148.4	1e+12
1117	metal1	600.07	148.4	10064	metal4	600.07	148.4	1e+12
1118	metal1	656.07	148.4	10065	metal4	656.07	148.4	1e+12
1119	metal1	712.07	148.4	10066	metal4	712.07	148.4	1e+12
1120	metal1	768.07	148.4	10067	metal4	768.07	148.4	1e+12
1121	metal1	824.07	148.4	10068	metal4	824.07	148.4	1e+12
1122	metal1	880.07	148.4	10069	metal4	880.07	148.4	1e+12
1123	metal1	936.07	148.4	10070	metal4	936.07	148.4	1e+12
1124	metal1	992.07	148.4	10071	metal4	992.07	148.4	1e+12
1125	metal1	1048.07	148.4	10072	metal4	1048.07	148.4	1e+12
1126	metal1	1086.21	148.4	10073	metal4	1086.21	148.4	1e+12
1127	metal1	14.095	151.2	10097	metal4	14.095	151.2	1e+12
1128	metal1	40.07	151.2	10098	metal4	40.07	151.2	1e+12
1129	metal1	96.07	151.2	10099	metal4	96.07	151.2	1e+12
1130	metal1	108.455	151.2	10100	metal4	108.455	151.2	1e+12
1131	metal1	109.295	151.2	10101	metal4	109.295	151.2	1e+12
1132	metal1	152.07	151.2	10102	metal4	152.07	151.2	1e+12
1133	metal1	208.07	151.2	10103	metal4	208.07	151.2	1e+12
1134	metal1	264.07	151.2	10104	metal4	264.07	151.2	1e+12
1135	metal1	320.07	151.2	10105	metal4	320.07	151.2	1e+12
1136	metal1	376.07	151.2	10106	metal4	376.07	151.2	1e+12
1137	metal1	432.07	151.2	10107	metal4	432.07	151.2	1e+12
1138	metal1	488.07	151.2	10108	metal4	488.07	151.2	1e+12
1139	metal1	544.07	151.2	10109	metal4	544.07	151.2	1e+12
1140	metal1	600.07	151.2	10110	metal4	600.07	151.2	1e+12
1141	metal1	656.07	151.2	10111	metal4	656.07	151.2	1e+12
1142	metal1	712.07	151.2	10112	metal4	712.07	151.2	1e+12
1143	metal1	768.07	151.2	10113	metal4	768.07	151.2	1e+12
1144	metal1	824.07	151.2	10114	metal4	824.07	151.2	1e+12
1145	metal1	880.07	151.2	10115	metal4	880.07	151.2	1e+12
1146	metal1	936.07	151.2	10116	metal4	936.07	151.2	1e+12
1147	metal1	992.07	151.2	10117	metal4	992.07	151.2	1e+12
1148	metal1	1048.07	151.2	10118	metal4	1048.07	151.2	1e+12
1149	metal1	1086.21	151.2	10119	metal4	1086.21	151.2	1e+12
1150	metal1	14.095	154	10120	metal4	14.095	154	1e+12
1151	metal1	40.07	154	10121	metal4	40.07	154	1e+12
1152	metal1	96.07	154	10122	metal4	96.07	154	1e+12
1153	metal1	108.455	154	10123	metal4	108.455	154	1e+12
1154	metal1	109.295	154	10124	metal4	109.295	154	1e+12
1155	metal1	152.07	154	10125	metal4	152.07	154	1e+12
1156	metal1	208.07	154	10126	metal4	208.07	154	1e+12
1157	metal1	264.07	154	10127	metal4	264.07	154	1e+12
1158	metal1	320.07	154	10128	metal4	320.07	154	1e+12
1159	metal1	376.07	154	10129	metal4	376.07	154	1e+12
1160	metal1	432.07	154	10130	metal4	432.07	154	1e+12
1161	metal1	488.07	154	10131	metal4	488.07	154	1e+12
1162	metal1	544.07	154	10132	metal4	544.07	154	1e+12
1163	metal1	600.07	154	10133	metal4	600.07	154	1e+12
1164	metal1	656.07	154	10134	metal4	656.07	154	1e+12
1165	metal1	712.07	154	10135	metal4	712.07	154	1e+12
1166	metal1	768.07	154	10136	metal4	768.07	154	1e+12
1167	metal1	824.07	154	10137	metal4	824.07	154	1e+12
1168	metal1	880.07	154	10138	metal4	880.07	154	1e+12
1169	metal1	936.07	154	10139	metal4	936.07	154	1e+12
1170	metal1	992.07	154	10140	metal4	992.07	154	1e+12
1171	metal1	1048.07	154	10141	metal4	1048.07	154	1e+12
1172	metal1	1086.21	154	10142	metal4	1086.21	154	1e+12
1173	metal1	14.095	156.8	10143	metal4	14.095	156.8	1e+12
1174	metal1	40.07	156.8	10144	metal4	40.07	156.8	1e+12
1175	metal1	96.07	156.8	10145	metal4	96.07	156.8	1e+12
1176	metal1	108.455	156.8	10146	metal4	108.455	156.8	1e+12
1177	metal1	109.295	156.8	10147	metal4	109.295	156.8	1e+12
1178	metal1	152.07	156.8	10148	metal4	152.07	156.8	1e+12
1179	metal1	208.07	156.8	10149	metal4	208.07	156.8	1e+12
1180	metal1	264.07	156.8	10150	metal4	264.07	156.8	1e+12
1181	metal1	320.07	156.8	10151	metal4	320.07	156.8	1e+12
1182	metal1	376.07	156.8	10152	metal4	376.07	156.8	1e+12
1183	metal1	432.07	156.8	10153	metal4	432.07	156.8	1e+12
1184	metal1	488.07	156.8	10154	metal4	488.07	156.8	1e+12
1185	metal1	544.07	156.8	10155	metal4	544.07	156.8	1e+12
1186	metal1	600.07	156.8	10156	metal4	600.07	156.8	1e+12
1187	metal1	656.07	156.8	10157	metal4	656.07	156.8	1e+12
1188	metal1	712.07	156.8	10158	metal4	712.07	156.8	1e+12
1189	metal1	768.07	156.8	10159	metal4	768.07	156.8	1e+12
1190	metal1	824.07	156.8	10160	metal4	824.07	156.8	1e+12
1191	metal1	880.07	156.8	10161	metal4	880.07	156.8	1e+12
1192	metal1	936.07	156.8	10162	metal4	936.07	156.8	1e+12
1193	metal1	992.07	156.8	10163	metal4	992.07	156.8	1e+12
1194	metal1	1048.07	156.8	10164	metal4	1048.07	156.8	1e+12
1195	metal1	1086.21	156.8	10165	metal4	1086.21	156.8	1e+12
1196	metal1	14.095	159.6	10166	metal4	14.095	159.6	1e+12
1197	metal1	40.07	159.6	10167	metal4	40.07	159.6	1e+12
1198	metal1	96.07	159.6	10168	metal4	96.07	159.6	1e+12
1199	metal1	108.455	159.6	10169	metal4	108.455	159.6	1e+12
1200	metal1	109.295	159.6	10170	metal4	109.295	159.6	1e+12
1201	metal1	152.07	159.6	10171	metal4	152.07	159.6	1e+12
1202	metal1	208.07	159.6	10172	metal4	208.07	159.6	1e+12
1203	metal1	264.07	159.6	10173	metal4	264.07	159.6	1e+12
1204	metal1	320.07	159.6	10174	metal4	320.07	159.6	1e+12
1205	metal1	376.07	159.6	10175	metal4	376.07	159.6	1e+12
1206	metal1	432.07	159.6	10176	metal4	432.07	159.6	1e+12
1207	metal1	488.07	159.6	10177	metal4	488.07	159.6	1e+12
1208	metal1	544.07	159.6	10178	metal4	544.07	159.6	1e+12
1209	metal1	600.07	159.6	10179	metal4	600.07	159.6	1e+12
1210	metal1	656.07	159.6	10180	metal4	656.07	159.6	1e+12
1211	metal1	712.07	159.6	10181	metal4	712.07	159.6	1e+12
1212	metal1	768.07	159.6	10182	metal4	768.07	159.6	1e+12
1213	metal1	824.07	159.6	10183	metal4	824.07	159.6	1e+12
1214	metal1	880.07	159.6	10184	metal4	880.07	159.6	1e+12
1215	metal1	936.07	159.6	10185	metal4	936.07	159.6	1e+12
1216	metal1	992.07	159.6	10186	metal4	992.07	159.6	1e+12
1217	metal1	1048.07	159.6	10187	metal4	1048.07	159.6	1e+12
1218	metal1	1086.21	159.6	10188	metal4	1086.21	159.6	1e+12
1219	metal1	14.095	162.4	10189	metal4	14.095	162.4	1e+12
1220	metal1	40.07	162.4	10190	metal4	40.07	162.4	1e+12
1221	metal1	96.07	162.4	10191	metal4	96.07	162.4	1e+12
1222	metal1	108.455	162.4	10192	metal4	108.455	162.4	1e+12
1223	metal1	109.295	162.4	10193	metal4	109.295	162.4	1e+12
1224	metal1	152.07	162.4	10194	metal4	152.07	162.4	1e+12
1225	metal1	208.07	162.4	10195	metal4	208.07	162.4	1e+12
1226	metal1	264.07	162.4	10196	metal4	264.07	162.4	1e+12
1227	metal1	320.07	162.4	10197	metal4	320.07	162.4	1e+12
1228	metal1	376.07	162.4	10198	metal4	376.07	162.4	1e+12
1229	metal1	432.07	162.4	10199	metal4	432.07	162.4	1e+12
1230	metal1	488.07	162.4	10200	metal4	488.07	162.4	1e+12
1231	metal1	544.07	162.4	10201	metal4	544.07	162.4	1e+12
1232	metal1	600.07	162.4	10202	metal4	600.07	162.4	1e+12
1233	metal1	656.07	162.4	10203	metal4	656.07	162.4	1e+12
1234	metal1	712.07	162.4	10204	metal4	712.07	162.4	1e+12
1235	metal1	768.07	162.4	10205	metal4	768.07	162.4	1e+12
1236	metal1	824.07	162.4	10206	metal4	824.07	162.4	1e+12
1237	metal1	880.07	162.4	10207	metal4	880.07	162.4	1e+12
1238	metal1	936.07	162.4	10208	metal4	936.07	162.4	1e+12
1239	metal1	992.07	162.4	10209	metal4	992.07	162.4	1e+12
1240	metal1	1048.07	162.4	10210	metal4	1048.07	162.4	1e+12
1241	metal1	1086.21	162.4	10211	metal4	1086.21	162.4	1e+12
1242	metal1	14.095	165.2	10212	metal4	14.095	165.2	1e+12
1243	metal1	40.07	165.2	10213	metal4	40.07	165.2	1e+12
1244	metal1	96.07	165.2	10214	metal4	96.07	165.2	1e+12
1245	metal1	108.455	165.2	10215	metal4	108.455	165.2	1e+12
1246	metal1	109.295	165.2	10216	metal4	109.295	165.2	1e+12
1247	metal1	152.07	165.2	10217	metal4	152.07	165.2	1e+12
1248	metal1	208.07	165.2	10218	metal4	208.07	165.2	1e+12
1249	metal1	264.07	165.2	10219	metal4	264.07	165.2	1e+12
1250	metal1	320.07	165.2	10220	metal4	320.07	165.2	1e+12
1251	metal1	376.07	165.2	10221	metal4	376.07	165.2	1e+12
1252	metal1	432.07	165.2	10222	metal4	432.07	165.2	1e+12
1253	metal1	488.07	165.2	10223	metal4	488.07	165.2	1e+12
1254	metal1	544.07	165.2	10224	metal4	544.07	165.2	1e+12
1255	metal1	600.07	165.2	10225	metal4	600.07	165.2	1e+12
1256	metal1	656.07	165.2	10226	metal4	656.07	165.2	1e+12
1257	metal1	712.07	165.2	10227	metal4	712.07	165.2	1e+12
1258	metal1	768.07	165.2	10228	metal4	768.07	165.2	1e+12
1259	metal1	824.07	165.2	10229	metal4	824.07	165.2	1e+12
1260	metal1	880.07	165.2	10230	metal4	880.07	165.2	1e+12
1261	metal1	936.07	165.2	10231	metal4	936.07	165.2	1e+12
1262	metal1	992.07	165.2	10232	metal4	992.07	165.2	1e+12
1263	metal1	1048.07	165.2	10233	metal4	1048.07	165.2	1e+12
1264	metal1	1086.21	165.2	10234	metal4	1086.21	165.2	1e+12
1265	metal1	14.095	168	10235	metal4	14.095	168	1e+12
1266	metal1	40.07	168	10236	metal4	40.07	168	1e+12
1267	metal1	96.07	168	10237	metal4	96.07	168	1e+12
1268	metal1	108.455	168	10238	metal4	108.455	168	1e+12
1269	metal1	109.295	168	10239	metal4	109.295	168	1e+12
1270	metal1	152.07	168	10240	metal4	152.07	168	1e+12
1271	metal1	208.07	168	10241	metal4	208.07	168	1e+12
1272	metal1	264.07	168	10242	metal4	264.07	168	1e+12
1273	metal1	320.07	168	10243	metal4	320.07	168	1e+12
1274	metal1	376.07	168	10244	metal4	376.07	168	1e+12
1275	metal1	432.07	168	10245	metal4	432.07	168	1e+12
1276	metal1	488.07	168	10246	metal4	488.07	168	1e+12
1277	metal1	544.07	168	10247	metal4	544.07	168	1e+12
1278	metal1	600.07	168	10248	metal4	600.07	168	1e+12
1279	metal1	656.07	168	10249	metal4	656.07	168	1e+12
1280	metal1	712.07	168	10250	metal4	712.07	168	1e+12
1281	metal1	768.07	168	10251	metal4	768.07	168	1e+12
1282	metal1	824.07	168	10252	metal4	824.07	168	1e+12
1283	metal1	880.07	168	10253	metal4	880.07	168	1e+12
1284	metal1	936.07	168	10254	metal4	936.07	168	1e+12
1285	metal1	992.07	168	10255	metal4	992.07	168	1e+12
1286	metal1	1048.07	168	10256	metal4	1048.07	168	1e+12
1287	metal1	1086.21	168	10257	metal4	1086.21	168	1e+12
