# pdn_tcl_physical: literal add_pdn_stripe rectangles (um) clipped to layout.core; add_pdn_connect has no via coordinates in Tcl.
# core_llx	core_lly	core_urx	core_ury
#	10.000000	12.000000	1090.000000	1090.000000
# die_llx	die_lly	die_urx	die_ury
#	0.000000	0.000000	1100.000000	1100.000000
kind	grid	layer_lo	layer_hi	width_um	pitch_um	offset_um	followpins	horiz	llx	lly	urx	ury
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	662.315000	1090.000000	662.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	664.715000	1090.000000	664.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	667.115000	1090.000000	667.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	669.515000	1090.000000	669.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	671.915000	1090.000000	672.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	674.315000	1090.000000	674.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	676.715000	1090.000000	676.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	679.115000	1090.000000	679.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	681.515000	1090.000000	681.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	683.915000	1090.000000	684.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	686.315000	1090.000000	686.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	688.715000	1090.000000	688.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	691.115000	1090.000000	691.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	693.515000	1090.000000	693.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	695.915000	1090.000000	696.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	698.315000	1090.000000	698.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	700.715000	1090.000000	700.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	703.115000	1090.000000	703.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	705.515000	1090.000000	705.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	707.915000	1090.000000	708.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	710.315000	1090.000000	710.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	712.715000	1090.000000	712.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	715.115000	1090.000000	715.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	717.515000	1090.000000	717.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	719.915000	1090.000000	720.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	722.315000	1090.000000	722.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	724.715000	1090.000000	724.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	727.115000	1090.000000	727.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	729.515000	1090.000000	729.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	731.915000	1090.000000	732.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	734.315000	1090.000000	734.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	736.715000	1090.000000	736.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	739.115000	1090.000000	739.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	741.515000	1090.000000	741.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	743.915000	1090.000000	744.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	746.315000	1090.000000	746.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	748.715000	1090.000000	748.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	751.115000	1090.000000	751.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	753.515000	1090.000000	753.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	755.915000	1090.000000	756.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	758.315000	1090.000000	758.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	760.715000	1090.000000	760.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	763.115000	1090.000000	763.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	765.515000	1090.000000	765.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	767.915000	1090.000000	768.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	770.315000	1090.000000	770.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	772.715000	1090.000000	772.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	775.115000	1090.000000	775.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	777.515000	1090.000000	777.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	779.915000	1090.000000	780.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	782.315000	1090.000000	782.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	784.715000	1090.000000	784.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	787.115000	1090.000000	787.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	789.515000	1090.000000	789.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	791.915000	1090.000000	792.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	794.315000	1090.000000	794.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	796.715000	1090.000000	796.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	799.115000	1090.000000	799.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	801.515000	1090.000000	801.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	803.915000	1090.000000	804.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	806.315000	1090.000000	806.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	808.715000	1090.000000	808.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	811.115000	1090.000000	811.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	813.515000	1090.000000	813.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	815.915000	1090.000000	816.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	818.315000	1090.000000	818.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	820.715000	1090.000000	820.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	823.115000	1090.000000	823.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	825.515000	1090.000000	825.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	827.915000	1090.000000	828.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	830.315000	1090.000000	830.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	832.715000	1090.000000	832.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	835.115000	1090.000000	835.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	837.515000	1090.000000	837.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	839.915000	1090.000000	840.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	842.315000	1090.000000	842.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	844.715000	1090.000000	844.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	847.115000	1090.000000	847.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	849.515000	1090.000000	849.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	851.915000	1090.000000	852.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	854.315000	1090.000000	854.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	856.715000	1090.000000	856.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	859.115000	1090.000000	859.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	861.515000	1090.000000	861.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	863.915000	1090.000000	864.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	866.315000	1090.000000	866.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	868.715000	1090.000000	868.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	871.115000	1090.000000	871.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	873.515000	1090.000000	873.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	875.915000	1090.000000	876.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	878.315000	1090.000000	878.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	880.715000	1090.000000	880.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	883.115000	1090.000000	883.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	885.515000	1090.000000	885.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	887.915000	1090.000000	888.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	890.315000	1090.000000	890.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	892.715000	1090.000000	892.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	895.115000	1090.000000	895.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	897.515000	1090.000000	897.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	899.915000	1090.000000	900.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	902.315000	1090.000000	902.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	904.715000	1090.000000	904.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	907.115000	1090.000000	907.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	909.515000	1090.000000	909.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	911.915000	1090.000000	912.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	914.315000	1090.000000	914.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	916.715000	1090.000000	916.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	919.115000	1090.000000	919.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	921.515000	1090.000000	921.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	923.915000	1090.000000	924.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	926.315000	1090.000000	926.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	928.715000	1090.000000	928.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	931.115000	1090.000000	931.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	933.515000	1090.000000	933.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	935.915000	1090.000000	936.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	938.315000	1090.000000	938.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	940.715000	1090.000000	940.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	943.115000	1090.000000	943.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	945.515000	1090.000000	945.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	947.915000	1090.000000	948.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	950.315000	1090.000000	950.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	952.715000	1090.000000	952.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	955.115000	1090.000000	955.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	957.515000	1090.000000	957.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	959.915000	1090.000000	960.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	962.315000	1090.000000	962.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	964.715000	1090.000000	964.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	967.115000	1090.000000	967.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	969.515000	1090.000000	969.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	971.915000	1090.000000	972.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	974.315000	1090.000000	974.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	976.715000	1090.000000	976.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	979.115000	1090.000000	979.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	981.515000	1090.000000	981.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	983.915000	1090.000000	984.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	986.315000	1090.000000	986.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	988.715000	1090.000000	988.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	991.115000	1090.000000	991.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	993.515000	1090.000000	993.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	995.915000	1090.000000	996.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	998.315000	1090.000000	998.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1000.715000	1090.000000	1000.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1003.115000	1090.000000	1003.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1005.515000	1090.000000	1005.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1007.915000	1090.000000	1008.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1010.315000	1090.000000	1010.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1012.715000	1090.000000	1012.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1015.115000	1090.000000	1015.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1017.515000	1090.000000	1017.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1019.915000	1090.000000	1020.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1022.315000	1090.000000	1022.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1024.715000	1090.000000	1024.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1027.115000	1090.000000	1027.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1029.515000	1090.000000	1029.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1031.915000	1090.000000	1032.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1034.315000	1090.000000	1034.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1036.715000	1090.000000	1036.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1039.115000	1090.000000	1039.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1041.515000	1090.000000	1041.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1043.915000	1090.000000	1044.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1046.315000	1090.000000	1046.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1048.715000	1090.000000	1048.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1051.115000	1090.000000	1051.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1053.515000	1090.000000	1053.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1055.915000	1090.000000	1056.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1058.315000	1090.000000	1058.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1060.715000	1090.000000	1060.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1063.115000	1090.000000	1063.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1065.515000	1090.000000	1065.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1067.915000	1090.000000	1068.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1070.315000	1090.000000	1070.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1072.715000	1090.000000	1072.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1075.115000	1090.000000	1075.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1077.515000	1090.000000	1077.685000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1079.915000	1090.000000	1080.085000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1082.315000	1090.000000	1082.485000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1084.715000	1090.000000	1084.885000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1087.115000	1090.000000	1087.285000
strap	Core	metal1		0.170000	2.400000	0.000000	1	1	10.000000	1089.515000	1090.000000	1089.685000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	57.760000	12.000000	58.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	113.760000	12.000000	114.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	169.760000	12.000000	170.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	225.760000	12.000000	226.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	281.760000	12.000000	282.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	337.760000	12.000000	338.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	393.760000	12.000000	394.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	449.760000	12.000000	450.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	505.760000	12.000000	506.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	561.760000	12.000000	562.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	617.760000	12.000000	618.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	673.760000	12.000000	674.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	729.760000	12.000000	730.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	785.760000	12.000000	786.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	841.760000	12.000000	842.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	897.760000	12.000000	898.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	953.760000	12.000000	954.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	1009.760000	12.000000	1010.240000	1090.000000
strap	Core	metal4		0.480000	56.000000	2.000000	0	0	1065.760000	12.000000	1066.240000	1090.000000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	31.300000	1090.000000	32.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	61.300000	1090.000000	62.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	91.300000	1090.000000	92.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	121.300000	1090.000000	122.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	151.300000	1090.000000	152.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	181.300000	1090.000000	182.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	211.300000	1090.000000	212.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	241.300000	1090.000000	242.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	271.300000	1090.000000	272.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	301.300000	1090.000000	302.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	331.300000	1090.000000	332.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	361.300000	1090.000000	362.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	391.300000	1090.000000	392.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	421.300000	1090.000000	422.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	451.300000	1090.000000	452.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	481.300000	1090.000000	482.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	511.300000	1090.000000	512.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	541.300000	1090.000000	542.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	571.300000	1090.000000	572.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	601.300000	1090.000000	602.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	631.300000	1090.000000	632.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	661.300000	1090.000000	662.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	691.300000	1090.000000	692.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	721.300000	1090.000000	722.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	751.300000	1090.000000	752.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	781.300000	1090.000000	782.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	811.300000	1090.000000	812.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	841.300000	1090.000000	842.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	871.300000	1090.000000	872.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	901.300000	1090.000000	902.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	931.300000	1090.000000	932.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	961.300000	1090.000000	962.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	991.300000	1090.000000	992.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	1021.300000	1090.000000	1022.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	1051.300000	1090.000000	1052.700000
strap	Core	metal7		1.400000	30.000000	2.000000	0	1	10.000000	1081.300000	1090.000000	1082.700000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	41.300000	12.000000	42.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	81.300000	12.000000	82.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	121.300000	12.000000	122.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	161.300000	12.000000	162.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	201.300000	12.000000	202.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	241.300000	12.000000	242.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	281.300000	12.000000	282.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	321.300000	12.000000	322.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	361.300000	12.000000	362.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	401.300000	12.000000	402.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	441.300000	12.000000	442.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	481.300000	12.000000	482.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	521.300000	12.000000	522.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	561.300000	12.000000	562.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	601.300000	12.000000	602.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	641.300000	12.000000	642.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	681.300000	12.000000	682.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	721.300000	12.000000	722.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	761.300000	12.000000	762.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	801.300000	12.000000	802.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	841.300000	12.000000	842.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	881.300000	12.000000	882.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	921.300000	12.000000	922.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	961.300000	12.000000	962.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	1001.300000	12.000000	1002.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	1041.300000	12.000000	1042.700000	1090.000000
strap	Core	metal8		1.400000	40.000000	2.000000	0	0	1081.300000	12.000000	1082.700000	1090.000000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	41.300000	1090.000000	42.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	81.300000	1090.000000	82.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	121.300000	1090.000000	122.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	161.300000	1090.000000	162.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	201.300000	1090.000000	202.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	241.300000	1090.000000	242.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	281.300000	1090.000000	282.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	321.300000	1090.000000	322.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	361.300000	1090.000000	362.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	401.300000	1090.000000	402.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	441.300000	1090.000000	442.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	481.300000	1090.000000	482.700000
strap	Core	metal9		1.400000	40.000000	2.000000	0	1	10.000000	521.300000	1090.000000	522.700000
