kind	layer	xlo_um	ylo_um	xhi_um	yhi_um
FOLLOWPIN	metal1	983.25	58.715	999.02	58.885
FOLLOWPIN	metal1	983.25	55.915	999.02	56.085
FOLLOWPIN	metal1	983.25	53.115	999.02	53.285
FOLLOWPIN	metal1	983.25	50.315	999.02	50.485
FOLLOWPIN	metal1	983.25	47.515	999.02	47.685
FOLLOWPIN	metal1	983.25	44.715	999.02	44.885
FOLLOWPIN	metal1	983.25	41.915	999.02	42.085
FOLLOWPIN	metal1	983.25	39.115	999.02	39.285
FOLLOWPIN	metal1	983.25	36.315	999.02	36.485
FOLLOWPIN	metal1	983.25	33.515	999.02	33.685
FOLLOWPIN	metal1	983.25	30.715	999.02	30.885
FOLLOWPIN	metal1	983.25	27.915	999.02	28.085
FOLLOWPIN	metal1	983.25	25.115	999.02	25.285
FOLLOWPIN	metal1	983.25	22.315	999.02	22.485
FOLLOWPIN	metal1	298.11	86.715	900.41	86.885
FOLLOWPIN	metal1	298.11	83.915	900.41	84.085
FOLLOWPIN	metal1	298.11	81.115	900.41	81.285
FOLLOWPIN	metal1	298.11	78.315	900.41	78.485
FOLLOWPIN	metal1	298.11	75.515	900.41	75.685
FOLLOWPIN	metal1	298.11	72.715	900.41	72.885
FOLLOWPIN	metal1	298.11	69.915	900.41	70.085
FOLLOWPIN	metal1	298.11	67.115	900.41	67.285
FOLLOWPIN	metal1	298.11	64.315	900.41	64.485
FOLLOWPIN	metal1	298.11	61.515	900.41	61.685
FOLLOWPIN	metal1	298.11	58.715	900.41	58.885
FOLLOWPIN	metal1	298.11	55.915	900.41	56.085
FOLLOWPIN	metal1	298.11	53.115	900.41	53.285
FOLLOWPIN	metal1	298.11	50.315	900.41	50.485
FOLLOWPIN	metal1	298.11	47.515	900.41	47.685
FOLLOWPIN	metal1	298.11	44.715	900.41	44.885
FOLLOWPIN	metal1	298.11	41.915	900.41	42.085
FOLLOWPIN	metal1	298.11	39.115	900.41	39.285
FOLLOWPIN	metal1	298.11	36.315	900.41	36.485
FOLLOWPIN	metal1	298.11	33.515	900.41	33.685
FOLLOWPIN	metal1	298.11	30.715	900.41	30.885
FOLLOWPIN	metal1	298.11	27.915	900.41	28.085
FOLLOWPIN	metal1	298.11	25.115	900.41	25.285
FOLLOWPIN	metal1	298.11	22.315	900.41	22.485
FOLLOWPIN	metal1	199.5	1080.71	900.41	1080.88
FOLLOWPIN	metal1	199.5	1077.91	900.41	1078.09
FOLLOWPIN	metal1	199.5	1075.12	900.41	1075.29
FOLLOWPIN	metal1	199.5	1072.32	900.41	1072.48
FOLLOWPIN	metal1	199.5	1069.52	900.41	1069.68
FOLLOWPIN	metal1	199.5	1066.71	900.41	1066.88
FOLLOWPIN	metal1	199.5	1063.91	900.41	1064.09
FOLLOWPIN	metal1	199.5	1061.12	900.41	1061.29
FOLLOWPIN	metal1	199.5	1058.32	900.41	1058.48
FOLLOWPIN	metal1	199.5	1055.52	900.41	1055.68
FOLLOWPIN	metal1	199.5	1052.71	900.41	1052.88
FOLLOWPIN	metal1	199.5	1049.91	900.41	1050.09
FOLLOWPIN	metal1	199.5	1047.12	900.41	1047.29
FOLLOWPIN	metal1	199.5	1044.32	900.41	1044.48
FOLLOWPIN	metal1	199.5	1041.52	900.41	1041.68
FOLLOWPIN	metal1	199.5	1038.71	900.41	1038.88
FOLLOWPIN	metal1	199.5	1035.91	900.41	1036.09
FOLLOWPIN	metal1	199.5	1033.12	900.41	1033.29
FOLLOWPIN	metal1	199.5	1030.32	900.41	1030.48
FOLLOWPIN	metal1	199.5	1027.52	900.41	1027.68
FOLLOWPIN	metal1	199.5	1024.71	900.41	1024.88
FOLLOWPIN	metal1	199.5	1021.91	900.41	1022.09
FOLLOWPIN	metal1	199.5	1019.12	900.41	1019.28
FOLLOWPIN	metal1	199.5	1016.32	900.41	1016.49
FOLLOWPIN	metal1	199.5	1013.51	900.41	1013.68
FOLLOWPIN	metal1	199.5	86.715	215.27	86.885
FOLLOWPIN	metal1	199.5	83.915	215.27	84.085
FOLLOWPIN	metal1	199.5	81.115	215.27	81.285
FOLLOWPIN	metal1	199.5	78.315	215.27	78.485
FOLLOWPIN	metal1	199.5	75.515	215.27	75.685
FOLLOWPIN	metal1	199.5	72.715	215.27	72.885
FOLLOWPIN	metal1	199.5	69.915	215.27	70.085
FOLLOWPIN	metal1	199.5	67.115	215.27	67.285
FOLLOWPIN	metal1	199.5	64.315	215.27	64.485
FOLLOWPIN	metal1	199.5	61.515	215.27	61.685
FOLLOWPIN	metal1	199.5	58.715	215.27	58.885
FOLLOWPIN	metal1	199.5	55.915	215.27	56.085
FOLLOWPIN	metal1	199.5	53.115	215.27	53.285
FOLLOWPIN	metal1	199.5	50.315	215.27	50.485
FOLLOWPIN	metal1	199.5	47.515	215.27	47.685
FOLLOWPIN	metal1	199.5	44.715	215.27	44.885
FOLLOWPIN	metal1	199.5	41.915	215.27	42.085
FOLLOWPIN	metal1	199.5	39.115	215.27	39.285
FOLLOWPIN	metal1	199.5	36.315	215.27	36.485
FOLLOWPIN	metal1	199.5	33.515	215.27	33.685
FOLLOWPIN	metal1	199.5	30.715	215.27	30.885
FOLLOWPIN	metal1	199.5	27.915	215.27	28.085
FOLLOWPIN	metal1	199.5	25.115	215.27	25.285
FOLLOWPIN	metal1	199.5	22.315	215.27	22.485
FOLLOWPIN	metal1	197.98	251.915	999.02	252.085
FOLLOWPIN	metal1	197.98	249.115	999.02	249.285
FOLLOWPIN	metal1	197.98	246.315	999.02	246.485
FOLLOWPIN	metal1	197.98	243.515	999.02	243.685
FOLLOWPIN	metal1	197.98	240.715	999.02	240.885
FOLLOWPIN	metal1	197.98	237.915	999.02	238.085
FOLLOWPIN	metal1	197.98	235.115	999.02	235.285
FOLLOWPIN	metal1	197.98	232.315	999.02	232.485
FOLLOWPIN	metal1	197.98	229.515	999.02	229.685
FOLLOWPIN	metal1	197.98	226.715	999.02	226.885
FOLLOWPIN	metal1	197.98	223.915	999.02	224.085
FOLLOWPIN	metal1	197.98	221.115	999.02	221.285
FOLLOWPIN	metal1	197.98	218.315	999.02	218.485
FOLLOWPIN	metal1	197.98	215.515	999.02	215.685
FOLLOWPIN	metal1	197.98	212.715	999.02	212.885
FOLLOWPIN	metal1	197.98	209.915	999.02	210.085
FOLLOWPIN	metal1	197.98	207.115	999.02	207.285
FOLLOWPIN	metal1	197.98	204.315	999.02	204.485
FOLLOWPIN	metal1	197.98	201.515	999.02	201.685
FOLLOWPIN	metal1	197.98	198.715	999.02	198.885
FOLLOWPIN	metal1	197.98	195.915	999.02	196.085
FOLLOWPIN	metal1	197.98	193.115	999.02	193.285
FOLLOWPIN	metal1	197.98	190.315	999.02	190.485
FOLLOWPIN	metal1	197.98	187.515	1089.84	187.685
FOLLOWPIN	metal1	197.98	170.715	900.41	170.885
FOLLOWPIN	metal1	197.98	167.915	900.41	168.085
FOLLOWPIN	metal1	197.98	165.115	900.41	165.285
FOLLOWPIN	metal1	197.98	162.315	900.41	162.485
FOLLOWPIN	metal1	197.98	159.515	900.41	159.685
FOLLOWPIN	metal1	197.98	156.715	900.41	156.885
FOLLOWPIN	metal1	197.98	153.915	900.41	154.085
FOLLOWPIN	metal1	197.98	151.115	900.41	151.285
FOLLOWPIN	metal1	197.98	148.315	900.41	148.485
FOLLOWPIN	metal1	197.98	145.515	900.41	145.685
FOLLOWPIN	metal1	197.98	142.715	900.41	142.885
FOLLOWPIN	metal1	197.98	139.915	900.41	140.085
FOLLOWPIN	metal1	197.98	137.115	900.41	137.285
FOLLOWPIN	metal1	197.98	134.315	900.41	134.485
FOLLOWPIN	metal1	197.98	131.515	900.41	131.685
FOLLOWPIN	metal1	197.98	128.715	900.41	128.885
FOLLOWPIN	metal1	197.98	125.915	900.41	126.085
FOLLOWPIN	metal1	197.98	123.115	900.41	123.285
FOLLOWPIN	metal1	197.98	120.315	900.41	120.485
FOLLOWPIN	metal1	197.98	117.515	900.41	117.685
FOLLOWPIN	metal1	197.98	114.715	900.41	114.885
FOLLOWPIN	metal1	197.98	111.915	900.41	112.085
FOLLOWPIN	metal1	197.98	109.115	900.41	109.285
FOLLOWPIN	metal1	197.98	106.315	900.41	106.485
FOLLOWPIN	metal1	100.89	1080.71	116.66	1080.88
FOLLOWPIN	metal1	100.89	1077.91	116.66	1078.09
FOLLOWPIN	metal1	100.89	1075.12	116.66	1075.29
FOLLOWPIN	metal1	100.89	1072.32	116.66	1072.48
FOLLOWPIN	metal1	100.89	1069.52	116.66	1069.68
FOLLOWPIN	metal1	100.89	1066.71	116.66	1066.88
FOLLOWPIN	metal1	100.89	1063.91	116.66	1064.09
FOLLOWPIN	metal1	100.89	1061.12	116.66	1061.29
FOLLOWPIN	metal1	100.89	1058.32	116.66	1058.48
FOLLOWPIN	metal1	100.89	1055.52	116.66	1055.68
FOLLOWPIN	metal1	100.89	1052.71	116.66	1052.88
FOLLOWPIN	metal1	100.89	1049.91	116.66	1050.09
FOLLOWPIN	metal1	100.89	1047.12	116.66	1047.29
FOLLOWPIN	metal1	100.89	1044.32	116.66	1044.48
FOLLOWPIN	metal1	100.89	1041.52	116.66	1041.68
FOLLOWPIN	metal1	100.89	1038.71	116.66	1038.88
FOLLOWPIN	metal1	100.89	1035.91	116.66	1036.09
FOLLOWPIN	metal1	100.89	1033.12	116.66	1033.29
FOLLOWPIN	metal1	100.89	1030.32	116.66	1030.48
FOLLOWPIN	metal1	100.89	1027.52	116.66	1027.68
FOLLOWPIN	metal1	100.89	1024.71	116.66	1024.88
FOLLOWPIN	metal1	100.89	1021.91	116.66	1022.09
FOLLOWPIN	metal1	100.89	1019.12	116.66	1019.28
FOLLOWPIN	metal1	100.89	1016.32	116.66	1016.49
FOLLOWPIN	metal1	100.89	1013.51	116.66	1013.68
FOLLOWPIN	metal1	100.89	996.715	1089.84	996.885
FOLLOWPIN	metal1	100.89	993.915	1089.84	994.085
FOLLOWPIN	metal1	100.89	991.115	1089.84	991.285
FOLLOWPIN	metal1	100.89	988.315	1089.84	988.485
FOLLOWPIN	metal1	100.89	985.515	999.02	985.685
FOLLOWPIN	metal1	100.89	982.715	999.02	982.885
FOLLOWPIN	metal1	100.89	979.915	999.02	980.085
FOLLOWPIN	metal1	100.89	977.115	999.02	977.285
FOLLOWPIN	metal1	100.89	974.315	999.02	974.485
FOLLOWPIN	metal1	100.89	971.515	999.02	971.685
FOLLOWPIN	metal1	100.89	968.715	999.02	968.885
FOLLOWPIN	metal1	100.89	965.915	999.02	966.085
FOLLOWPIN	metal1	100.89	963.115	999.02	963.285
FOLLOWPIN	metal1	100.89	960.315	999.02	960.485
FOLLOWPIN	metal1	100.89	957.515	999.02	957.685
FOLLOWPIN	metal1	100.89	954.715	999.02	954.885
FOLLOWPIN	metal1	100.89	951.915	999.02	952.085
FOLLOWPIN	metal1	100.89	949.115	999.02	949.285
FOLLOWPIN	metal1	100.89	946.315	999.02	946.485
FOLLOWPIN	metal1	100.89	943.515	999.02	943.685
FOLLOWPIN	metal1	100.89	940.715	999.02	940.885
FOLLOWPIN	metal1	100.89	937.915	999.02	938.085
FOLLOWPIN	metal1	100.89	935.115	999.02	935.285
FOLLOWPIN	metal1	100.89	932.315	999.02	932.485
FOLLOWPIN	metal1	100.89	929.515	999.02	929.685
FOLLOWPIN	metal1	100.89	335.915	999.02	336.085
FOLLOWPIN	metal1	100.89	333.115	999.02	333.285
FOLLOWPIN	metal1	100.89	330.315	999.02	330.485
FOLLOWPIN	metal1	100.89	327.515	999.02	327.685
FOLLOWPIN	metal1	100.89	324.715	999.02	324.885
FOLLOWPIN	metal1	100.89	321.915	999.02	322.085
FOLLOWPIN	metal1	100.89	319.115	999.02	319.285
FOLLOWPIN	metal1	100.89	316.315	999.02	316.485
FOLLOWPIN	metal1	100.89	313.515	999.02	313.685
FOLLOWPIN	metal1	100.89	310.715	999.02	310.885
FOLLOWPIN	metal1	100.89	307.915	999.02	308.085
FOLLOWPIN	metal1	100.89	305.115	999.02	305.285
FOLLOWPIN	metal1	100.89	302.315	999.02	302.485
FOLLOWPIN	metal1	100.89	299.515	999.02	299.685
FOLLOWPIN	metal1	100.89	296.715	999.02	296.885
FOLLOWPIN	metal1	100.89	293.915	999.02	294.085
FOLLOWPIN	metal1	100.89	291.115	999.02	291.285
FOLLOWPIN	metal1	100.89	288.315	999.02	288.485
FOLLOWPIN	metal1	100.89	285.515	999.02	285.685
FOLLOWPIN	metal1	100.89	282.715	999.02	282.885
FOLLOWPIN	metal1	100.89	279.915	999.02	280.085
FOLLOWPIN	metal1	100.89	277.115	999.02	277.285
FOLLOWPIN	metal1	100.89	274.315	999.02	274.485
FOLLOWPIN	metal1	100.89	271.515	1089.84	271.685
FOLLOWPIN	metal1	100.89	86.715	116.66	86.885
FOLLOWPIN	metal1	100.89	83.915	116.66	84.085
FOLLOWPIN	metal1	100.89	81.115	116.66	81.285
FOLLOWPIN	metal1	100.89	78.315	116.66	78.485
FOLLOWPIN	metal1	100.89	75.515	116.66	75.685
FOLLOWPIN	metal1	100.89	72.715	116.66	72.885
FOLLOWPIN	metal1	100.89	69.915	116.66	70.085
FOLLOWPIN	metal1	100.89	67.115	116.66	67.285
FOLLOWPIN	metal1	100.89	64.315	116.66	64.485
FOLLOWPIN	metal1	100.89	61.515	116.66	61.685
FOLLOWPIN	metal1	100.89	58.715	116.66	58.885
FOLLOWPIN	metal1	100.89	55.915	116.66	56.085
FOLLOWPIN	metal1	100.89	53.115	116.66	53.285
FOLLOWPIN	metal1	100.89	50.315	116.66	50.485
FOLLOWPIN	metal1	100.89	47.515	116.66	47.685
FOLLOWPIN	metal1	100.89	44.715	116.66	44.885
FOLLOWPIN	metal1	100.89	41.915	116.66	42.085
FOLLOWPIN	metal1	100.89	39.115	116.66	39.285
FOLLOWPIN	metal1	100.89	36.315	116.66	36.485
FOLLOWPIN	metal1	100.89	33.515	116.66	33.685
FOLLOWPIN	metal1	100.89	30.715	116.66	30.885
FOLLOWPIN	metal1	100.89	27.915	116.66	28.085
FOLLOWPIN	metal1	100.89	25.115	116.66	25.285
FOLLOWPIN	metal1	100.89	22.315	116.66	22.485
FOLLOWPIN	metal1	100.13	251.915	115.9	252.085
FOLLOWPIN	metal1	100.13	249.115	115.9	249.285
FOLLOWPIN	metal1	100.13	246.315	115.9	246.485
FOLLOWPIN	metal1	100.13	243.515	115.9	243.685
FOLLOWPIN	metal1	100.13	240.715	115.9	240.885
FOLLOWPIN	metal1	100.13	237.915	115.9	238.085
FOLLOWPIN	metal1	100.13	235.115	115.9	235.285
FOLLOWPIN	metal1	100.13	232.315	115.9	232.485
FOLLOWPIN	metal1	100.13	229.515	115.9	229.685
FOLLOWPIN	metal1	100.13	226.715	115.9	226.885
FOLLOWPIN	metal1	100.13	223.915	115.9	224.085
FOLLOWPIN	metal1	100.13	221.115	115.9	221.285
FOLLOWPIN	metal1	100.13	218.315	115.9	218.485
FOLLOWPIN	metal1	100.13	215.515	115.9	215.685
FOLLOWPIN	metal1	100.13	212.715	115.9	212.885
FOLLOWPIN	metal1	100.13	209.915	115.9	210.085
FOLLOWPIN	metal1	100.13	207.115	115.9	207.285
FOLLOWPIN	metal1	100.13	204.315	115.9	204.485
FOLLOWPIN	metal1	100.13	201.515	115.9	201.685
FOLLOWPIN	metal1	100.13	198.715	115.9	198.885
FOLLOWPIN	metal1	100.13	195.915	115.9	196.085
FOLLOWPIN	metal1	100.13	193.115	115.9	193.285
FOLLOWPIN	metal1	100.13	190.315	115.9	190.485
FOLLOWPIN	metal1	100.13	187.515	115.9	187.685
FOLLOWPIN	metal1	100.13	170.715	115.9	170.885
FOLLOWPIN	metal1	100.13	167.915	115.9	168.085
FOLLOWPIN	metal1	100.13	165.115	115.9	165.285
FOLLOWPIN	metal1	100.13	162.315	115.9	162.485
FOLLOWPIN	metal1	100.13	159.515	115.9	159.685
FOLLOWPIN	metal1	100.13	156.715	115.9	156.885
FOLLOWPIN	metal1	100.13	153.915	115.9	154.085
FOLLOWPIN	metal1	100.13	151.115	115.9	151.285
FOLLOWPIN	metal1	100.13	148.315	115.9	148.485
FOLLOWPIN	metal1	100.13	145.515	115.9	145.685
FOLLOWPIN	metal1	100.13	142.715	115.9	142.885
FOLLOWPIN	metal1	100.13	139.915	115.9	140.085
FOLLOWPIN	metal1	100.13	137.115	115.9	137.285
FOLLOWPIN	metal1	100.13	134.315	115.9	134.485
FOLLOWPIN	metal1	100.13	131.515	115.9	131.685
FOLLOWPIN	metal1	100.13	128.715	115.9	128.885
FOLLOWPIN	metal1	100.13	125.915	115.9	126.085
FOLLOWPIN	metal1	100.13	123.115	115.9	123.285
FOLLOWPIN	metal1	100.13	120.315	115.9	120.485
FOLLOWPIN	metal1	100.13	117.515	115.9	117.685
FOLLOWPIN	metal1	100.13	114.715	115.9	114.885
FOLLOWPIN	metal1	100.13	111.915	115.9	112.085
FOLLOWPIN	metal1	100.13	109.115	115.9	109.285
FOLLOWPIN	metal1	100.13	106.315	115.9	106.485
FOLLOWPIN	metal1	10.07	1089.12	1089.84	1089.29
FOLLOWPIN	metal1	10.07	1086.32	1089.84	1086.48
FOLLOWPIN	metal1	10.07	1083.52	1089.84	1083.68
FOLLOWPIN	metal1	10.07	1080.71	18.05	1080.88
FOLLOWPIN	metal1	10.07	1077.91	18.05	1078.09
FOLLOWPIN	metal1	10.07	1075.12	18.05	1075.29
FOLLOWPIN	metal1	10.07	1072.32	18.05	1072.48
FOLLOWPIN	metal1	10.07	1069.52	18.05	1069.68
FOLLOWPIN	metal1	10.07	1066.71	18.05	1066.88
FOLLOWPIN	metal1	10.07	1063.91	18.05	1064.09
FOLLOWPIN	metal1	10.07	1061.12	18.05	1061.29
FOLLOWPIN	metal1	10.07	1058.32	18.05	1058.48
FOLLOWPIN	metal1	10.07	1055.52	18.05	1055.68
FOLLOWPIN	metal1	10.07	1052.71	18.05	1052.88
FOLLOWPIN	metal1	10.07	1049.91	18.05	1050.09
FOLLOWPIN	metal1	10.07	1047.12	18.05	1047.29
FOLLOWPIN	metal1	10.07	1044.32	18.05	1044.48
FOLLOWPIN	metal1	10.07	1041.52	18.05	1041.68
FOLLOWPIN	metal1	10.07	1038.71	18.05	1038.88
FOLLOWPIN	metal1	10.07	1035.91	18.05	1036.09
FOLLOWPIN	metal1	10.07	1033.12	18.05	1033.29
FOLLOWPIN	metal1	10.07	1030.32	18.05	1030.48
FOLLOWPIN	metal1	10.07	1027.52	18.05	1027.68
FOLLOWPIN	metal1	10.07	1024.71	18.05	1024.88
FOLLOWPIN	metal1	10.07	1021.91	18.05	1022.09
FOLLOWPIN	metal1	10.07	1019.12	18.05	1019.28
FOLLOWPIN	metal1	10.07	1016.32	18.05	1016.49
FOLLOWPIN	metal1	10.07	1013.51	18.05	1013.68
FOLLOWPIN	metal1	10.07	1010.72	1089.84	1010.88
FOLLOWPIN	metal1	10.07	1007.91	1089.84	1008.09
FOLLOWPIN	metal1	10.07	1005.12	1089.84	1005.28
FOLLOWPIN	metal1	10.07	1002.32	1089.84	1002.49
FOLLOWPIN	metal1	10.07	999.515	1089.84	999.685
FOLLOWPIN	metal1	10.07	996.715	18.05	996.885
FOLLOWPIN	metal1	10.07	993.915	18.05	994.085
FOLLOWPIN	metal1	10.07	991.115	18.05	991.285
FOLLOWPIN	metal1	10.07	988.315	18.05	988.485
FOLLOWPIN	metal1	10.07	985.515	18.05	985.685
FOLLOWPIN	metal1	10.07	982.715	18.05	982.885
FOLLOWPIN	metal1	10.07	979.915	18.05	980.085
FOLLOWPIN	metal1	10.07	977.115	18.05	977.285
FOLLOWPIN	metal1	10.07	974.315	18.05	974.485
FOLLOWPIN	metal1	10.07	971.515	18.05	971.685
FOLLOWPIN	metal1	10.07	968.715	18.05	968.885
FOLLOWPIN	metal1	10.07	965.915	18.05	966.085
FOLLOWPIN	metal1	10.07	963.115	18.05	963.285
FOLLOWPIN	metal1	10.07	960.315	18.05	960.485
FOLLOWPIN	metal1	10.07	957.515	18.05	957.685
FOLLOWPIN	metal1	10.07	954.715	18.05	954.885
FOLLOWPIN	metal1	10.07	951.915	18.05	952.085
FOLLOWPIN	metal1	10.07	949.115	18.05	949.285
FOLLOWPIN	metal1	10.07	946.315	18.05	946.485
FOLLOWPIN	metal1	10.07	943.515	18.05	943.685
FOLLOWPIN	metal1	10.07	940.715	18.05	940.885
FOLLOWPIN	metal1	10.07	937.915	18.05	938.085
FOLLOWPIN	metal1	10.07	935.115	18.05	935.285
FOLLOWPIN	metal1	10.07	932.315	18.05	932.485
FOLLOWPIN	metal1	10.07	929.515	18.05	929.685
FOLLOWPIN	metal1	10.07	926.715	999.02	926.885
FOLLOWPIN	metal1	10.07	923.915	999.02	924.085
FOLLOWPIN	metal1	10.07	921.115	999.02	921.285
FOLLOWPIN	metal1	10.07	918.315	999.02	918.485
FOLLOWPIN	metal1	10.07	915.515	1089.84	915.685
FOLLOWPIN	metal1	10.07	912.715	1089.84	912.885
FOLLOWPIN	metal1	10.07	909.915	1089.84	910.085
FOLLOWPIN	metal1	10.07	907.115	1089.84	907.285
FOLLOWPIN	metal1	10.07	904.315	1089.84	904.485
FOLLOWPIN	metal1	10.07	901.515	1089.84	901.685
FOLLOWPIN	metal1	10.07	898.715	1089.84	898.885
FOLLOWPIN	metal1	10.07	895.915	1089.84	896.085
FOLLOWPIN	metal1	10.07	893.115	1089.84	893.285
FOLLOWPIN	metal1	10.07	890.315	1089.84	890.485
FOLLOWPIN	metal1	10.07	887.515	1089.84	887.685
FOLLOWPIN	metal1	10.07	884.715	1089.84	884.885
FOLLOWPIN	metal1	10.07	881.915	1089.84	882.085
FOLLOWPIN	metal1	10.07	879.115	1089.84	879.285
FOLLOWPIN	metal1	10.07	876.315	1089.84	876.485
FOLLOWPIN	metal1	10.07	873.515	1089.84	873.685
FOLLOWPIN	metal1	10.07	870.715	1089.84	870.885
FOLLOWPIN	metal1	10.07	867.915	1089.84	868.085
FOLLOWPIN	metal1	10.07	865.115	1089.84	865.285
FOLLOWPIN	metal1	10.07	862.315	1089.84	862.485
FOLLOWPIN	metal1	10.07	859.515	1089.84	859.685
FOLLOWPIN	metal1	10.07	856.715	1089.84	856.885
FOLLOWPIN	metal1	10.07	853.915	1089.84	854.085
FOLLOWPIN	metal1	10.07	851.115	1089.84	851.285
FOLLOWPIN	metal1	10.07	848.315	1089.84	848.485
FOLLOWPIN	metal1	10.07	845.515	1089.84	845.685
FOLLOWPIN	metal1	10.07	842.715	1089.84	842.885
FOLLOWPIN	metal1	10.07	839.915	1089.84	840.085
FOLLOWPIN	metal1	10.07	837.115	1089.84	837.285
FOLLOWPIN	metal1	10.07	834.315	1089.84	834.485
FOLLOWPIN	metal1	10.07	831.515	1089.84	831.685
FOLLOWPIN	metal1	10.07	828.715	1089.84	828.885
FOLLOWPIN	metal1	10.07	825.915	1089.84	826.085
FOLLOWPIN	metal1	10.07	823.115	1089.84	823.285
FOLLOWPIN	metal1	10.07	820.315	1089.84	820.485
FOLLOWPIN	metal1	10.07	817.515	1089.84	817.685
FOLLOWPIN	metal1	10.07	814.715	1089.84	814.885
FOLLOWPIN	metal1	10.07	811.915	1089.84	812.085
FOLLOWPIN	metal1	10.07	809.115	1089.84	809.285
FOLLOWPIN	metal1	10.07	806.315	1089.84	806.485
FOLLOWPIN	metal1	10.07	803.515	1089.84	803.685
FOLLOWPIN	metal1	10.07	800.715	1089.84	800.885
FOLLOWPIN	metal1	10.07	797.915	1089.84	798.085
FOLLOWPIN	metal1	10.07	795.115	1089.84	795.285
FOLLOWPIN	metal1	10.07	792.315	1089.84	792.485
FOLLOWPIN	metal1	10.07	789.515	1089.84	789.685
FOLLOWPIN	metal1	10.07	786.715	1089.84	786.885
FOLLOWPIN	metal1	10.07	783.915	1089.84	784.085
FOLLOWPIN	metal1	10.07	781.115	1089.84	781.285
FOLLOWPIN	metal1	10.07	778.315	1089.84	778.485
FOLLOWPIN	metal1	10.07	775.515	1089.84	775.685
FOLLOWPIN	metal1	10.07	772.715	1089.84	772.885
FOLLOWPIN	metal1	10.07	769.915	1089.84	770.085
FOLLOWPIN	metal1	10.07	767.115	1089.84	767.285
FOLLOWPIN	metal1	10.07	764.315	1089.84	764.485
FOLLOWPIN	metal1	10.07	761.515	1089.84	761.685
FOLLOWPIN	metal1	10.07	758.715	1089.84	758.885
FOLLOWPIN	metal1	10.07	755.915	1089.84	756.085
FOLLOWPIN	metal1	10.07	753.115	1089.84	753.285
FOLLOWPIN	metal1	10.07	750.315	1089.84	750.485
FOLLOWPIN	metal1	10.07	747.515	1089.84	747.685
FOLLOWPIN	metal1	10.07	744.715	1089.84	744.885
FOLLOWPIN	metal1	10.07	741.915	1089.84	742.085
FOLLOWPIN	metal1	10.07	739.115	1089.84	739.285
FOLLOWPIN	metal1	10.07	736.315	1089.84	736.485
FOLLOWPIN	metal1	10.07	733.515	1089.84	733.685
FOLLOWPIN	metal1	10.07	730.715	1089.84	730.885
FOLLOWPIN	metal1	10.07	727.915	1089.84	728.085
FOLLOWPIN	metal1	10.07	725.115	1089.84	725.285
FOLLOWPIN	metal1	10.07	722.315	1089.84	722.485
FOLLOWPIN	metal1	10.07	719.515	1089.84	719.685
FOLLOWPIN	metal1	10.07	716.715	1089.84	716.885
FOLLOWPIN	metal1	10.07	713.915	1089.84	714.085
FOLLOWPIN	metal1	10.07	711.115	1089.84	711.285
FOLLOWPIN	metal1	10.07	708.315	1089.84	708.485
FOLLOWPIN	metal1	10.07	705.515	1089.84	705.685
FOLLOWPIN	metal1	10.07	702.715	1089.84	702.885
FOLLOWPIN	metal1	10.07	699.915	1089.84	700.085
FOLLOWPIN	metal1	10.07	697.115	1089.84	697.285
FOLLOWPIN	metal1	10.07	694.315	1089.84	694.485
FOLLOWPIN	metal1	10.07	691.515	1089.84	691.685
FOLLOWPIN	metal1	10.07	688.715	1089.84	688.885
FOLLOWPIN	metal1	10.07	685.915	1089.84	686.085
FOLLOWPIN	metal1	10.07	683.115	1089.84	683.285
FOLLOWPIN	metal1	10.07	680.315	1089.84	680.485
FOLLOWPIN	metal1	10.07	677.515	1089.84	677.685
FOLLOWPIN	metal1	10.07	674.715	1089.84	674.885
FOLLOWPIN	metal1	10.07	671.915	1089.84	672.085
FOLLOWPIN	metal1	10.07	669.115	1089.84	669.285
FOLLOWPIN	metal1	10.07	666.315	1089.84	666.485
FOLLOWPIN	metal1	10.07	663.515	1089.84	663.685
FOLLOWPIN	metal1	10.07	660.715	1089.84	660.885
FOLLOWPIN	metal1	10.07	657.915	1089.84	658.085
FOLLOWPIN	metal1	10.07	655.115	1089.84	655.285
FOLLOWPIN	metal1	10.07	652.315	1089.84	652.485
FOLLOWPIN	metal1	10.07	649.515	1089.84	649.685
FOLLOWPIN	metal1	10.07	646.715	1089.84	646.885
FOLLOWPIN	metal1	10.07	643.915	1089.84	644.085
FOLLOWPIN	metal1	10.07	641.115	1089.84	641.285
FOLLOWPIN	metal1	10.07	638.315	1089.84	638.485
FOLLOWPIN	metal1	10.07	635.515	1089.84	635.685
FOLLOWPIN	metal1	10.07	632.715	1089.84	632.885
FOLLOWPIN	metal1	10.07	629.915	1089.84	630.085
FOLLOWPIN	metal1	10.07	627.115	1089.84	627.285
FOLLOWPIN	metal1	10.07	624.315	1089.84	624.485
FOLLOWPIN	metal1	10.07	621.515	1089.84	621.685
FOLLOWPIN	metal1	10.07	618.715	1089.84	618.885
FOLLOWPIN	metal1	10.07	615.915	1089.84	616.085
FOLLOWPIN	metal1	10.07	613.115	1089.84	613.285
FOLLOWPIN	metal1	10.07	610.315	1089.84	610.485
FOLLOWPIN	metal1	10.07	607.515	1089.84	607.685
FOLLOWPIN	metal1	10.07	604.715	1089.84	604.885
