id	layer_idx	layer_name	x_um	y_um	v_v	fixed	i_load_a
1456	3	metal4	956.84	164.135	1.09921	0	0
1457	0	metal5	956.84	164.135	1.09921	0	0
1458	3	metal4	956.84	154.135	1.09924	0	0
1459	0	metal5	956.84	154.135	1.09924	0	0
1460	3	metal4	956.84	144.135	1.09924	0	0
1461	0	metal5	956.84	144.135	1.09924	0	0
1462	3	metal4	956.84	134.135	1.09925	0	0
1463	0	metal5	956.84	134.135	1.09925	0	0
1464	3	metal4	956.84	124.135	1.09925	0	0
1465	0	metal5	956.84	124.135	1.09925	0	0
1466	3	metal4	956.84	114.135	1.09925	0	0
1467	0	metal5	956.84	114.135	1.09925	0	0
1468	3	metal4	952.36	164.135	1.09922	0	0
1469	0	metal5	952.36	164.135	1.09922	0	0
1470	3	metal4	952.36	154.135	1.09924	0	0
1471	0	metal5	952.36	154.135	1.09924	0	0
1472	3	metal4	952.36	144.135	1.09924	0	0
1473	0	metal5	952.36	144.135	1.09924	0	0
1474	3	metal4	952.36	134.135	1.09925	0	0
1475	0	metal5	952.36	134.135	1.09925	0	0
1476	3	metal4	952.36	124.135	1.09925	0	0
1477	0	metal5	952.36	124.135	1.09925	0	0
1478	3	metal4	952.36	114.135	1.09925	0	0
1479	0	metal5	952.36	114.135	1.09925	0	0
1480	3	metal4	947.88	164.135	1.09922	0	0
1481	0	metal5	947.88	164.135	1.09922	0	0
1482	3	metal4	947.88	154.135	1.09924	0	0
1483	0	metal5	947.88	154.135	1.09924	0	0
1484	3	metal4	947.88	144.135	1.09923	0	0
1485	0	metal5	947.88	144.135	1.09923	0	0
1486	3	metal4	947.88	134.135	1.09925	0	0
1487	0	metal5	947.88	134.135	1.09925	0	0
1488	3	metal4	947.88	124.135	1.09925	0	0
1489	0	metal5	947.88	124.135	1.09925	0	0
1490	3	metal4	947.88	114.135	1.09925	0	0
1491	0	metal5	947.88	114.135	1.09925	0	0
1492	3	metal4	943.4	164.135	1.09922	0	0
1493	0	metal5	943.4	164.135	1.09922	0	0
1494	3	metal4	943.4	154.135	1.09924	0	0
1495	0	metal5	943.4	154.135	1.09924	0	0
1496	3	metal4	943.4	144.135	1.09923	0	0
1497	0	metal5	943.4	144.135	1.09923	0	0.00141818
1498	3	metal4	943.4	134.135	1.09925	0	0
1499	0	metal5	943.4	134.135	1.09925	0	0
1500	3	metal4	943.4	124.135	1.09925	0	0
1501	0	metal5	943.4	124.135	1.09925	0	0
1502	3	metal4	943.4	114.135	1.09925	0	0
1503	0	metal5	943.4	114.135	1.09925	0	0
1504	3	metal4	938.92	164.135	1.09922	0	0
1505	0	metal5	938.92	164.135	1.09922	0	0
1506	3	metal4	938.92	154.135	1.09924	0	0
1507	0	metal5	938.92	154.135	1.09924	0	0
1508	3	metal4	938.92	144.135	1.09923	0	0
1509	0	metal5	938.92	144.135	1.09923	0	0
1510	3	metal4	938.92	134.135	1.09925	0	0
1511	0	metal5	938.92	134.135	1.09925	0	0
1512	3	metal4	938.92	124.135	1.09924	0	0
1513	0	metal5	938.92	124.135	1.09924	0	0
1514	3	metal4	938.92	114.135	1.09925	0	0
1515	0	metal5	938.92	114.135	1.09925	0	0
1516	3	metal4	934.44	164.135	1.09922	0	0
1517	0	metal5	934.44	164.135	1.09922	0	0
1518	3	metal4	934.44	154.135	1.09924	0	0
1519	0	metal5	934.44	154.135	1.09924	0	0
1520	3	metal4	934.44	144.135	1.09924	0	0
1521	0	metal5	934.44	144.135	1.09924	0	0
1522	3	metal4	934.44	134.135	1.09925	0	0
1523	0	metal5	934.44	134.135	1.09925	0	0
1524	3	metal4	934.44	124.135	1.09924	0	0
1525	0	metal5	934.44	124.135	1.09924	0	0
1526	3	metal4	934.44	114.135	1.09925	0	0
1527	0	metal5	934.44	114.135	1.09925	0	0
1528	3	metal4	929.96	164.135	1.09922	0	0
1529	0	metal5	929.96	164.135	1.09922	0	0
1530	3	metal4	929.96	154.135	1.09924	0	0
1531	0	metal5	929.96	154.135	1.09924	0	0
1532	3	metal4	929.96	144.135	1.09924	0	0
1533	0	metal5	929.96	144.135	1.09924	0	0
1534	3	metal4	929.96	134.135	1.09925	0	0
1535	0	metal5	929.96	134.135	1.09925	0	0
1536	3	metal4	929.96	124.135	1.09924	0	0
1537	0	metal5	929.96	124.135	1.09924	0	0
1538	3	metal4	929.96	114.135	1.09925	0	0
1539	0	metal5	929.96	114.135	1.09925	0	0
1540	3	metal4	925.48	164.135	1.09921	0	0
1541	0	metal5	925.48	164.135	1.09921	0	0
1542	3	metal4	925.48	154.135	1.09924	0	0
1543	0	metal5	925.48	154.135	1.09924	0	0
1544	3	metal4	925.48	144.135	1.09924	0	0
1545	0	metal5	925.48	144.135	1.09924	0	0
1546	3	metal4	925.48	134.135	1.09925	0	0
1547	0	metal5	925.48	134.135	1.09925	0	0
1548	3	metal4	925.48	124.135	1.09923	0	0
1549	0	metal5	925.48	124.135	1.09923	0	0
1550	3	metal4	925.48	114.135	1.09925	0	0
1551	0	metal5	925.48	114.135	1.09925	0	0
1552	3	metal4	921	164.135	1.09921	0	0
1553	0	metal5	921	164.135	1.09921	0	0
1554	3	metal4	921	154.135	1.09924	0	0
1555	0	metal5	921	154.135	1.09924	0	0
1556	3	metal4	921	144.135	1.09924	0	0
1557	0	metal5	921	144.135	1.09924	0	0
1558	3	metal4	921	134.135	1.09925	0	0
1559	0	metal5	921	134.135	1.09925	0	0
1560	3	metal4	921	124.135	1.09923	0	0
1561	0	metal5	921	124.135	1.09923	0	0
1562	3	metal4	921	114.135	1.09925	0	0
1563	0	metal5	921	114.135	1.09925	0	0
1564	3	metal4	916.52	164.135	1.0992	0	0
1565	0	metal5	916.52	164.135	1.0992	0	0
1566	3	metal4	916.52	154.135	1.09924	0	0
1567	0	metal5	916.52	154.135	1.09924	0	0
1568	3	metal4	916.52	144.135	1.09924	0	0
1569	0	metal5	916.52	144.135	1.09924	0	0
1570	3	metal4	916.52	134.135	1.09925	0	0
1571	0	metal5	916.52	134.135	1.09925	0	0
1572	3	metal4	916.52	124.135	1.09922	0	0
1573	0	metal5	916.52	124.135	1.09922	0	0
1574	3	metal4	916.52	114.135	1.09925	0	0
1575	0	metal5	916.52	114.135	1.09925	0	0
1576	3	metal4	912.04	164.135	1.09919	0	0
1577	0	metal5	912.04	164.135	1.09919	0	0
1578	3	metal4	912.04	154.135	1.09924	0	0
1579	0	metal5	912.04	154.135	1.09924	0	0
1580	3	metal4	912.04	144.135	1.09924	0	0
1581	0	metal5	912.04	144.135	1.09924	0	0
1582	3	metal4	912.04	134.135	1.09925	0	0
1583	0	metal5	912.04	134.135	1.09925	0	0
1584	3	metal4	912.04	124.135	1.0992	0	0
1585	0	metal5	912.04	124.135	1.0992	0	0
1586	3	metal4	912.04	114.135	1.09925	0	0
1587	0	metal5	912.04	114.135	1.09925	0	0
1588	3	metal4	907.56	164.135	1.09909	0	0.00285458
1589	0	metal5	907.56	164.135	1.09917	0	0
1590	3	metal4	907.56	154.135	1.09924	0	0
1591	0	metal5	907.56	154.135	1.09924	0	0
1592	3	metal4	907.56	144.135	1.09924	0	0
1593	0	metal5	907.56	144.135	1.09924	0	0
1594	3	metal4	907.56	134.135	1.09924	0	0
1595	0	metal5	907.56	134.135	1.09924	0	0
1596	3	metal4	907.56	124.135	1.0991	0	0.00299658
1597	0	metal5	907.56	124.135	1.09919	0	0
1598	3	metal4	907.56	114.135	1.09925	0	0
1599	0	metal5	907.56	114.135	1.09925	0	0
1600	1	metal6	979.52	1079.6	1.09992	0	0
1601	2	metal7	979.52	1079.6	1.09998	0	0
1602	1	metal6	979.52	1049.6	1.09984	0	0
1603	2	metal7	979.52	1049.6	1.09982	0	0
1604	1	metal6	979.52	1019.6	1.0998	0	0
1605	2	metal7	979.52	1019.6	1.09979	0	0
1606	1	metal6	969.52	1079.6	1.09993	0	0
1607	2	metal7	969.52	1079.6	1.1	1	0
1608	1	metal6	969.52	1049.6	1.09984	0	0
1609	2	metal7	969.52	1049.6	1.09982	0	0
1610	1	metal6	969.52	1019.6	1.0998	0	0
1611	2	metal7	969.52	1019.6	1.09978	0	0
1612	1	metal6	959.52	1079.6	1.09991	0	0
1613	2	metal7	959.52	1079.6	1.09997	0	0
1614	1	metal6	959.52	1049.6	1.09983	0	0
1615	2	metal7	959.52	1049.6	1.09981	0	0
1616	1	metal6	959.52	1019.6	1.09979	0	0
1617	2	metal7	959.52	1019.6	1.09977	0	0
1618	1	metal6	949.52	1079.6	1.09989	0	0
1619	2	metal7	949.52	1079.6	1.09994	0	0
1620	1	metal6	949.52	1049.6	1.09982	0	0
1621	2	metal7	949.52	1049.6	1.09981	0	0
1622	1	metal6	949.52	1019.6	1.09978	0	0
1623	2	metal7	949.52	1019.6	1.09977	0	0
1624	1	metal6	939.52	1079.6	1.09987	0	0
1625	2	metal7	939.52	1079.6	1.09992	0	0
1626	1	metal6	939.52	1049.6	1.0998	0	0.00141818
1627	2	metal7	939.52	1049.6	1.0998	0	0
1628	1	metal6	939.52	1019.6	1.09977	0	0
1629	2	metal7	939.52	1019.6	1.09976	0	0
1630	1	metal6	929.52	1079.6	1.09986	0	0
1631	2	metal7	929.52	1079.6	1.09989	0	0
1632	1	metal6	929.52	1049.6	1.0998	0	0
1633	2	metal7	929.52	1049.6	1.0998	0	0
1634	1	metal6	929.52	1019.6	1.09976	0	0
1635	2	metal7	929.52	1019.6	1.09975	0	0
1636	1	metal6	919.52	1079.6	1.09984	0	0
1637	2	metal7	919.52	1079.6	1.09988	0	0
1638	1	metal6	919.52	1049.6	1.09979	0	0
1639	2	metal7	919.52	1049.6	1.09979	0	0
1640	1	metal6	919.52	1019.6	1.09975	0	0
1641	2	metal7	919.52	1019.6	1.09974	0	0
1642	1	metal6	909.52	1079.6	1.09982	0	0
1643	2	metal7	909.52	1079.6	1.09986	0	0
1644	1	metal6	909.52	1049.6	1.09979	0	0
1645	2	metal7	909.52	1049.6	1.09978	0	0
1646	1	metal6	909.52	1019.6	1.09973	0	0
1647	2	metal7	909.52	1019.6	1.09973	0	0
1648	0	metal5	979.52	1071.83	1.09989	0	0
1649	1	metal6	979.52	1071.83	1.0999	0	0
1650	0	metal5	979.52	1061.83	1.09986	0	0
1651	1	metal6	979.52	1061.83	1.09987	0	0
1652	0	metal5	979.52	1051.83	1.09984	0	0
1653	1	metal6	979.52	1051.83	1.09984	0	0
1654	0	metal5	979.52	1041.83	1.09982	0	0
1655	1	metal6	979.52	1041.83	1.09983	0	0
1656	0	metal5	979.52	1031.83	1.09981	0	0
1657	1	metal6	979.52	1031.83	1.09981	0	0
1658	0	metal5	979.52	1021.83	1.0998	0	0
1659	1	metal6	979.52	1021.83	1.0998	0	0
1660	0	metal5	969.52	1071.83	1.09989	0	0
1661	1	metal6	969.52	1071.83	1.0999	0	0
1662	0	metal5	969.52	1061.83	1.09986	0	0
1663	1	metal6	969.52	1061.83	1.09987	0	0
1664	0	metal5	969.52	1051.83	1.09984	0	0
1665	1	metal6	969.52	1051.83	1.09984	0	0
1666	0	metal5	969.52	1041.83	1.09982	0	0
1667	1	metal6	969.52	1041.83	1.09982	0	0
1668	0	metal5	969.52	1031.83	1.09981	0	0
1669	1	metal6	969.52	1031.83	1.09981	0	0
1670	0	metal5	969.52	1021.83	1.09979	0	0
1671	1	metal6	969.52	1021.83	1.0998	0	0
1672	0	metal5	959.52	1071.83	1.09988	0	0
1673	1	metal6	959.52	1071.83	1.09989	0	0
1674	0	metal5	959.52	1061.83	1.09985	0	0
1675	1	metal6	959.52	1061.83	1.09986	0	0
1676	0	metal5	959.52	1051.83	1.09983	0	0
1677	1	metal6	959.52	1051.83	1.09983	0	0
1678	0	metal5	959.52	1041.83	1.09981	0	0
1679	1	metal6	959.52	1041.83	1.09982	0	0
1680	0	metal5	959.52	1031.83	1.0998	0	0
1681	1	metal6	959.52	1031.83	1.0998	0	0
1682	0	metal5	959.52	1021.83	1.09979	0	0
1683	1	metal6	959.52	1021.83	1.09979	0	0
1684	0	metal5	949.52	1071.83	1.09987	0	0
1685	1	metal6	949.52	1071.83	1.09987	0	0
1686	0	metal5	949.52	1061.83	1.09984	0	0
1687	1	metal6	949.52	1061.83	1.09985	0	0
1688	0	metal5	949.52	1051.83	1.09982	0	0
1689	1	metal6	949.52	1051.83	1.09982	0	0
1690	0	metal5	949.52	1041.83	1.09981	0	0
1691	1	metal6	949.52	1041.83	1.09981	0	0
1692	0	metal5	949.52	1031.83	1.09979	0	0
1693	1	metal6	949.52	1031.83	1.0998	0	0
1694	0	metal5	949.52	1021.83	1.09978	0	0
1695	1	metal6	949.52	1021.83	1.09978	0	0
1696	0	metal5	939.52	1071.83	1.09985	0	0
1697	1	metal6	939.52	1071.83	1.09985	0	0
1698	0	metal5	939.52	1061.83	1.09983	0	0
1699	1	metal6	939.52	1061.83	1.09983	0	0
1700	0	metal5	939.52	1051.83	1.09981	0	0
1701	1	metal6	939.52	1051.83	1.09981	0	0
1702	0	metal5	939.52	1041.83	1.0998	0	0
1703	1	metal6	939.52	1041.83	1.09979	0	0
1704	0	metal5	939.52	1031.83	1.09979	0	0
1705	1	metal6	939.52	1031.83	1.09978	0	0
1706	0	metal5	939.52	1021.83	1.09977	0	0
1707	1	metal6	939.52	1021.83	1.09977	0	0
1708	0	metal5	929.52	1071.83	1.09983	0	0
1709	1	metal6	929.52	1071.83	1.09984	0	0
1710	0	metal5	929.52	1061.83	1.09983	0	0
1711	1	metal6	929.52	1061.83	1.09982	0	0
1712	0	metal5	929.52	1051.83	1.09981	0	0
1713	1	metal6	929.52	1051.83	1.09981	0	0
1714	0	metal5	929.52	1041.83	1.09979	0	0
1715	1	metal6	929.52	1041.83	1.09979	0	0
1716	0	metal5	929.52	1031.83	1.09978	0	0
1717	1	metal6	929.52	1031.83	1.09978	0	0
1718	0	metal5	929.52	1021.83	1.09975	0	0
1719	1	metal6	929.52	1021.83	1.09976	0	0
1720	0	metal5	919.52	1071.83	1.09981	0	0
1721	1	metal6	919.52	1071.83	1.09982	0	0
1722	0	metal5	919.52	1061.83	1.09982	0	0
1723	1	metal6	919.52	1061.83	1.09981	0	0
1724	0	metal5	919.52	1051.83	1.0998	0	0
1725	1	metal6	919.52	1051.83	1.0998	0	0
1726	0	metal5	919.52	1041.83	1.09979	0	0
1727	1	metal6	919.52	1041.83	1.09978	0	0
1728	0	metal5	919.52	1031.83	1.09977	0	0
1729	1	metal6	919.52	1031.83	1.09977	0	0
1730	0	metal5	919.52	1021.83	1.09973	0	0
1731	1	metal6	919.52	1021.83	1.09975	0	0
1732	0	metal5	909.52	1071.83	1.09979	0	0
1733	1	metal6	909.52	1071.83	1.09981	0	0
1734	0	metal5	909.52	1061.83	1.09981	0	0
1735	1	metal6	909.52	1061.83	1.0998	0	0
1736	0	metal5	909.52	1051.83	1.0998	0	0
1737	1	metal6	909.52	1051.83	1.09979	0	0
1738	0	metal5	909.52	1041.83	1.09978	0	0
1739	1	metal6	909.52	1041.83	1.09977	0	0
1740	0	metal5	909.52	1031.83	1.09977	0	0
1741	1	metal6	909.52	1031.83	1.09976	0	0
1742	0	metal5	909.52	1021.83	1.0997	0	0
1743	1	metal6	909.52	1021.83	1.09973	0	0
1744	3	metal4	974.76	1071.83	1.09989	0	0
1745	0	metal5	974.76	1071.83	1.09989	0	0
1746	3	metal4	974.76	1061.83	1.09986	0	0
1747	0	metal5	974.76	1061.83	1.09986	0	0
1748	3	metal4	974.76	1051.83	1.09984	0	0
1749	0	metal5	974.76	1051.83	1.09984	0	0
1750	3	metal4	974.76	1041.83	1.09982	0	0
1751	0	metal5	974.76	1041.83	1.09982	0	0
1752	3	metal4	974.76	1031.83	1.09981	0	0
1753	0	metal5	974.76	1031.83	1.09981	0	0
1754	3	metal4	974.76	1021.83	1.09979	0	0
1755	0	metal5	974.76	1021.83	1.09979	0	0
1756	3	metal4	970.28	1071.83	1.09989	0	0
1757	0	metal5	970.28	1071.83	1.09989	0	0
1758	3	metal4	970.28	1061.83	1.09986	0	0
1759	0	metal5	970.28	1061.83	1.09986	0	0
1760	3	metal4	970.28	1051.83	1.09984	0	0
1761	0	metal5	970.28	1051.83	1.09984	0	0
1762	3	metal4	970.28	1041.83	1.09982	0	0
1763	0	metal5	970.28	1041.83	1.09982	0	0
1764	3	metal4	970.28	1031.83	1.09981	0	0
1765	0	metal5	970.28	1031.83	1.09981	0	0
1766	3	metal4	970.28	1021.83	1.09979	0	0
1767	0	metal5	970.28	1021.83	1.09979	0	0
1768	3	metal4	965.8	1071.83	1.09989	0	0
1769	0	metal5	965.8	1071.83	1.09989	0	0
1770	3	metal4	965.8	1061.83	1.09986	0	0
1771	0	metal5	965.8	1061.83	1.09986	0	0
1772	3	metal4	965.8	1051.83	1.09983	0	0
1773	0	metal5	965.8	1051.83	1.09983	0	0
1774	3	metal4	965.8	1041.83	1.09982	0	0
1775	0	metal5	965.8	1041.83	1.09982	0	0
1776	3	metal4	965.8	1031.83	1.0998	0	0
1777	0	metal5	965.8	1031.83	1.0998	0	0
1778	3	metal4	965.8	1021.83	1.09979	0	0
1779	0	metal5	965.8	1021.83	1.09979	0	0
1780	3	metal4	961.32	1071.83	1.09988	0	0
1781	0	metal5	961.32	1071.83	1.09988	0	0
1782	3	metal4	961.32	1061.83	1.09986	0	0
1783	0	metal5	961.32	1061.83	1.09986	0	0
1784	3	metal4	961.32	1051.83	1.09983	0	0
1785	0	metal5	961.32	1051.83	1.09983	0	0
1786	3	metal4	961.32	1041.83	1.09981	0	0
1787	0	metal5	961.32	1041.83	1.09981	0	0
1788	3	metal4	961.32	1031.83	1.0998	0	0
1789	0	metal5	961.32	1031.83	1.0998	0	0
1790	3	metal4	961.32	1021.83	1.09979	0	0
1791	0	metal5	961.32	1021.83	1.09979	0	0
1792	3	metal4	956.84	1071.83	1.09988	0	0
1793	0	metal5	956.84	1071.83	1.09988	0	0
1794	3	metal4	956.84	1061.83	1.09985	0	0
1795	0	metal5	956.84	1061.83	1.09985	0	0
1796	3	metal4	956.84	1051.83	1.09983	0	0
1797	0	metal5	956.84	1051.83	1.09983	0	0
1798	3	metal4	956.84	1041.83	1.09981	0	0
1799	0	metal5	956.84	1041.83	1.09981	0	0
1800	3	metal4	956.84	1031.83	1.0998	0	0
1801	0	metal5	956.84	1031.83	1.0998	0	0
1802	3	metal4	956.84	1021.83	1.09978	0	0
1803	0	metal5	956.84	1021.83	1.09978	0	0
1804	3	metal4	952.36	1071.83	1.09987	0	0
1805	0	metal5	952.36	1071.83	1.09987	0	0
1806	3	metal4	952.36	1061.83	1.09985	0	0
1807	0	metal5	952.36	1061.83	1.09985	0	0
1808	3	metal4	952.36	1051.83	1.09982	0	0
1809	0	metal5	952.36	1051.83	1.09982	0	0
1810	3	metal4	952.36	1041.83	1.09981	0	0
1811	0	metal5	952.36	1041.83	1.09981	0	0
1812	3	metal4	952.36	1031.83	1.0998	0	0
1813	0	metal5	952.36	1031.83	1.0998	0	0
1814	3	metal4	952.36	1021.83	1.09978	0	0
1815	0	metal5	952.36	1021.83	1.09978	0	0
1816	3	metal4	947.88	1071.83	1.09986	0	0
1817	0	metal5	947.88	1071.83	1.09986	0	0
1818	3	metal4	947.88	1061.83	1.09984	0	0
1819	0	metal5	947.88	1061.83	1.09984	0	0
1820	3	metal4	947.88	1051.83	1.09982	0	0
1821	0	metal5	947.88	1051.83	1.09982	0	0
1822	3	metal4	947.88	1041.83	1.0998	0	0
1823	0	metal5	947.88	1041.83	1.0998	0	0
1824	3	metal4	947.88	1031.83	1.09979	0	0
1825	0	metal5	947.88	1031.83	1.09979	0	0
1826	3	metal4	947.88	1021.83	1.09978	0	0
1827	0	metal5	947.88	1021.83	1.09978	0	0
1828	3	metal4	943.4	1071.83	1.09986	0	0
1829	0	metal5	943.4	1071.83	1.09986	0	0
1830	3	metal4	943.4	1061.83	1.09984	0	0
1831	0	metal5	943.4	1061.83	1.09984	0	0
1832	3	metal4	943.4	1051.83	1.09982	0	0
1833	0	metal5	943.4	1051.83	1.09982	0	0
1834	3	metal4	943.4	1041.83	1.0998	0	0
1835	0	metal5	943.4	1041.83	1.0998	0	0
1836	3	metal4	943.4	1031.83	1.09979	0	0
1837	0	metal5	943.4	1031.83	1.09979	0	0
1838	3	metal4	943.4	1021.83	1.09977	0	0
1839	0	metal5	943.4	1021.83	1.09977	0	0
1840	3	metal4	938.92	1071.83	1.09985	0	0
1841	0	metal5	938.92	1071.83	1.09985	0	0
1842	3	metal4	938.92	1061.83	1.09983	0	0
1843	0	metal5	938.92	1061.83	1.09983	0	0
1844	3	metal4	938.92	1051.83	1.09981	0	0
1845	0	metal5	938.92	1051.83	1.09981	0	0
1846	3	metal4	938.92	1041.83	1.0998	0	0
1847	0	metal5	938.92	1041.83	1.0998	0	0
1848	3	metal4	938.92	1031.83	1.09979	0	0
1849	0	metal5	938.92	1031.83	1.09979	0	0
1850	3	metal4	938.92	1021.83	1.09977	0	0
1851	0	metal5	938.92	1021.83	1.09977	0	0
1852	3	metal4	934.44	1071.83	1.09984	0	0
1853	0	metal5	934.44	1071.83	1.09984	0	0
1854	3	metal4	934.44	1061.83	1.09983	0	0
1855	0	metal5	934.44	1061.83	1.09983	0	0
1856	3	metal4	934.44	1051.83	1.09981	0	0
1857	0	metal5	934.44	1051.83	1.09981	0	0
1858	3	metal4	934.44	1041.83	1.09979	0	0
1859	0	metal5	934.44	1041.83	1.09979	0	0
1860	3	metal4	934.44	1031.83	1.09978	0	0
1861	0	metal5	934.44	1031.83	1.09978	0	0
1862	3	metal4	934.44	1021.83	1.09976	0	0
1863	0	metal5	934.44	1021.83	1.09976	0	0
1864	3	metal4	929.96	1071.83	1.09983	0	0
1865	0	metal5	929.96	1071.83	1.09983	0	0
1866	3	metal4	929.96	1061.83	1.09983	0	0
1867	0	metal5	929.96	1061.83	1.09983	0	0
1868	3	metal4	929.96	1051.83	1.09981	0	0
1869	0	metal5	929.96	1051.83	1.09981	0	0
1870	3	metal4	929.96	1041.83	1.09979	0	0
1871	0	metal5	929.96	1041.83	1.09979	0	0
1872	3	metal4	929.96	1031.83	1.09978	0	0
1873	0	metal5	929.96	1031.83	1.09978	0	0
1874	3	metal4	929.96	1021.83	1.09975	0	0
1875	0	metal5	929.96	1021.83	1.09975	0	0
1876	3	metal4	925.48	1071.83	1.09983	0	0
1877	0	metal5	925.48	1071.83	1.09983	0	0
1878	3	metal4	925.48	1061.83	1.09982	0	0
1879	0	metal5	925.48	1061.83	1.09982	0	0
1880	3	metal4	925.48	1051.83	1.0998	0	0
1881	0	metal5	925.48	1051.83	1.0998	0	0
1882	3	metal4	925.48	1041.83	1.09979	0	0
1883	0	metal5	925.48	1041.83	1.09979	0	0
1884	3	metal4	925.48	1031.83	1.09978	0	0
1885	0	metal5	925.48	1031.83	1.09978	0	0
1886	3	metal4	925.48	1021.83	1.09974	0	0
1887	0	metal5	925.48	1021.83	1.09974	0	0
1888	3	metal4	921	1071.83	1.09982	0	0
1889	0	metal5	921	1071.83	1.09982	0	0
1890	3	metal4	921	1061.83	1.09982	0	0
1891	0	metal5	921	1061.83	1.09982	0	0
1892	3	metal4	921	1051.83	1.0998	0	0
1893	0	metal5	921	1051.83	1.0998	0	0
1894	3	metal4	921	1041.83	1.09979	0	0
1895	0	metal5	921	1041.83	1.09979	0	0
1896	3	metal4	921	1031.83	1.09977	0	0
1897	0	metal5	921	1031.83	1.09977	0	0
1898	3	metal4	921	1021.83	1.09973	0	0
1899	0	metal5	921	1021.83	1.09973	0	0
1900	3	metal4	916.52	1071.83	1.0998	0	0
1901	0	metal5	916.52	1071.83	1.0998	0	0
1902	3	metal4	916.52	1061.83	1.09982	0	0
1903	0	metal5	916.52	1061.83	1.09982	0	0
1904	3	metal4	916.52	1051.83	1.0998	0	0
1905	0	metal5	916.52	1051.83	1.0998	0	0
1906	3	metal4	916.52	1041.83	1.09979	0	0
1907	0	metal5	916.52	1041.83	1.09979	0	0
1908	3	metal4	916.52	1031.83	1.09977	0	0
1909	0	metal5	916.52	1031.83	1.09977	0	0
1910	3	metal4	916.52	1021.83	1.09972	0	0
1911	0	metal5	916.52	1021.83	1.09972	0	0
1912	3	metal4	912.04	1071.83	1.09979	0	0
1913	0	metal5	912.04	1071.83	1.09979	0	0
1914	3	metal4	912.04	1061.83	1.09981	0	0
1915	0	metal5	912.04	1061.83	1.09981	0	0
1916	3	metal4	912.04	1051.83	1.0998	0	0
1917	0	metal5	912.04	1051.83	1.0998	0	0
1918	3	metal4	912.04	1041.83	1.09978	0	0
1919	0	metal5	912.04	1041.83	1.09978	0	0
1920	3	metal4	912.04	1031.83	1.09977	0	0
1921	0	metal5	912.04	1031.83	1.09977	0	0
1922	3	metal4	912.04	1021.83	1.0997	0	0
1923	0	metal5	912.04	1021.83	1.0997	0	0
1924	3	metal4	907.56	1071.83	1.0997	0	0.00246427
1925	0	metal5	907.56	1071.83	1.09978	0	0
1926	3	metal4	907.56	1061.83	1.09981	0	0
1927	0	metal5	907.56	1061.83	1.09981	0	0
1928	3	metal4	907.56	1051.83	1.0998	0	0
1929	0	metal5	907.56	1051.83	1.0998	0	0
1930	3	metal4	907.56	1041.83	1.09978	0	0
1931	0	metal5	907.56	1041.83	1.09978	0	0
1932	3	metal4	907.56	1031.83	1.09977	0	0
1933	0	metal5	907.56	1031.83	1.09977	0	0
1934	3	metal4	907.56	1021.83	1.09959	0	0.00332609
1935	0	metal5	907.56	1021.83	1.09969	0	0
1936	1	metal6	97.07	329.6	1.09906	0	0
1937	2	metal7	97.07	329.6	1.09907	0	0
1938	1	metal6	97.07	299.6	1.09906	0	0
1939	2	metal7	97.07	299.6	1.09908	0	0
1940	1	metal6	87.07	329.6	1.09906	0	0
1941	2	metal7	87.07	329.6	1.09907	0	0
1942	1	metal6	87.07	299.6	1.09906	0	0
1943	2	metal7	87.07	299.6	1.09908	0	0
1944	1	metal6	77.07	329.6	1.09906	0	0
1945	2	metal7	77.07	329.6	1.09906	0	0
1946	1	metal6	77.07	299.6	1.09906	0	0
1947	2	metal7	77.07	299.6	1.09908	0	0
1948	1	metal6	67.07	329.6	1.09905	0	0
1949	2	metal7	67.07	329.6	1.09906	0	0
1950	1	metal6	67.07	299.6	1.09906	0	0
1951	2	metal7	67.07	299.6	1.09907	0	0
1952	1	metal6	57.07	329.6	1.09906	0	0
1953	2	metal7	57.07	329.6	1.09906	0	0
1954	1	metal6	57.07	299.6	1.09906	0	0
1955	2	metal7	57.07	299.6	1.09907	0	0
1956	1	metal6	47.07	329.6	1.09906	0	0
1957	2	metal7	47.07	329.6	1.09906	0	0
1958	1	metal6	47.07	299.6	1.09906	0	0
1959	2	metal7	47.07	299.6	1.09907	0	0
1960	1	metal6	37.07	329.6	1.09906	0	0
1961	2	metal7	37.07	329.6	1.09906	0	0
1962	1	metal6	37.07	299.6	1.09906	0	0
1963	2	metal7	37.07	299.6	1.09907	0	0
1964	1	metal6	27.07	329.6	1.09906	0	0
1965	2	metal7	27.07	329.6	1.09906	0	0
1966	1	metal6	27.07	299.6	1.09906	0	0
1967	2	metal7	27.07	299.6	1.09907	0	0
1968	0	metal5	97.07	328.495	1.09906	0	0
1969	1	metal6	97.07	328.495	1.09906	0	0
1970	0	metal5	97.07	318.495	1.09906	0	0
1971	1	metal6	97.07	318.495	1.09906	0	0
1972	0	metal5	97.07	308.495	1.09906	0	0
1973	1	metal6	97.07	308.495	1.09906	0	0
1974	0	metal5	97.07	298.495	1.09906	0	0
1975	1	metal6	97.07	298.495	1.09905	0	0
1976	0	metal5	97.07	288.495	1.099	0	0
1977	1	metal6	97.07	288.495	1.09904	0	0
1978	0	metal5	97.07	278.495	1.09904	0	0
1979	1	metal6	97.07	278.495	1.09904	0	0
1980	0	metal5	87.07	328.495	1.09906	0	0
