layer	ix	iy	x_um	y_um	i_soft_A	i_hard_A	i_total_A	v_V	is_vsrc
metal1	8	96	320.07	282.8	0.00050795	0	0.00050795	1.09638	0
metal1	9	96	376.07	282.8	0.00050795	0	0.00050795	1.09601	0
metal1	10	96	432.07	282.8	0.00050795	0	0.00050795	1.09573	0
metal1	11	96	488.07	282.8	0.000663572	0	0.000663572	1.09552	0
metal1	12	96	544.07	282.8	0.000652371	0	0.000652371	1.09544	0
metal1	13	96	600.07	282.8	0.000652371	0	0.000652371	1.09547	0
metal1	14	96	656.07	282.8	0.000697995	0	0.000697995	1.0956	0
metal1	15	96	712.07	282.8	0.000584153	0	0.000584153	1.09587	0
metal1	16	96	768.07	282.8	0.000512422	0	0.000512422	1.09623	0
metal1	17	96	824.07	282.8	0.000597987	0	0.000597987	1.09667	0
metal1	18	96	880.07	282.8	0.000508004	0	0.000508004	1.09722	0
metal1	19	96	936.07	282.8	0.000508004	0	0.000508004	1.09786	0
metal1	20	96	992.07	282.8	0.000227163	0	0.000227163	1.0986	0
metal1	21	96	1048.07	282.8	0	0	0	1.09937	0
metal1	22	96	1086.21	282.8	0	0	0	1.09992	0
metal1	0	97	14.095	285.6	0	0	0	1.09992	0
metal1	1	97	40.07	285.6	0	0	0	1.09956	0
metal1	2	97	96.07	285.6	6.32579e-05	0	6.32579e-05	1.09869	0
metal1	3	97	108.455	285.6	0.000107492	0	0.000107492	1.09853	0
metal1	4	97	109.295	285.6	0.00027047	0	0.00027047	1.09852	0
metal1	5	97	152.07	285.6	0.000470658	0	0.000470658	1.09796	0
metal1	6	97	208.07	285.6	0.00050795	0	0.00050795	1.09734	0
metal1	7	97	264.07	285.6	0.00050795	0	0.00050795	1.09681	0
metal1	8	97	320.07	285.6	0.00050795	0	0.00050795	1.09636	0
metal1	9	97	376.07	285.6	0.00050795	0	0.00050795	1.09599	0
metal1	10	97	432.07	285.6	0.00050795	0	0.00050795	1.09571	0
metal1	11	97	488.07	285.6	0.000663572	0	0.000663572	1.09551	0
metal1	12	97	544.07	285.6	0.000652371	0	0.000652371	1.09543	0
metal1	13	97	600.07	285.6	0.000652371	0	0.000652371	1.09546	0
metal1	14	97	656.07	285.6	0.000697995	0	0.000697995	1.0956	0
metal1	15	97	712.07	285.6	0.000584153	0	0.000584153	1.09587	0
metal1	16	97	768.07	285.6	0.000512422	0	0.000512422	1.09623	0
metal1	17	97	824.07	285.6	0.000597987	0	0.000597987	1.09667	0
metal1	18	97	880.07	285.6	0.000508004	0	0.000508004	1.09722	0
metal1	19	97	936.07	285.6	0.000508004	0	0.000508004	1.09786	0
metal1	20	97	992.07	285.6	0.000227163	0	0.000227163	1.0986	0
metal1	21	97	1048.07	285.6	0	0	0	1.09937	0
metal1	22	97	1086.21	285.6	0	0	0	1.09992	0
metal1	0	98	14.095	288.4	0	0	0	1.09992	0
metal1	1	98	40.07	288.4	0	0	0	1.09956	0
metal1	2	98	96.07	288.4	6.32579e-05	0	6.32579e-05	1.09869	0
metal1	3	98	108.455	288.4	0.000107492	0	0.000107492	1.09852	0
metal1	4	98	109.295	288.4	0.00027047	0	0.00027047	1.09851	0
metal1	5	98	152.07	288.4	0.000470658	0	0.000470658	1.09796	0
metal1	6	98	208.07	288.4	0.00050795	0	0.00050795	1.09733	0
metal1	7	98	264.07	288.4	0.00050795	0	0.00050795	1.0968	0
metal1	8	98	320.07	288.4	0.00050795	0	0.00050795	1.09635	0
metal1	9	98	376.07	288.4	0.00050795	0	0.00050795	1.09598	0
metal1	10	98	432.07	288.4	0.00050795	0	0.00050795	1.09571	0
metal1	11	98	488.07	288.4	0.000663572	0	0.000663572	1.0955	0
metal1	12	98	544.07	288.4	0.000652371	0	0.000652371	1.09543	0
metal1	13	98	600.07	288.4	0.000652371	0	0.000652371	1.09546	0
metal1	14	98	656.07	288.4	0.000697995	0	0.000697995	1.09561	0
metal1	15	98	712.07	288.4	0.000584153	0	0.000584153	1.09587	0
metal1	16	98	768.07	288.4	0.000512422	0	0.000512422	1.09623	0
metal1	17	98	824.07	288.4	0.000597987	0	0.000597987	1.09667	0
metal1	18	98	880.07	288.4	0.000508004	0	0.000508004	1.09723	0
metal1	19	98	936.07	288.4	0.000508004	0	0.000508004	1.09786	0
metal1	20	98	992.07	288.4	0.000227163	0	0.000227163	1.09861	0
metal1	21	98	1048.07	288.4	0	0	0	1.09938	0
metal1	22	98	1086.21	288.4	0	0	0	1.09992	0
metal1	0	99	14.095	291.2	0	0	0	1.09993	0
metal1	1	99	40.07	291.2	0	0	0	1.09956	0
metal1	2	99	96.07	291.2	6.32579e-05	0	6.32579e-05	1.09869	0
metal1	3	99	108.455	291.2	0.000107492	0	0.000107492	1.09852	0
metal1	4	99	109.295	291.2	0.00027047	0	0.00027047	1.09851	0
metal1	5	99	152.07	291.2	0.000470658	0	0.000470658	1.09795	0
metal1	6	99	208.07	291.2	0.00050795	0	0.00050795	1.09733	0
metal1	7	99	264.07	291.2	0.00050795	0	0.00050795	1.09679	0
metal1	8	99	320.07	291.2	0.00050795	0	0.00050795	1.09634	0
metal1	9	99	376.07	291.2	0.00050795	0	0.00050795	1.09598	0
metal1	10	99	432.07	291.2	0.00050795	0	0.00050795	1.0957	0
metal1	11	99	488.07	291.2	0.000663572	0	0.000663572	1.09551	0
metal1	12	99	544.07	291.2	0.000652371	0	0.000652371	1.09543	0
metal1	13	99	600.07	291.2	0.000652371	0	0.000652371	1.09547	0
metal1	14	99	656.07	291.2	0.000697995	0	0.000697995	1.09562	0
metal1	15	99	712.07	291.2	0.000584153	0	0.000584153	1.09589	0
metal1	16	99	768.07	291.2	0.000512422	0	0.000512422	1.09625	0
metal1	17	99	824.07	291.2	0.000597987	0	0.000597987	1.09669	0
metal1	18	99	880.07	291.2	0.000508004	0	0.000508004	1.09724	0
metal1	19	99	936.07	291.2	0.000508004	0	0.000508004	1.09787	0
metal1	20	99	992.07	291.2	0.000227163	0	0.000227163	1.09861	0
metal1	21	99	1048.07	291.2	0	0	0	1.09939	0
metal1	22	99	1086.21	291.2	0	0	0	1.09993	0
metal1	0	100	14.095	294	0	0	0	1.09995	0
metal1	1	100	40.07	294	0	0	0	1.09956	0
metal1	2	100	96.07	294	6.32579e-05	0	6.32579e-05	1.09869	0
metal1	3	100	108.455	294	0.000107492	0	0.000107492	1.09852	0
metal1	4	100	109.295	294	0.00027047	0	0.00027047	1.09851	0
metal1	5	100	152.07	294	0.000470658	0	0.000470658	1.09796	0
metal1	6	100	208.07	294	0.00050795	0	0.00050795	1.09733	0
metal1	7	100	264.07	294	0.00050795	0	0.00050795	1.0968	0
metal1	8	100	320.07	294	0.00050795	0	0.00050795	1.09634	0
metal1	9	100	376.07	294	0.00050795	0	0.00050795	1.09598	0
metal1	10	100	432.07	294	0.00050795	0	0.00050795	1.09571	0
metal1	11	100	488.07	294	0.000663572	0	0.000663572	1.09552	0
metal1	12	100	544.07	294	0.000652371	0	0.000652371	1.09545	0
metal1	13	100	600.07	294	0.000652371	0	0.000652371	1.09549	0
metal1	14	100	656.07	294	0.000697995	0	0.000697995	1.09564	0
metal1	15	100	712.07	294	0.000584153	0	0.000584153	1.0959	0
metal1	16	100	768.07	294	0.000512422	0	0.000512422	1.09626	0
metal1	17	100	824.07	294	0.000597987	0	0.000597987	1.09671	0
metal1	18	100	880.07	294	0.000508004	0	0.000508004	1.09726	0
metal1	19	100	936.07	294	0.000508004	0	0.000508004	1.09789	0
metal1	20	100	992.07	294	0.000227163	0	0.000227163	1.09863	0
metal1	21	100	1048.07	294	0	0	0	1.0994	0
metal1	22	100	1086.21	294	0	0	0	1.09995	0
metal1	0	101	14.095	296.8	0	0	0	1.09997	0
metal1	1	101	40.07	296.8	0	0	0	1.09957	0
metal1	2	101	96.07	296.8	6.32579e-05	0	6.32579e-05	1.0987	0
metal1	3	101	108.455	296.8	0.000107492	0	0.000107492	1.09853	0
metal1	4	101	109.295	296.8	0.00027047	0	0.00027047	1.09851	0
metal1	5	101	152.07	296.8	0.000470658	0	0.000470658	1.09797	0
metal1	6	101	208.07	296.8	0.00050795	0	0.00050795	1.09734	0
metal1	7	101	264.07	296.8	0.00050795	0	0.00050795	1.0968	0
metal1	8	101	320.07	296.8	0.00050795	0	0.00050795	1.09635	0
metal1	9	101	376.07	296.8	0.00050795	0	0.00050795	1.09599	0
metal1	10	101	432.07	296.8	0.00050795	0	0.00050795	1.09572	0
metal1	11	101	488.07	296.8	0.000663572	0	0.000663572	1.09554	0
metal1	12	101	544.07	296.8	0.000652371	0	0.000652371	1.09547	0
metal1	13	101	600.07	296.8	0.000652371	0	0.000652371	1.09551	0
metal1	14	101	656.07	296.8	0.000697995	0	0.000697995	1.09566	0
metal1	15	101	712.07	296.8	0.000584153	0	0.000584153	1.09593	0
metal1	16	101	768.07	296.8	0.000512422	0	0.000512422	1.09629	0
metal1	17	101	824.07	296.8	0.000597987	0	0.000597987	1.09673	0
metal1	18	101	880.07	296.8	0.000508004	0	0.000508004	1.09728	0
metal1	19	101	936.07	296.8	0.000508004	0	0.000508004	1.09791	0
metal1	20	101	992.07	296.8	0.000227163	0	0.000227163	1.09864	0
metal1	21	101	1048.07	296.8	0	0	0	1.09941	0
metal1	22	101	1086.21	296.8	0	0	0	1.09997	0
metal1	0	102	14.095	299.6	0	0	0	1.1	0
metal1	1	102	40.07	299.6	0	0	0	1.09958	0
metal1	2	102	96.07	299.6	6.32579e-05	0	6.32579e-05	1.09871	0
metal1	3	102	108.455	299.6	0.000107492	0	0.000107492	1.09853	0
metal1	4	102	109.295	299.6	0.00027047	0	0.00027047	1.09852	0
metal1	5	102	152.07	299.6	0.000470658	0	0.000470658	1.09798	0
metal1	6	102	208.07	299.6	0.00050795	0	0.00050795	1.09736	0
metal1	7	102	264.07	299.6	0.00050795	0	0.00050795	1.09682	0
metal1	8	102	320.07	299.6	0.00050795	0	0.00050795	1.09637	0
metal1	9	102	376.07	299.6	0.00050795	0	0.00050795	1.096	0
metal1	10	102	432.07	299.6	0.00050795	0	0.00050795	1.09574	0
metal1	11	102	488.07	299.6	0.000663572	0	0.000663572	1.09556	0
metal1	12	102	544.07	299.6	0.000652371	0	0.000652371	1.0955	0
metal1	13	102	600.07	299.6	0.000652371	0	0.000652371	1.09554	0
metal1	14	102	656.07	299.6	0.000697995	0	0.000697995	1.0957	0
metal1	15	102	712.07	299.6	0.000584153	0	0.000584153	1.09596	0
metal1	16	102	768.07	299.6	0.000512422	0	0.000512422	1.09632	0
metal1	17	102	824.07	299.6	0.000597987	0	0.000597987	1.09677	0
metal1	18	102	880.07	299.6	0.000508004	0	0.000508004	1.09731	0
metal1	19	102	936.07	299.6	0.000508004	0	0.000508004	1.09794	0
metal1	20	102	992.07	299.6	0.000227163	0	0.000227163	1.09866	0
metal1	21	102	1048.07	299.6	0	0	0	1.09943	0
metal1	22	102	1086.21	299.6	0	0	0	1.1	0
metal1	0	103	14.095	302.4	0	0	0	1.09997	0
metal1	1	103	40.07	302.4	0	0	0	1.09955	0
metal1	2	103	96.07	302.4	6.32579e-05	0	6.32579e-05	1.09868	0
metal1	3	103	108.455	302.4	0.000107492	0	0.000107492	1.0985	0
metal1	4	103	109.295	302.4	0.00027047	0	0.00027047	1.09849	0
metal1	5	103	152.07	302.4	0.000470658	0	0.000470658	1.09794	0
metal1	6	103	208.07	302.4	0.00050795	0	0.00050795	1.09731	0
metal1	7	103	264.07	302.4	0.00050795	0	0.00050795	1.09676	0
metal1	8	103	320.07	302.4	0.00050795	0	0.00050795	1.09631	0
metal1	9	103	376.07	302.4	0.00050795	0	0.00050795	1.09595	0
metal1	10	103	432.07	302.4	0.00050795	0	0.00050795	1.09568	0
metal1	11	103	488.07	302.4	0.000663572	0	0.000663572	1.0955	0
metal1	12	103	544.07	302.4	0.000652371	0	0.000652371	1.09544	0
metal1	13	103	600.07	302.4	0.000652371	0	0.000652371	1.09549	0
metal1	14	103	656.07	302.4	0.000697995	0	0.000697995	1.09565	0
metal1	15	103	712.07	302.4	0.000584153	0	0.000584153	1.09593	0
metal1	16	103	768.07	302.4	0.000512422	0	0.000512422	1.09628	0
metal1	17	103	824.07	302.4	0.000597987	0	0.000597987	1.09673	0
metal1	18	103	880.07	302.4	0.000508004	0	0.000508004	1.09728	0
metal1	19	103	936.07	302.4	0.000508004	0	0.000508004	1.09791	0
metal1	20	103	992.07	302.4	0.000227163	0	0.000227163	1.09864	0
metal1	21	103	1048.07	302.4	0	0	0	1.0994	0
metal1	22	103	1086.21	302.4	0	0	0	1.09997	0
metal1	0	104	14.095	305.2	0	0	0	1.09995	0
metal1	1	104	40.07	305.2	0	0	0	1.09954	0
metal1	2	104	96.07	305.2	6.32579e-05	0	6.32579e-05	1.09865	0
metal1	3	104	108.455	305.2	0.000107492	0	0.000107492	1.09848	0
metal1	4	104	109.295	305.2	0.00027047	0	0.00027047	1.09846	0
metal1	5	104	152.07	305.2	0.000470658	0	0.000470658	1.0979	0
metal1	6	104	208.07	305.2	0.00050795	0	0.00050795	1.09726	0
metal1	7	104	264.07	305.2	0.00050795	0	0.00050795	1.09672	0
metal1	8	104	320.07	305.2	0.00050795	0	0.00050795	1.09626	0
metal1	9	104	376.07	305.2	0.00050795	0	0.00050795	1.0959	0
metal1	10	104	432.07	305.2	0.00050795	0	0.00050795	1.09563	0
metal1	11	104	488.07	305.2	0.000663572	0	0.000663572	1.09545	0
metal1	12	104	544.07	305.2	0.000652371	0	0.000652371	1.09539	0
metal1	13	104	600.07	305.2	0.000652371	0	0.000652371	1.09545	0
metal1	14	104	656.07	305.2	0.000697995	0	0.000697995	1.09562	0
metal1	15	104	712.07	305.2	0.000584153	0	0.000584153	1.0959	0
metal1	16	104	768.07	305.2	0.000512422	0	0.000512422	1.09625	0
metal1	17	104	824.07	305.2	0.000597987	0	0.000597987	1.09669	0
metal1	18	104	880.07	305.2	0.000508004	0	0.000508004	1.09725	0
metal1	19	104	936.07	305.2	0.000508004	0	0.000508004	1.09789	0
metal1	20	104	992.07	305.2	0.000227163	0	0.000227163	1.09862	0
metal1	21	104	1048.07	305.2	0	0	0	1.09938	0
metal1	22	104	1086.21	305.2	0	0	0	1.09995	0
metal1	0	105	14.095	308	0	0	0	1.09993	0
metal1	1	105	40.07	308	0	0	0	1.09953	0
metal1	2	105	96.07	308	6.32579e-05	0	6.32579e-05	1.09863	0
metal1	3	105	108.455	308	0.000107492	0	0.000107492	1.09845	0
metal1	4	105	109.295	308	0.00027047	0	0.00027047	1.09844	0
metal1	5	105	152.07	308	0.000470658	0	0.000470658	1.09787	0
metal1	6	105	208.07	308	0.00050795	0	0.00050795	1.09722	0
metal1	7	105	264.07	308	0.00050795	0	0.00050795	1.09668	0
metal1	8	105	320.07	308	0.00050795	0	0.00050795	1.09622	0
metal1	9	105	376.07	308	0.00050795	0	0.00050795	1.09586	0
metal1	10	105	432.07	308	0.00050795	0	0.00050795	1.09559	0
metal1	11	105	488.07	308	0.000663572	0	0.000663572	1.09541	0
metal1	12	105	544.07	308	0.000652371	0	0.000652371	1.09535	0
metal1	13	105	600.07	308	0.000652371	0	0.000652371	1.09541	0
metal1	14	105	656.07	308	0.000697995	0	0.000697995	1.09559	0
metal1	15	105	712.07	308	0.000584153	0	0.000584153	1.09587	0
metal1	16	105	768.07	308	0.000512422	0	0.000512422	1.09622	0
metal1	17	105	824.07	308	0.000597987	0	0.000597987	1.09667	0
metal1	18	105	880.07	308	0.000508004	0	0.000508004	1.09723	0
metal1	19	105	936.07	308	0.000508004	0	0.000508004	1.09787	0
metal1	20	105	992.07	308	0.000227163	0	0.000227163	1.09861	0
metal1	21	105	1048.07	308	0	0	0	1.09936	0
metal1	22	105	1086.21	308	0	0	0	1.09993	0
metal1	0	106	14.095	310.8	0	0	0	1.09992	0
metal1	1	106	40.07	310.8	0	0	0	1.09952	0
metal1	2	106	96.07	310.8	6.32579e-05	0	6.32579e-05	1.09861	0
metal1	3	106	108.455	310.8	0.000107492	0	0.000107492	1.09844	0
metal1	4	106	109.295	310.8	0.00027047	0	0.00027047	1.09842	0
metal1	5	106	152.07	310.8	0.000470658	0	0.000470658	1.09784	0
metal1	6	106	208.07	310.8	0.00050795	0	0.00050795	1.09719	0
metal1	7	106	264.07	310.8	0.00050795	0	0.00050795	1.09664	0
metal1	8	106	320.07	310.8	0.00050795	0	0.00050795	1.09618	0
metal1	9	106	376.07	310.8	0.00050795	0	0.00050795	1.09582	0
metal1	10	106	432.07	310.8	0.00050795	0	0.00050795	1.09556	0
metal1	11	106	488.07	310.8	0.000663572	0	0.000663572	1.09537	0
metal1	12	106	544.07	310.8	0.000652371	0	0.000652371	1.09532	0
metal1	13	106	600.07	310.8	0.000652371	0	0.000652371	1.09538	0
metal1	14	106	656.07	310.8	0.000446504	0	0.000446504	1.09557	0
metal1	15	106	712.07	310.8	0.000365786	0	0.000365786	1.09586	0
metal1	16	106	768.07	310.8	0.000512422	0	0.000512422	1.0962	0
metal1	17	106	824.07	310.8	0.000597987	0	0.000597987	1.09665	0
metal1	18	106	880.07	310.8	0.000508004	0	0.000508004	1.09721	0
metal1	19	106	936.07	310.8	0.000508004	0	0.000508004	1.09785	0
metal1	20	106	992.07	310.8	0.000227163	0	0.000227163	1.0986	0
metal1	21	106	1048.07	310.8	0	0	0	1.09935	0
metal1	22	106	1086.21	310.8	0	0	0	1.09992	0
metal1	0	107	14.095	313.6	0	0	0	1.09991	0
metal1	1	107	40.07	313.6	0	0	0	1.09952	0
metal1	2	107	96.07	313.6	6.88286e-05	0	6.88286e-05	1.0986	0
metal1	3	107	108.455	313.6	0.000117365	0	0.000117365	1.09842	0
metal1	4	107	109.295	313.6	0.000320655	0	0.000320655	1.09841	0
metal1	5	107	152.07	313.6	0.00058943	0	0.00058943	1.09782	0
metal1	6	107	208.07	313.6	0.000644095	0	0.000644095	1.09717	0
metal1	7	107	264.07	313.6	0.000644095	0	0.000644095	1.09661	0
metal1	8	107	320.07	313.6	0.000644095	0	0.000644095	1.09615	0
metal1	9	107	376.07	313.6	0.000644095	0	0.000644095	1.09579	0
metal1	10	107	432.07	313.6	0.000644095	0	0.000644095	1.09553	0
metal1	11	107	488.07	313.6	0.000663724	0	0.000663724	1.09534	0
metal1	12	107	544.07	313.6	0.000652371	0	0.000652371	1.09529	0
metal1	13	107	600.07	313.6	0.000652371	0	0.000652371	1.09535	0
metal1	14	107	656.07	313.6	0.000397792	0	0.000397792	1.09555	0
metal1	15	107	712.07	313.6	0.000324283	0	0.000324283	1.09584	0
metal1	16	107	768.07	313.6	0.000512422	0	0.000512422	1.09619	0
metal1	17	107	824.07	313.6	0.000597987	0	0.000597987	1.09663	0
metal1	18	107	880.07	313.6	0.000508004	0	0.000508004	1.0972	0
metal1	19	107	936.07	313.6	0.000508004	0	0.000508004	1.09784	0
metal1	20	107	992.07	313.6	0.000227163	0	0.000227163	1.0986	0
metal1	21	107	1048.07	313.6	0	0	0	1.09935	0
metal1	22	107	1086.21	313.6	0	0	0	1.09991	0
metal1	0	108	14.095	316.4	0	0	0	1.09991	0
metal1	1	108	40.07	316.4	0	0	0	1.09952	0
metal1	2	108	96.07	316.4	6.3739e-05	0	6.3739e-05	1.09859	0
metal1	3	108	108.455	316.4	0.000108211	0	0.000108211	1.09841	0
metal1	4	108	109.295	316.4	0.000272565	0	0.000272565	1.09839	0
metal1	5	108	152.07	316.4	0.000474627	0	0.000474627	1.0978	0
metal1	6	108	208.07	316.4	0.000512621	0	0.000512621	1.09715	0
metal1	7	108	264.07	316.4	0.000512621	0	0.000512621	1.09659	0
metal1	8	108	320.07	316.4	0.000512621	0	0.000512621	1.09613	0
metal1	9	108	376.07	316.4	0.000512621	0	0.000512621	1.09577	0
metal1	10	108	432.07	316.4	0.000512621	0	0.000512621	1.0955	0
metal1	11	108	488.07	316.4	0.000663806	0	0.000663806	1.09532	0
metal1	12	108	544.07	316.4	0.000652371	0	0.000652371	1.09527	0
metal1	13	108	600.07	316.4	0.000652371	0	0.000652371	1.09534	0
metal1	14	108	656.07	316.4	0.000397792	0	0.000397792	1.09554	0
metal1	15	108	712.07	316.4	0.000322432	0	0.000322432	1.09584	0
metal1	16	108	768.07	316.4	0.000519682	0	0.000519682	1.09618	0
metal1	17	108	824.07	316.4	0.000604328	0	0.000604328	1.09663	0
metal1	18	108	880.07	316.4	0.000508004	0	0.000508004	1.09719	0
metal1	19	108	936.07	316.4	0.000508004	0	0.000508004	1.09784	0
metal1	20	108	992.07	316.4	0.000227163	0	0.000227163	1.0986	0
metal1	21	108	1048.07	316.4	0	0	0	1.09936	0
metal1	22	108	1086.21	316.4	0	0	0	1.09991	0
metal1	0	109	14.095	319.2	0	0	0	1.09992	0
metal1	1	109	40.07	319.2	0	0	0	1.09952	0
metal1	2	109	96.07	319.2	6.3739e-05	0	6.3739e-05	1.09858	0
metal1	3	109	108.455	319.2	0.000108211	0	0.000108211	1.0984	0
metal1	4	109	109.295	319.2	0.000272565	0	0.000272565	1.09839	0
metal1	5	109	152.07	319.2	0.000474627	0	0.000474627	1.09779	0
metal1	6	109	208.07	319.2	0.000512621	0	0.000512621	1.09714	0
metal1	7	109	264.07	319.2	0.000512621	0	0.000512621	1.09658	0
metal1	8	109	320.07	319.2	0.000512621	0	0.000512621	1.09611	0
metal1	9	109	376.07	319.2	0.000512621	0	0.000512621	1.09575	0
metal1	10	109	432.07	319.2	0.000512621	0	0.000512621	1.09549	0
metal1	11	109	488.07	319.2	0.000663806	0	0.000663806	1.09531	0
metal1	12	109	544.07	319.2	0.000652371	0	0.000652371	1.09526	0
metal1	13	109	600.07	319.2	0.000652371	0	0.000652371	1.09533	0
metal1	14	109	656.07	319.2	0.000397792	0	0.000397792	1.09553	0
metal1	15	109	712.07	319.2	3.86047e-05	0	3.86047e-05	1.09584	0
metal1	16	109	768.07	319.2	0.000509813	0	0.000509813	1.09617	0
metal1	17	109	824.07	319.2	0.000608832	0	0.000608832	1.09663	0
metal1	18	109	880.07	319.2	0.000508004	0	0.000508004	1.0972	0
metal1	19	109	936.07	319.2	0.000508004	0	0.000508004	1.09785	0
metal1	20	109	992.07	319.2	0.000227163	0	0.000227163	1.0986	0
metal1	21	109	1048.07	319.2	0	0	0	1.09936	0
metal1	22	109	1086.21	319.2	0	0	0	1.09992	0
metal1	0	110	14.095	322	0	0	0	1.09993	0
metal1	1	110	40.07	322	0	0	0	1.09952	0
metal1	2	110	96.07	322	6.3739e-05	0	6.3739e-05	1.09858	0
metal1	3	110	108.455	322	0.000108211	0	0.000108211	1.09839	0
metal1	4	110	109.295	322	0.000272565	0	0.000272565	1.09838	0
metal1	5	110	152.07	322	0.000474627	0	0.000474627	1.09779	0
metal1	6	110	208.07	322	0.000512621	0	0.000512621	1.09713	0
metal1	7	110	264.07	322	0.000512621	0	0.000512621	1.09657	0
metal1	8	110	320.07	322	0.000512621	0	0.000512621	1.0961	0
metal1	9	110	376.07	322	0.000512621	0	0.000512621	1.09574	0
metal1	10	110	432.07	322	0.000512621	0	0.000512621	1.09547	0
metal1	11	110	488.07	322	0.000663806	0	0.000663806	1.0953	0
metal1	12	110	544.07	322	0.000652371	0	0.000652371	1.09526	0
metal1	13	110	600.07	322	0.000652371	0	0.000652371	1.09533	0
metal1	14	110	656.07	322	0.000397792	0	0.000397792	1.09553	0
metal1	15	110	712.07	322	3.86047e-05	0	3.86047e-05	1.09584	0
metal1	16	110	768.07	322	0.000509813	0	0.000509813	1.09618	0
metal1	17	110	824.07	322	0.000608832	0	0.000608832	1.09663	0
metal1	18	110	880.07	322	0.000508004	0	0.000508004	1.0972	0
metal1	19	110	936.07	322	0.000508004	0	0.000508004	1.09786	0
metal1	20	110	992.07	322	0.000227163	0	0.000227163	1.09861	0
metal1	21	110	1048.07	322	0	0	0	1.09938	0
metal1	22	110	1086.21	322	0	0	0	1.09993	0
metal1	0	111	14.095	324.8	0	0	0	1.09995	0
metal1	1	111	40.07	324.8	0	0	0	1.09953	0
metal1	2	111	96.07	324.8	6.3739e-05	0	6.3739e-05	1.09858	0
metal1	3	111	108.455	324.8	0.000108211	0	0.000108211	1.09839	0
metal1	4	111	109.295	324.8	0.000272565	0	0.000272565	1.09838	0
metal1	5	111	152.07	324.8	0.000474627	0	0.000474627	1.09779	0
metal1	6	111	208.07	324.8	0.000512621	0	0.000512621	1.09713	0
metal1	7	111	264.07	324.8	0.000512621	0	0.000512621	1.09656	0
metal1	8	111	320.07	324.8	0.000512621	0	0.000512621	1.0961	0
metal1	9	111	376.07	324.8	0.000512621	0	0.000512621	1.09573	0
metal1	10	111	432.07	324.8	0.000512621	0	0.000512621	1.09547	0
metal1	11	111	488.07	324.8	0.000663806	0	0.000663806	1.0953	0
metal1	12	111	544.07	324.8	0.000652371	0	0.000652371	1.09526	0
metal1	13	111	600.07	324.8	0.000652371	0	0.000652371	1.09533	0
metal1	14	111	656.07	324.8	0.000397792	0	0.000397792	1.09553	0
metal1	15	111	712.07	324.8	3.86047e-05	0	3.86047e-05	1.09584	0
metal1	16	111	768.07	324.8	0.000509813	0	0.000509813	1.09619	0
metal1	17	111	824.07	324.8	0.000608832	0	0.000608832	1.09665	0
metal1	18	111	880.07	324.8	0.000508004	0	0.000508004	1.09722	0
metal1	19	111	936.07	324.8	0.000508004	0	0.000508004	1.09787	0
metal1	20	111	992.07	324.8	0.000227163	0	0.000227163	1.09862	0
metal1	21	111	1048.07	324.8	0	0	0	1.09939	0
metal1	22	111	1086.21	324.8	0	0	0	1.09995	0
metal1	0	112	14.095	327.6	0	0	0	1.09998	0
metal1	1	112	40.07	327.6	0	0	0	1.09953	0
metal1	2	112	96.07	327.6	6.3739e-05	0	6.3739e-05	1.09859	0
metal1	3	112	108.455	327.6	0.000108211	0	0.000108211	1.0984	0
metal1	4	112	109.295	327.6	0.000272565	0	0.000272565	1.09838	0
metal1	5	112	152.07	327.6	0.000474627	0	0.000474627	1.0978	0
metal1	6	112	208.07	327.6	0.000512621	0	0.000512621	1.09713	0
metal1	7	112	264.07	327.6	0.000512621	0	0.000512621	1.09657	0
metal1	8	112	320.07	327.6	0.000512621	0	0.000512621	1.0961	0
metal1	9	112	376.07	327.6	0.000512621	0	0.000512621	1.09573	0
metal1	10	112	432.07	327.6	0.000512621	0	0.000512621	1.09547	0
metal1	11	112	488.07	327.6	0.000663806	0	0.000663806	1.09531	0
metal1	12	112	544.07	327.6	0.000652371	0	0.000652371	1.09527	0
metal1	13	112	600.07	327.6	0.000652371	0	0.000652371	1.09534	0
metal1	14	112	656.07	327.6	0.000397792	0	0.000397792	1.09554	0
metal1	15	112	712.07	327.6	3.86047e-05	0	3.86047e-05	1.09584	0
metal1	16	112	768.07	327.6	0.000509813	0	0.000509813	1.0962	0
metal1	17	112	824.07	327.6	0.000608832	0	0.000608832	1.09667	0
metal1	18	112	880.07	327.6	0.000508004	0	0.000508004	1.09724	0
metal1	19	112	936.07	327.6	0.000508004	0	0.000508004	1.09789	0
metal1	20	112	992.07	327.6	0.000227163	0	0.000227163	1.09863	0
metal1	21	112	1048.07	327.6	0	0	0	1.09941	0
metal1	22	112	1086.21	327.6	0	0	0	1.09998	0
metal1	0	113	14.095	330.4	0	0	0	1.09999	0
metal1	1	113	40.07	330.4	0	0	0	1.09953	0
metal1	2	113	96.07	330.4	6.3739e-05	0	6.3739e-05	1.09858	0
metal1	3	113	108.455	330.4	0.000108211	0	0.000108211	1.09839	0
metal1	4	113	109.295	330.4	0.000272565	0	0.000272565	1.09837	0
metal1	5	113	152.07	330.4	0.000474627	0	0.000474627	1.09779	0
metal1	6	113	208.07	330.4	0.000512621	0	0.000512621	1.09712	0
metal1	7	113	264.07	330.4	0.000512621	0	0.000512621	1.09655	0
metal1	8	113	320.07	330.4	0.000512621	0	0.000512621	1.09608	0
