layer	ix	iy	x_um	y_um	i_soft_A	i_hard_A	i_total_A	v_V	is_vsrc
metal1	2	333	96.07	946.4	0	0	0	1.09774	0
metal1	3	333	108.455	946.4	0	0	0	1.09744	0
metal1	4	333	109.295	946.4	0	0	0	1.09742	0
metal1	5	333	152.07	946.4	0	0	0	1.09639	0
metal1	6	333	208.07	946.4	0	0	0	1.09509	0
metal1	7	333	264.07	946.4	0	0	0	1.09382	0
metal1	8	333	320.07	946.4	0.000170084	0	0.000170084	1.09257	0
metal1	9	333	376.07	946.4	0.00246701	0	0.00246701	1.09116	0
metal1	10	333	432.07	946.4	0.00246701	0	0.00246701	1.09024	0
metal1	11	333	488.07	946.4	0.00324469	0	0.00324469	1.08953	0
metal1	12	333	544.07	946.4	0.00270251	0	0.00270251	1.08929	0
metal1	13	333	600.07	946.4	0.00270251	0	0.00270251	1.08928	0
metal1	14	333	656.07	946.4	0.00270251	0	0.00270251	1.08955	0
metal1	15	333	712.07	946.4	0.00270251	0	0.00270251	1.09011	0
metal1	16	333	768.07	946.4	0.00270251	0	0.00270251	1.09094	0
metal1	17	333	824.07	946.4	0.00270251	0	0.00270251	1.09207	0
metal1	18	333	880.07	946.4	0.00199194	0	0.00199194	1.09356	0
metal1	19	333	936.07	946.4	6.62545e-05	0	6.62545e-05	1.09539	0
metal1	20	333	992.07	946.4	2.02103e-05	0	2.02103e-05	1.09707	0
metal1	21	333	1048.07	946.4	0	0	0	1.09872	0
metal1	22	333	1086.21	946.4	0	0	0	1.09986	0
metal1	0	334	14.095	949.2	0	0	0	1.09989	0
metal1	1	334	40.07	949.2	0	0	0	1.09926	0
metal1	2	334	96.07	949.2	0	0	0	1.09777	0
metal1	3	334	108.455	949.2	0	0	0	1.09748	0
metal1	4	334	109.295	949.2	0	0	0	1.09746	0
metal1	5	334	152.07	949.2	0	0	0	1.09644	0
metal1	6	334	208.07	949.2	0	0	0	1.09514	0
metal1	7	334	264.07	949.2	0	0	0	1.09389	0
metal1	8	334	320.07	949.2	0.000170084	0	0.000170084	1.09264	0
metal1	9	334	376.07	949.2	0.00246701	0	0.00246701	1.09126	0
metal1	10	334	432.07	949.2	0.00246701	0	0.00246701	1.09034	0
metal1	11	334	488.07	949.2	0.00324469	0	0.00324469	1.08964	0
metal1	12	334	544.07	949.2	0.00270251	0	0.00270251	1.08939	0
metal1	13	334	600.07	949.2	0.00270251	0	0.00270251	1.08938	0
metal1	14	334	656.07	949.2	0.00270251	0	0.00270251	1.08965	0
metal1	15	334	712.07	949.2	0.00270251	0	0.00270251	1.0902	0
metal1	16	334	768.07	949.2	0.00270251	0	0.00270251	1.09103	0
metal1	17	334	824.07	949.2	0.00270251	0	0.00270251	1.09214	0
metal1	18	334	880.07	949.2	0.00199194	0	0.00199194	1.09362	0
metal1	19	334	936.07	949.2	6.62545e-05	0	6.62545e-05	1.09542	0
metal1	20	334	992.07	949.2	2.02103e-05	0	2.02103e-05	1.09709	0
metal1	21	334	1048.07	949.2	0	0	0	1.09873	0
metal1	22	334	1086.21	949.2	0	0	0	1.09987	0
metal1	0	335	14.095	952	0	0	0	1.09991	0
metal1	1	335	40.07	952	0	0	0	1.09927	0
metal1	2	335	96.07	952	0	0	0	1.09781	0
metal1	3	335	108.455	952	0	0	0	1.09752	0
metal1	4	335	109.295	952	0	0	0	1.0975	0
metal1	5	335	152.07	952	0	0	0	1.09649	0
metal1	6	335	208.07	952	0	0	0	1.0952	0
metal1	7	335	264.07	952	0	0	0	1.09396	0
metal1	8	335	320.07	952	0.000170084	0	0.000170084	1.09272	0
metal1	9	335	376.07	952	0.00246701	0	0.00246701	1.09137	0
metal1	10	335	432.07	952	0.00246701	0	0.00246701	1.09047	0
metal1	11	335	488.07	952	0.00324469	0	0.00324469	1.08978	0
metal1	12	335	544.07	952	0.00270251	0	0.00270251	1.08952	0
metal1	13	335	600.07	952	0.00270251	0	0.00270251	1.08951	0
metal1	14	335	656.07	952	0.00270251	0	0.00270251	1.08977	0
metal1	15	335	712.07	952	0.00270251	0	0.00270251	1.09031	0
metal1	16	335	768.07	952	0.00270251	0	0.00270251	1.09113	0
metal1	17	335	824.07	952	0.00270251	0	0.00270251	1.09224	0
metal1	18	335	880.07	952	0.00199194	0	0.00199194	1.09369	0
metal1	19	335	936.07	952	6.62545e-05	0	6.62545e-05	1.09546	0
metal1	20	335	992.07	952	2.02103e-05	0	2.02103e-05	1.09711	0
metal1	21	335	1048.07	952	0	0	0	1.09874	0
metal1	22	335	1086.21	952	0	0	0	1.09989	0
metal1	0	336	14.095	954.8	0	0	0	1.09993	0
metal1	1	336	40.07	954.8	0	0	0	1.09929	0
metal1	2	336	96.07	954.8	0	0	0	1.09785	0
metal1	3	336	108.455	954.8	0	0	0	1.09755	0
metal1	4	336	109.295	954.8	0	0	0	1.09754	0
metal1	5	336	152.07	954.8	0	0	0	1.09654	0
metal1	6	336	208.07	954.8	0	0	0	1.09526	0
metal1	7	336	264.07	954.8	0	0	0	1.09403	0
metal1	8	336	320.07	954.8	0.000170084	0	0.000170084	1.09281	0
metal1	9	336	376.07	954.8	0.00246701	0	0.00246701	1.09152	0
metal1	10	336	432.07	954.8	0.00246701	0	0.00246701	1.09061	0
metal1	11	336	488.07	954.8	0.00324469	0	0.00324469	1.08994	0
metal1	12	336	544.07	954.8	0.00270251	0	0.00270251	1.08967	0
metal1	13	336	600.07	954.8	0.00270251	0	0.00270251	1.08966	0
metal1	14	336	656.07	954.8	0.00270251	0	0.00270251	1.08992	0
metal1	15	336	712.07	954.8	0.00270251	0	0.00270251	1.09045	0
metal1	16	336	768.07	954.8	0.00270251	0	0.00270251	1.09127	0
metal1	17	336	824.07	954.8	0.00270251	0	0.00270251	1.09236	0
metal1	18	336	880.07	954.8	0.00199194	0	0.00199194	1.09379	0
metal1	19	336	936.07	954.8	6.62545e-05	0	6.62545e-05	1.0955	0
metal1	20	336	992.07	954.8	2.02103e-05	0	2.02103e-05	1.09713	0
metal1	21	336	1048.07	954.8	0	0	0	1.09877	0
metal1	22	336	1086.21	954.8	0	0	0	1.09992	0
metal1	0	337	14.095	957.6	0	0	0	1.09997	0
metal1	1	337	40.07	957.6	0	0	0	1.09931	0
metal1	2	337	96.07	957.6	0	0	0	1.09789	0
metal1	3	337	108.455	957.6	0	0	0	1.0976	0
metal1	4	337	109.295	957.6	0	0	0	1.09758	0
metal1	5	337	152.07	957.6	0	0	0	1.09659	0
metal1	6	337	208.07	957.6	0	0	0	1.09533	0
metal1	7	337	264.07	957.6	0	0	0	1.0941	0
metal1	8	337	320.07	957.6	0.000170084	0	0.000170084	1.09289	0
metal1	9	337	376.07	957.6	0.00246701	0	0.00246701	1.09168	0
metal1	10	337	432.07	957.6	0.00246701	0	0.00246701	1.09078	0
metal1	11	337	488.07	957.6	0.00324469	0	0.00324469	1.09013	0
metal1	12	337	544.07	957.6	0.00270251	0	0.00270251	1.08985	0
metal1	13	337	600.07	957.6	0.00270251	0	0.00270251	1.08983	0
metal1	14	337	656.07	957.6	0.00270251	0	0.00270251	1.09009	0
metal1	15	337	712.07	957.6	0.00270251	0	0.00270251	1.09062	0
metal1	16	337	768.07	957.6	0.00270251	0	0.00270251	1.09142	0
metal1	17	337	824.07	957.6	0.00270251	0	0.00270251	1.09251	0
metal1	18	337	880.07	957.6	0.00199194	0	0.00199194	1.0939	0
metal1	19	337	936.07	957.6	6.62545e-05	0	6.62545e-05	1.09554	0
metal1	20	337	992.07	957.6	2.02103e-05	0	2.02103e-05	1.09716	0
metal1	21	337	1048.07	957.6	0	0	0	1.0988	0
metal1	22	337	1086.21	957.6	0	0	0	1.09996	0
metal1	0	338	14.095	960.4	0	0	0	1.09999	0
metal1	1	338	40.07	960.4	0	0	0	1.09932	0
metal1	2	338	96.07	960.4	0	0	0	1.09793	0
metal1	3	338	108.455	960.4	0	0	0	1.09763	0
metal1	4	338	109.295	960.4	0	0	0	1.09761	0
metal1	5	338	152.07	960.4	0	0	0	1.09663	0
metal1	6	338	208.07	960.4	0	0	0	1.09538	0
metal1	7	338	264.07	960.4	0	0	0	1.09417	0
metal1	8	338	320.07	960.4	0.000170084	0	0.000170084	1.09297	0
metal1	9	338	376.07	960.4	0.00246701	0	0.00246701	1.0918	0
metal1	10	338	432.07	960.4	0.00246701	0	0.00246701	1.09091	0
metal1	11	338	488.07	960.4	0.00324469	0	0.00324469	1.09028	0
metal1	12	338	544.07	960.4	0.00270251	0	0.00270251	1.08999	0
metal1	13	338	600.07	960.4	0.00270251	0	0.00270251	1.08997	0
metal1	14	338	656.07	960.4	0.00270251	0	0.00270251	1.09022	0
metal1	15	338	712.07	960.4	0.00270251	0	0.00270251	1.09074	0
metal1	16	338	768.07	960.4	0.00270251	0	0.00270251	1.09154	0
metal1	17	338	824.07	960.4	0.00270251	0	0.00270251	1.09261	0
metal1	18	338	880.07	960.4	0.00199194	0	0.00199194	1.09398	0
metal1	19	338	936.07	960.4	6.62545e-05	0	6.62545e-05	1.09557	0
metal1	20	338	992.07	960.4	2.02103e-05	0	2.02103e-05	1.09718	0
metal1	21	338	1048.07	960.4	0	0	0	1.09882	0
metal1	22	338	1086.21	960.4	0	0	0	1.09998	0
metal1	0	339	14.095	963.2	0	0	0	1.09995	0
metal1	1	339	40.07	963.2	0	0	0	1.09931	0
metal1	2	339	96.07	963.2	0	0	0	1.09793	0
metal1	3	339	108.455	963.2	0	0	0	1.09765	0
metal1	4	339	109.295	963.2	0	0	0	1.09763	0
metal1	5	339	152.07	963.2	0	0	0	1.09666	0
metal1	6	339	208.07	963.2	0	0	0	1.09543	0
metal1	7	339	264.07	963.2	0	0	0	1.09422	0
metal1	8	339	320.07	963.2	0.000170084	0	0.000170084	1.09303	0
metal1	9	339	376.07	963.2	0.00246701	0	0.00246701	1.0918	0
metal1	10	339	432.07	963.2	0.00246701	0	0.00246701	1.09091	0
metal1	11	339	488.07	963.2	0.00324469	0	0.00324469	1.09026	0
metal1	12	339	544.07	963.2	0.00270251	0	0.00270251	1.08999	0
metal1	13	339	600.07	963.2	0.00270251	0	0.00270251	1.08997	0
metal1	14	339	656.07	963.2	0.00270251	0	0.00270251	1.09021	0
metal1	15	339	712.07	963.2	0.00270251	0	0.00270251	1.09073	0
metal1	16	339	768.07	963.2	0.00270251	0	0.00270251	1.09152	0
metal1	17	339	824.07	963.2	0.00270251	0	0.00270251	1.09258	0
metal1	18	339	880.07	963.2	0.00199194	0	0.00199194	1.09395	0
metal1	19	339	936.07	963.2	6.62545e-05	0	6.62545e-05	1.09559	0
metal1	20	339	992.07	963.2	2.02103e-05	0	2.02103e-05	1.09718	0
metal1	21	339	1048.07	963.2	0	0	0	1.0988	0
metal1	22	339	1086.21	963.2	0	0	0	1.09994	0
metal1	0	340	14.095	966	0	0	0	1.09992	0
metal1	1	340	40.07	966	0	0	0	1.09931	0
metal1	2	340	96.07	966	0	0	0	1.09795	0
metal1	3	340	108.455	966	0	0	0	1.09767	0
metal1	4	340	109.295	966	0	0	0	1.09765	0
metal1	5	340	152.07	966	0	0	0	1.0967	0
metal1	6	340	208.07	966	0	0	0	1.09547	0
metal1	7	340	264.07	966	0	0	0	1.09428	0
metal1	8	340	320.07	966	0.000170084	0	0.000170084	1.0931	0
metal1	9	340	376.07	966	0.00246701	0	0.00246701	1.09181	0
metal1	10	340	432.07	966	0.00246701	0	0.00246701	1.09094	0
metal1	11	340	488.07	966	0.00324469	0	0.00324469	1.09027	0
metal1	12	340	544.07	966	0.00270251	0	0.00270251	1.09001	0
metal1	13	340	600.07	966	0.00270251	0	0.00270251	1.08999	0
metal1	14	340	656.07	966	0.00270251	0	0.00270251	1.09024	0
metal1	15	340	712.07	966	0.00270251	0	0.00270251	1.09074	0
metal1	16	340	768.07	966	0.00270251	0	0.00270251	1.09152	0
metal1	17	340	824.07	966	0.00270251	0	0.00270251	1.09257	0
metal1	18	340	880.07	966	0.00199194	0	0.00199194	1.09394	0
metal1	19	340	936.07	966	6.62545e-05	0	6.62545e-05	1.09561	0
metal1	20	340	992.07	966	2.02103e-05	0	2.02103e-05	1.09719	0
metal1	21	340	1048.07	966	0	0	0	1.09879	0
metal1	22	340	1086.21	966	0	0	0	1.0999	0
metal1	0	341	14.095	968.8	0	0	0	1.0999	0
metal1	1	341	40.07	968.8	0	0	0	1.09931	0
metal1	2	341	96.07	968.8	0	0	0	1.09796	0
metal1	3	341	108.455	968.8	0	0	0	1.09769	0
metal1	4	341	109.295	968.8	0	0	0	1.09767	0
metal1	5	341	152.07	968.8	0	0	0	1.09673	0
metal1	6	341	208.07	968.8	0	0	0	1.09552	0
metal1	7	341	264.07	968.8	0	0	0	1.09434	0
metal1	8	341	320.07	968.8	0.000170084	0	0.000170084	1.09317	0
metal1	9	341	376.07	968.8	0.00246701	0	0.00246701	1.09185	0
metal1	10	341	432.07	968.8	0.00246701	0	0.00246701	1.09098	0
metal1	11	341	488.07	968.8	0.00324469	0	0.00324469	1.09031	0
metal1	12	341	544.07	968.8	0.00270251	0	0.00270251	1.09006	0
metal1	13	341	600.07	968.8	0.00270251	0	0.00270251	1.09004	0
metal1	14	341	656.07	968.8	0.00270251	0	0.00270251	1.09028	0
metal1	15	341	712.07	968.8	0.00270251	0	0.00270251	1.09078	0
metal1	16	341	768.07	968.8	0.00270251	0	0.00270251	1.09155	0
metal1	17	341	824.07	968.8	0.00270251	0	0.00270251	1.09258	0
metal1	18	341	880.07	968.8	0.00199194	0	0.00199194	1.09396	0
metal1	19	341	936.07	968.8	6.62545e-05	0	6.62545e-05	1.09564	0
metal1	20	341	992.07	968.8	2.02103e-05	0	2.02103e-05	1.0972	0
metal1	21	341	1048.07	968.8	0	0	0	1.09877	0
metal1	22	341	1086.21	968.8	0	0	0	1.09988	0
metal1	0	342	14.095	971.6	0	0	0	1.09989	0
metal1	1	342	40.07	971.6	0	0	0	1.09932	0
metal1	2	342	96.07	971.6	0	0	0	1.09798	0
metal1	3	342	108.455	971.6	0	0	0	1.09772	0
metal1	4	342	109.295	971.6	0	0	0	1.0977	0
metal1	5	342	152.07	971.6	0	0	0	1.09677	0
metal1	6	342	208.07	971.6	0	0	0	1.09557	0
metal1	7	342	264.07	971.6	0	0	0	1.0944	0
metal1	8	342	320.07	971.6	0.000170084	0	0.000170084	1.09324	0
metal1	9	342	376.07	971.6	0.00246701	0	0.00246701	1.09191	0
metal1	10	342	432.07	971.6	0.00246701	0	0.00246701	1.09105	0
metal1	11	342	488.07	971.6	0.00324469	0	0.00324469	1.09038	0
metal1	12	342	544.07	971.6	0.00270251	0	0.00270251	1.09014	0
metal1	13	342	600.07	971.6	0.00270251	0	0.00270251	1.09012	0
metal1	14	342	656.07	971.6	0.00270251	0	0.00270251	1.09035	0
metal1	15	342	712.07	971.6	0.00270251	0	0.00270251	1.09084	0
metal1	16	342	768.07	971.6	0.00270251	0	0.00270251	1.0916	0
metal1	17	342	824.07	971.6	0.00270251	0	0.00270251	1.09262	0
metal1	18	342	880.07	971.6	0.00196307	0	0.00196307	1.09398	0
metal1	19	342	936.07	971.6	3.23493e-06	0	3.23493e-06	1.09567	0
metal1	20	342	992.07	971.6	9.86644e-07	0	9.86644e-07	1.0972	0
metal1	21	342	1048.07	971.6	0	0	0	1.09877	0
metal1	22	342	1086.21	971.6	0	0	0	1.09986	0
metal1	0	343	14.095	974.4	0	0	0	1.09988	0
metal1	1	343	40.07	974.4	0	0	0	1.09933	0
metal1	2	343	96.07	974.4	0	0	0	1.09801	0
metal1	3	343	108.455	974.4	0	0	0	1.09775	0
metal1	4	343	109.295	974.4	0	0	0	1.09773	0
metal1	5	343	152.07	974.4	0	0	0	1.0968	0
metal1	6	343	208.07	974.4	0	0	0	1.09562	0
metal1	7	343	264.07	974.4	0	0	0	1.09447	0
metal1	8	343	320.07	974.4	0.000170084	0	0.000170084	1.09332	0
metal1	9	343	376.07	974.4	0.00246701	0	0.00246701	1.092	0
metal1	10	343	432.07	974.4	0.00246701	0	0.00246701	1.09114	0
metal1	11	343	488.07	974.4	0.00324469	0	0.00324469	1.09047	0
metal1	12	343	544.07	974.4	0.00270251	0	0.00270251	1.09024	0
metal1	13	343	600.07	974.4	0.00270251	0	0.00270251	1.09021	0
metal1	14	343	656.07	974.4	0.00270251	0	0.00270251	1.09044	0
metal1	15	343	712.07	974.4	0.00270251	0	0.00270251	1.09093	0
metal1	16	343	768.07	974.4	0.00270251	0	0.00270251	1.09168	0
metal1	17	343	824.07	974.4	0.00270251	0	0.00270251	1.09268	0
metal1	18	343	880.07	974.4	0.00196159	0	0.00196159	1.09403	0
metal1	19	343	936.07	974.4	0	0	0	1.0957	0
metal1	20	343	992.07	974.4	0	0	0	1.09722	0
metal1	21	343	1048.07	974.4	0	0	0	1.09876	0
metal1	22	343	1086.21	974.4	0	0	0	1.09986	0
metal1	0	344	14.095	977.2	0	0	0	1.09989	0
metal1	1	344	40.07	977.2	0	0	0	1.09934	0
metal1	2	344	96.07	977.2	0	0	0	1.09803	0
metal1	3	344	108.455	977.2	0	0	0	1.09778	0
metal1	4	344	109.295	977.2	0	0	0	1.09776	0
metal1	5	344	152.07	977.2	0	0	0	1.09684	0
metal1	6	344	208.07	977.2	0	0	0	1.09568	0
metal1	7	344	264.07	977.2	0	0	0	1.09453	0
metal1	8	344	320.07	977.2	0.000170084	0	0.000170084	1.0934	0
metal1	9	344	376.07	977.2	0.00246701	0	0.00246701	1.0921	0
metal1	10	344	432.07	977.2	0.00246701	0	0.00246701	1.09126	0
metal1	11	344	488.07	977.2	0.00324469	0	0.00324469	1.09059	0
metal1	12	344	544.07	977.2	0.00270251	0	0.00270251	1.09036	0
metal1	13	344	600.07	977.2	0.00270251	0	0.00270251	1.09034	0
metal1	14	344	656.07	977.2	0.00270251	0	0.00270251	1.09056	0
metal1	15	344	712.07	977.2	0.00270251	0	0.00270251	1.09104	0
metal1	16	344	768.07	977.2	0.00270251	0	0.00270251	1.09177	0
metal1	17	344	824.07	977.2	0.00270251	0	0.00270251	1.09277	0
metal1	18	344	880.07	977.2	0.00196159	0	0.00196159	1.09409	0
metal1	19	344	936.07	977.2	0	0	0	1.09573	0
metal1	20	344	992.07	977.2	0	0	0	1.09723	0
metal1	21	344	1048.07	977.2	0	0	0	1.09876	0
metal1	22	344	1086.21	977.2	0	0	0	1.09986	0
metal1	0	345	14.095	980	0	0	0	1.0999	0
metal1	1	345	40.07	980	0	0	0	1.09935	0
metal1	2	345	96.07	980	0	0	0	1.09806	0
metal1	3	345	108.455	980	0	0	0	1.09781	0
metal1	4	345	109.295	980	0	0	0	1.09779	0
metal1	5	345	152.07	980	0	0	0	1.09689	0
metal1	6	345	208.07	980	0	0	0	1.09573	0
metal1	7	345	264.07	980	0	0	0	1.0946	0
metal1	8	345	320.07	980	0.000170084	0	0.000170084	1.09348	0
metal1	9	345	376.07	980	0.00246701	0	0.00246701	1.09222	0
metal1	10	345	432.07	980	0.00246701	0	0.00246701	1.09139	0
metal1	11	345	488.07	980	0.00324469	0	0.00324469	1.09075	0
metal1	12	345	544.07	980	0.00270251	0	0.00270251	1.09051	0
metal1	13	345	600.07	980	0.00270251	0	0.00270251	1.09048	0
metal1	14	345	656.07	980	0.00270251	0	0.00270251	1.0907	0
metal1	15	345	712.07	980	0.00270251	0	0.00270251	1.09118	0
metal1	16	345	768.07	980	0.00270251	0	0.00270251	1.0919	0
metal1	17	345	824.07	980	0.00270251	0	0.00270251	1.09287	0
metal1	18	345	880.07	980	0.00196159	0	0.00196159	1.09417	0
metal1	19	345	936.07	980	0	0	0	1.09577	0
metal1	20	345	992.07	980	1.81989e-12	0	1.81989e-12	1.09725	0
metal1	21	345	1048.07	980	0	0	0	1.09877	0
metal1	22	345	1086.21	980	0	0	0	1.09988	0
metal1	0	346	14.095	982.8	0	0	0	1.09992	0
metal1	1	346	40.07	982.8	0	0	0	1.09937	0
metal1	2	346	96.07	982.8	0	0	0	1.0981	0
metal1	3	346	108.455	982.8	0	0	0	1.09784	0
metal1	4	346	109.295	982.8	0	0	0	1.09782	0
metal1	5	346	152.07	982.8	0	0	0	1.09693	0
metal1	6	346	208.07	982.8	0	0	0	1.09579	0
metal1	7	346	264.07	982.8	0	0	0	1.09467	0
metal1	8	346	320.07	982.8	0.000170084	0	0.000170084	1.09357	0
metal1	9	346	376.07	982.8	0.00246701	0	0.00246701	1.09237	0
metal1	10	346	432.07	982.8	0.00246701	0	0.00246701	1.09155	0
metal1	11	346	488.07	982.8	0.00324469	0	0.00324469	1.09092	0
metal1	12	346	544.07	982.8	0.00270251	0	0.00270251	1.09068	0
metal1	13	346	600.07	982.8	0.00270251	0	0.00270251	1.09065	0
metal1	14	346	656.07	982.8	0.00270251	0	0.00270251	1.09087	0
metal1	15	346	712.07	982.8	0.00270251	0	0.00270251	1.09133	0
metal1	16	346	768.07	982.8	0.00270251	0	0.00270251	1.09205	0
metal1	17	346	824.07	982.8	0.00270251	0	0.00270251	1.09301	0
metal1	18	346	880.07	982.8	0.00196159	0	0.00196159	1.09427	0
metal1	19	346	936.07	982.8	0	0	0	1.09581	0
metal1	20	346	992.07	982.8	0	0	0	1.09726	0
metal1	21	346	1048.07	982.8	0	0	0	1.09878	0
metal1	22	346	1086.21	982.8	0	0	0	1.0999	0
metal1	0	347	14.095	985.6	0	0	0	1.09995	0
metal1	1	347	40.07	985.6	0	0	0	1.09939	0
metal1	2	347	96.07	985.6	0	0	0	1.09814	0
metal1	3	347	108.455	985.6	0	0	0	1.09788	0
metal1	4	347	109.295	985.6	0	0	0	1.09786	0
metal1	5	347	152.07	985.6	0	0	0	1.09698	0
metal1	6	347	208.07	985.6	0	0	0	1.09585	0
metal1	7	347	264.07	985.6	0	0	0	1.09475	0
metal1	8	347	320.07	985.6	0.000170084	0	0.000170084	1.09367	0
metal1	9	347	376.07	985.6	0.00246701	0	0.00246701	1.09253	0
metal1	10	347	432.07	985.6	0.00246701	0	0.00246701	1.09173	0
metal1	11	347	488.07	985.6	0.00324469	0	0.00324469	1.09113	0
metal1	12	347	544.07	985.6	0.00270251	0	0.00270251	1.09088	0
metal1	13	347	600.07	985.6	0.00270251	0	0.00270251	1.09085	0
metal1	14	347	656.07	985.6	0.00270251	0	0.00270251	1.09106	0
metal1	15	347	712.07	985.6	0.00270251	0	0.00270251	1.09152	0
metal1	16	347	768.07	985.6	0.00270251	0	0.00270251	1.09222	0
metal1	17	347	824.07	985.6	0.00270251	0	0.00270251	1.09316	0
metal1	18	347	880.07	985.6	0.00196159	0	0.00196159	1.09439	0
metal1	19	347	936.07	985.6	0	0	0	1.09585	0
metal1	20	347	992.07	985.6	0	0	0	1.09728	0
metal1	21	347	1048.07	985.6	0	0	0	1.09879	0
metal1	22	347	1086.21	985.6	0	0	0	1.09993	0
metal1	0	348	14.095	988.4	0	0	0	1.09998	0
metal1	1	348	40.07	988.4	0	0	0	1.09941	0
metal1	2	348	96.07	988.4	0	0	0	1.09818	0
metal1	3	348	108.455	988.4	0	0	0	1.09792	0
metal1	4	348	109.295	988.4	0	0	0	1.0979	0
metal1	5	348	152.07	988.4	0	0	0	1.09703	0
metal1	6	348	208.07	988.4	0	0	0	1.09591	0
metal1	7	348	264.07	988.4	0	0	0	1.09482	0
metal1	8	348	320.07	988.4	0.000170084	0	0.000170084	1.09376	0
metal1	9	348	376.07	988.4	0.00246701	0	0.00246701	1.09272	0
metal1	10	348	432.07	988.4	0.00246701	0	0.00246701	1.09194	0
metal1	11	348	488.07	988.4	0.00324469	0	0.00324469	1.09137	0
metal1	12	348	544.07	988.4	0.00270251	0	0.00270251	1.0911	0
metal1	13	348	600.07	988.4	0.00270251	0	0.00270251	1.09106	0
metal1	14	348	656.07	988.4	0.00270251	0	0.00270251	1.09127	0
metal1	15	348	712.07	988.4	0.00270251	0	0.00270251	1.09172	0
metal1	16	348	768.07	988.4	0.00270251	0	0.00270251	1.09241	0
metal1	17	348	824.07	988.4	0.00270251	0	0.00270251	1.09334	0
metal1	18	348	880.07	988.4	0.00196159	0	0.00196159	1.09452	0
metal1	19	348	936.07	988.4	0	0	0	1.0959	0
metal1	20	348	992.07	988.4	0	0	0	1.0973	0
metal1	21	348	1048.07	988.4	0	0	0	1.0988	0
metal1	22	348	1086.21	988.4	0	0	0	1.09998	0
metal1	0	349	14.095	991.2	0	0	0	1.09999	0
metal1	1	349	40.07	991.2	0	0	0	1.09942	0
metal1	2	349	96.07	991.2	0	0	0	1.0982	0
metal1	3	349	108.455	991.2	0	0	0	1.09794	0
metal1	4	349	109.295	991.2	0	0	0	1.09793	0
metal1	5	349	152.07	991.2	0	0	0	1.09706	0
metal1	6	349	208.07	991.2	0	0	0	1.09596	0
metal1	7	349	264.07	991.2	0	0	0	1.09488	0
metal1	8	349	320.07	991.2	0.000170084	0	0.000170084	1.09384	0
metal1	9	349	376.07	991.2	0.00246701	0	0.00246701	1.09283	0
metal1	10	349	432.07	991.2	0.00246701	0	0.00246701	1.09206	0
metal1	11	349	488.07	991.2	0.00324469	0	0.00324469	1.0915	0
metal1	12	349	544.07	991.2	0.00270251	0	0.00270251	1.09123	0
metal1	13	349	600.07	991.2	0.00270251	0	0.00270251	1.0912	0
metal1	14	349	656.07	991.2	0.00270251	0	0.00270251	1.0914	0
metal1	15	349	712.07	991.2	0.00270251	0	0.00270251	1.09185	0
metal1	16	349	768.07	991.2	0.00270251	0	0.00270251	1.09253	0
metal1	17	349	824.07	991.2	0.00270251	0	0.00270251	1.09344	0
metal1	18	349	880.07	991.2	0.00196159	0	0.00196159	1.09459	0
metal1	19	349	936.07	991.2	0	0	0	1.09592	0
metal1	20	349	992.07	991.2	0	0	0	1.09728	0
metal1	21	349	1048.07	991.2	0	0	0	1.0987	0
metal1	22	349	1086.21	991.2	0	0	0	1.09979	0
metal1	0	350	14.095	994	0	0	0	1.09998	0
metal1	1	350	40.07	994	0	0	0	1.09943	0
metal1	2	350	96.07	994	0	0	0	1.09822	0
metal1	3	350	108.455	994	0	0	0	1.09797	0
metal1	4	350	109.295	994	0	0	0	1.09795	0
metal1	5	350	152.07	994	0	0	0	1.09709	0
metal1	6	350	208.07	994	0	0	0	1.096	0
metal1	7	350	264.07	994	0	0	0	1.09494	0
metal1	8	350	320.07	994	0.000170084	0	0.000170084	1.0939	0
metal1	9	350	376.07	994	0.00246701	0	0.00246701	1.09289	0
metal1	10	350	432.07	994	0.00246701	0	0.00246701	1.09212	0
metal1	11	350	488.07	994	0.00324469	0	0.00324469	1.09157	0
metal1	12	350	544.07	994	0.00270251	0	0.00270251	1.0913	0
metal1	13	350	600.07	994	0.00270251	0	0.00270251	1.09127	0
metal1	14	350	656.07	994	0.00270251	0	0.00270251	1.09147	0
metal1	15	350	712.07	994	0.00270251	0	0.00270251	1.09191	0
metal1	16	350	768.07	994	0.00270251	0	0.00270251	1.09258	0
metal1	17	350	824.07	994	0.00270251	0	0.00270251	1.09348	0
metal1	18	350	880.07	994	0.00196159	0	0.00196159	1.09461	0
metal1	19	350	936.07	994	0	0	0	1.09592	0
metal1	20	350	992.07	994	0	0	0	1.09722	0
metal1	21	350	1048.07	994	0	0	0	1.09852	0
metal1	22	350	1086.21	994	0	0	0	1.09942	0
metal1	0	351	14.095	996.8	0	0	0	1.09999	0
metal1	1	351	40.07	996.8	0	0	0	1.09944	0
metal1	2	351	96.07	996.8	0	0	0	1.09824	0
metal1	3	351	108.455	996.8	0	0	0	1.09799	0
metal1	4	351	109.295	996.8	0	0	0	1.09797	0
metal1	5	351	152.07	996.8	0	0	0	1.09712	0
metal1	6	351	208.07	996.8	0	0	0	1.09604	0
metal1	7	351	264.07	996.8	0	0	0	1.09499	0
metal1	8	351	320.07	996.8	0.000170084	0	0.000170084	1.09397	0
metal1	9	351	376.07	996.8	0.00246701	0	0.00246701	1.09297	0
