net	sig_type	shape_kind	layer	llx_um	lly_um	urx_um	ury_um	cx_um	cy_um
VSS	GROUND	wire	metal6	189.505	190.85	190.435	251.78	189.97	221.315
VSS	GROUND	wire	metal6	179.505	190.85	180.435	251.78	179.97	221.315
VSS	GROUND	wire	metal6	169.505	190.85	170.435	251.78	169.97	221.315
VSS	GROUND	wire	metal6	159.505	190.85	160.435	251.78	159.97	221.315
VSS	GROUND	wire	metal6	149.505	190.85	150.435	251.78	149.97	221.315
VSS	GROUND	wire	metal6	139.505	190.85	140.435	251.78	139.97	221.315
VSS	GROUND	wire	metal6	129.505	190.85	130.435	251.78	129.97	221.315
VSS	GROUND	wire	metal6	119.505	190.85	120.435	251.78	119.97	221.315
VSS	GROUND	wire	metal5	119.505	250.85	190.435	251.78	154.97	251.315
VSS	GROUND	wire	metal5	119.505	240.85	193.21	241.78	156.3575	241.315
VSS	GROUND	wire	metal5	119.505	230.85	193.21	231.78	156.3575	231.315
VSS	GROUND	wire	metal5	119.505	220.85	193.21	221.78	156.3575	221.315
VSS	GROUND	wire	metal5	119.505	210.85	193.21	211.78	156.3575	211.315
VSS	GROUND	wire	metal5	119.505	200.85	193.21	201.78	156.3575	201.315
VSS	GROUND	wire	metal5	119.505	190.85	190.435	191.78	154.97	191.315
VSS	GROUND	via	?	189.505	223.9	190.435	225.3	189.97	224.6
VSS	GROUND	via	?	189.505	193.9	190.435	195.3	189.97	194.6
VSS	GROUND	via	?	179.505	223.9	180.435	225.3	179.97	224.6
VSS	GROUND	via	?	179.505	193.9	180.435	195.3	179.97	194.6
VSS	GROUND	via	?	169.505	223.9	170.435	225.3	169.97	224.6
VSS	GROUND	via	?	169.505	193.9	170.435	195.3	169.97	194.6
VSS	GROUND	via	?	159.505	223.9	160.435	225.3	159.97	224.6
VSS	GROUND	via	?	159.505	193.9	160.435	195.3	159.97	194.6
VSS	GROUND	via	?	149.505	223.9	150.435	225.3	149.97	224.6
VSS	GROUND	via	?	149.505	193.9	150.435	195.3	149.97	194.6
VSS	GROUND	via	?	139.505	223.9	140.435	225.3	139.97	224.6
VSS	GROUND	via	?	139.505	193.9	140.435	195.3	139.97	194.6
VSS	GROUND	via	?	129.505	223.9	130.435	225.3	129.97	224.6
VSS	GROUND	via	?	129.505	193.9	130.435	195.3	129.97	194.6
VSS	GROUND	via	?	119.505	223.9	120.435	225.3	119.97	224.6
VSS	GROUND	via	?	119.505	193.9	120.435	195.3	119.97	194.6
VSS	GROUND	via	?	189.505	250.85	190.435	251.78	189.97	251.315
VSS	GROUND	via	?	189.505	240.85	190.435	241.78	189.97	241.315
VSS	GROUND	via	?	189.505	230.85	190.435	231.78	189.97	231.315
VSS	GROUND	via	?	189.505	220.85	190.435	221.78	189.97	221.315
VSS	GROUND	via	?	189.505	210.85	190.435	211.78	189.97	211.315
VSS	GROUND	via	?	189.505	200.85	190.435	201.78	189.97	201.315
VSS	GROUND	via	?	189.505	190.85	190.435	191.78	189.97	191.315
VSS	GROUND	via	?	179.505	250.85	180.435	251.78	179.97	251.315
VSS	GROUND	via	?	179.505	240.85	180.435	241.78	179.97	241.315
VSS	GROUND	via	?	179.505	230.85	180.435	231.78	179.97	231.315
VSS	GROUND	via	?	179.505	220.85	180.435	221.78	179.97	221.315
VSS	GROUND	via	?	179.505	210.85	180.435	211.78	179.97	211.315
VSS	GROUND	via	?	179.505	200.85	180.435	201.78	179.97	201.315
VSS	GROUND	via	?	179.505	190.85	180.435	191.78	179.97	191.315
VSS	GROUND	via	?	169.505	250.85	170.435	251.78	169.97	251.315
VSS	GROUND	via	?	169.505	240.85	170.435	241.78	169.97	241.315
VSS	GROUND	via	?	169.505	230.85	170.435	231.78	169.97	231.315
VSS	GROUND	via	?	169.505	220.85	170.435	221.78	169.97	221.315
VSS	GROUND	via	?	169.505	210.85	170.435	211.78	169.97	211.315
VSS	GROUND	via	?	169.505	200.85	170.435	201.78	169.97	201.315
VSS	GROUND	via	?	169.505	190.85	170.435	191.78	169.97	191.315
VSS	GROUND	via	?	159.505	250.85	160.435	251.78	159.97	251.315
VSS	GROUND	via	?	159.505	240.85	160.435	241.78	159.97	241.315
VSS	GROUND	via	?	159.505	230.85	160.435	231.78	159.97	231.315
VSS	GROUND	via	?	159.505	220.85	160.435	221.78	159.97	221.315
VSS	GROUND	via	?	159.505	210.85	160.435	211.78	159.97	211.315
VSS	GROUND	via	?	159.505	200.85	160.435	201.78	159.97	201.315
VSS	GROUND	via	?	159.505	190.85	160.435	191.78	159.97	191.315
VSS	GROUND	via	?	149.505	250.85	150.435	251.78	149.97	251.315
VSS	GROUND	via	?	149.505	240.85	150.435	241.78	149.97	241.315
VSS	GROUND	via	?	149.505	230.85	150.435	231.78	149.97	231.315
VSS	GROUND	via	?	149.505	220.85	150.435	221.78	149.97	221.315
VSS	GROUND	via	?	149.505	210.85	150.435	211.78	149.97	211.315
VSS	GROUND	via	?	149.505	200.85	150.435	201.78	149.97	201.315
VSS	GROUND	via	?	149.505	190.85	150.435	191.78	149.97	191.315
VSS	GROUND	via	?	139.505	250.85	140.435	251.78	139.97	251.315
VSS	GROUND	via	?	139.505	240.85	140.435	241.78	139.97	241.315
VSS	GROUND	via	?	139.505	230.85	140.435	231.78	139.97	231.315
VSS	GROUND	via	?	139.505	220.85	140.435	221.78	139.97	221.315
VSS	GROUND	via	?	139.505	210.85	140.435	211.78	139.97	211.315
VSS	GROUND	via	?	139.505	200.85	140.435	201.78	139.97	201.315
VSS	GROUND	via	?	139.505	190.85	140.435	191.78	139.97	191.315
VSS	GROUND	via	?	129.505	250.85	130.435	251.78	129.97	251.315
VSS	GROUND	via	?	129.505	240.85	130.435	241.78	129.97	241.315
VSS	GROUND	via	?	129.505	230.85	130.435	231.78	129.97	231.315
VSS	GROUND	via	?	129.505	220.85	130.435	221.78	129.97	221.315
VSS	GROUND	via	?	129.505	210.85	130.435	211.78	129.97	211.315
VSS	GROUND	via	?	129.505	200.85	130.435	201.78	129.97	201.315
VSS	GROUND	via	?	129.505	190.85	130.435	191.78	129.97	191.315
VSS	GROUND	via	?	119.505	250.85	120.435	251.78	119.97	251.315
VSS	GROUND	via	?	119.505	240.85	120.435	241.78	119.97	241.315
VSS	GROUND	via	?	119.505	230.85	120.435	231.78	119.97	231.315
VSS	GROUND	via	?	119.505	220.85	120.435	221.78	119.97	221.315
VSS	GROUND	via	?	119.505	210.85	120.435	211.78	119.97	211.315
VSS	GROUND	via	?	119.505	200.85	120.435	201.78	119.97	201.315
VSS	GROUND	via	?	119.505	190.85	120.435	191.78	119.97	191.315
VSS	GROUND	via	?	192.93	240.85	193.21	241.78	193.07	241.315
VSS	GROUND	via	?	192.93	230.85	193.21	231.78	193.07	231.315
VSS	GROUND	via	?	192.93	220.85	193.21	221.78	193.07	221.315
VSS	GROUND	via	?	192.93	210.85	193.21	211.78	193.07	211.315
VSS	GROUND	via	?	192.93	200.85	193.21	201.78	193.07	201.315
VSS	GROUND	via	?	188.45	240.85	188.73	241.78	188.59	241.315
VSS	GROUND	via	?	188.45	230.85	188.73	231.78	188.59	231.315
VSS	GROUND	via	?	188.45	220.85	188.73	221.78	188.59	221.315
VSS	GROUND	via	?	188.45	210.85	188.73	211.78	188.59	211.315
VSS	GROUND	via	?	188.45	200.85	188.73	201.78	188.59	201.315
VSS	GROUND	via	?	183.97	240.85	184.25	241.78	184.11	241.315
VSS	GROUND	via	?	183.97	230.85	184.25	231.78	184.11	231.315
VSS	GROUND	via	?	183.97	220.85	184.25	221.78	184.11	221.315
VSS	GROUND	via	?	183.97	210.85	184.25	211.78	184.11	211.315
VSS	GROUND	via	?	183.97	200.85	184.25	201.78	184.11	201.315
VSS	GROUND	via	?	179.49	240.85	179.77	241.78	179.63	241.315
VSS	GROUND	via	?	179.49	230.85	179.77	231.78	179.63	231.315
VSS	GROUND	via	?	179.49	220.85	179.77	221.78	179.63	221.315
VSS	GROUND	via	?	179.49	210.85	179.77	211.78	179.63	211.315
VSS	GROUND	via	?	179.49	200.85	179.77	201.78	179.63	201.315
VSS	GROUND	via	?	175.01	240.85	175.29	241.78	175.15	241.315
VSS	GROUND	via	?	175.01	230.85	175.29	231.78	175.15	231.315
VSS	GROUND	via	?	175.01	220.85	175.29	221.78	175.15	221.315
VSS	GROUND	via	?	175.01	210.85	175.29	211.78	175.15	211.315
VSS	GROUND	via	?	175.01	200.85	175.29	201.78	175.15	201.315
VSS	GROUND	via	?	170.53	240.85	170.81	241.78	170.67	241.315
VSS	GROUND	via	?	170.53	230.85	170.81	231.78	170.67	231.315
VSS	GROUND	via	?	170.53	220.85	170.81	221.78	170.67	221.315
VSS	GROUND	via	?	170.53	210.85	170.81	211.78	170.67	211.315
VSS	GROUND	via	?	170.53	200.85	170.81	201.78	170.67	201.315
VSS	GROUND	via	?	166.05	240.85	166.33	241.78	166.19	241.315
VSS	GROUND	via	?	166.05	230.85	166.33	231.78	166.19	231.315
VSS	GROUND	via	?	166.05	220.85	166.33	221.78	166.19	221.315
VSS	GROUND	via	?	166.05	210.85	166.33	211.78	166.19	211.315
VSS	GROUND	via	?	166.05	200.85	166.33	201.78	166.19	201.315
VSS	GROUND	via	?	161.57	240.85	161.85	241.78	161.71	241.315
VSS	GROUND	via	?	161.57	230.85	161.85	231.78	161.71	231.315
VSS	GROUND	via	?	161.57	220.85	161.85	221.78	161.71	221.315
VSS	GROUND	via	?	161.57	210.85	161.85	211.78	161.71	211.315
VSS	GROUND	via	?	161.57	200.85	161.85	201.78	161.71	201.315
VSS	GROUND	via	?	157.09	240.85	157.37	241.78	157.23	241.315
VSS	GROUND	via	?	157.09	230.85	157.37	231.78	157.23	231.315
VSS	GROUND	via	?	157.09	220.85	157.37	221.78	157.23	221.315
VSS	GROUND	via	?	157.09	210.85	157.37	211.78	157.23	211.315
VSS	GROUND	via	?	157.09	200.85	157.37	201.78	157.23	201.315
VSS	GROUND	via	?	152.61	240.85	152.89	241.78	152.75	241.315
VSS	GROUND	via	?	152.61	230.85	152.89	231.78	152.75	231.315
VSS	GROUND	via	?	152.61	220.85	152.89	221.78	152.75	221.315
VSS	GROUND	via	?	152.61	210.85	152.89	211.78	152.75	211.315
VSS	GROUND	via	?	152.61	200.85	152.89	201.78	152.75	201.315
VSS	GROUND	via	?	148.13	240.85	148.41	241.78	148.27	241.315
VSS	GROUND	via	?	148.13	230.85	148.41	231.78	148.27	231.315
VSS	GROUND	via	?	148.13	220.85	148.41	221.78	148.27	221.315
VSS	GROUND	via	?	148.13	210.85	148.41	211.78	148.27	211.315
VSS	GROUND	via	?	148.13	200.85	148.41	201.78	148.27	201.315
VSS	GROUND	via	?	143.65	240.85	143.93	241.78	143.79	241.315
VSS	GROUND	via	?	143.65	230.85	143.93	231.78	143.79	231.315
VSS	GROUND	via	?	143.65	220.85	143.93	221.78	143.79	221.315
VSS	GROUND	via	?	143.65	210.85	143.93	211.78	143.79	211.315
VSS	GROUND	via	?	143.65	200.85	143.93	201.78	143.79	201.315
VSS	GROUND	via	?	139.17	240.85	139.45	241.78	139.31	241.315
VSS	GROUND	via	?	139.17	230.85	139.45	231.78	139.31	231.315
VSS	GROUND	via	?	139.17	220.85	139.45	221.78	139.31	221.315
VSS	GROUND	via	?	139.17	210.85	139.45	211.78	139.31	211.315
VSS	GROUND	via	?	139.17	200.85	139.45	201.78	139.31	201.315
VSS	GROUND	via	?	134.69	240.85	134.97	241.78	134.83	241.315
VSS	GROUND	via	?	134.69	230.85	134.97	231.78	134.83	231.315
VSS	GROUND	via	?	134.69	220.85	134.97	221.78	134.83	221.315
VSS	GROUND	via	?	134.69	210.85	134.97	211.78	134.83	211.315
VSS	GROUND	via	?	134.69	200.85	134.97	201.78	134.83	201.315
VSS	GROUND	via	?	130.21	240.85	130.49	241.78	130.35	241.315
VSS	GROUND	via	?	130.21	230.85	130.49	231.78	130.35	231.315
VSS	GROUND	via	?	130.21	220.85	130.49	221.78	130.35	221.315
VSS	GROUND	via	?	130.21	210.85	130.49	211.78	130.35	211.315
VSS	GROUND	via	?	130.21	200.85	130.49	201.78	130.35	201.315
VSS	GROUND	via	?	125.73	240.85	126.01	241.78	125.87	241.315
VSS	GROUND	via	?	125.73	230.85	126.01	231.78	125.87	231.315
VSS	GROUND	via	?	125.73	220.85	126.01	221.78	125.87	221.315
VSS	GROUND	via	?	125.73	210.85	126.01	211.78	125.87	211.315
VSS	GROUND	via	?	125.73	200.85	126.01	201.78	125.87	201.315
VSS	GROUND	via	?	121.25	240.85	121.53	241.78	121.39	241.315
VSS	GROUND	via	?	121.25	230.85	121.53	231.78	121.39	231.315
VSS	GROUND	via	?	121.25	220.85	121.53	221.78	121.39	221.315
VSS	GROUND	via	?	121.25	210.85	121.53	211.78	121.39	211.315
VSS	GROUND	via	?	121.25	200.85	121.53	201.78	121.39	201.315
VSS	GROUND	wire	metal6	91.605	190.85	92.535	251.78	92.07	221.315
VSS	GROUND	wire	metal6	81.605	190.85	82.535	251.78	82.07	221.315
VSS	GROUND	wire	metal6	71.605	190.85	72.535	251.78	72.07	221.315
VSS	GROUND	wire	metal6	61.605	190.85	62.535	251.78	62.07	221.315
VSS	GROUND	wire	metal6	51.605	190.85	52.535	251.78	52.07	221.315
VSS	GROUND	wire	metal6	41.605	190.85	42.535	251.78	42.07	221.315
VSS	GROUND	wire	metal6	31.605	190.85	32.535	251.78	32.07	221.315
VSS	GROUND	wire	metal6	21.605	190.85	22.535	251.78	22.07	221.315
VSS	GROUND	wire	metal5	21.605	250.85	92.535	251.78	57.07	251.315
VSS	GROUND	wire	metal5	21.605	240.85	95.31	241.78	58.4575	241.315
VSS	GROUND	wire	metal5	21.605	230.85	95.31	231.78	58.4575	231.315
VSS	GROUND	wire	metal5	21.605	220.85	95.31	221.78	58.4575	221.315
VSS	GROUND	wire	metal5	21.605	210.85	95.31	211.78	58.4575	211.315
VSS	GROUND	wire	metal5	21.605	200.85	95.31	201.78	58.4575	201.315
VSS	GROUND	wire	metal5	21.605	190.85	92.535	191.78	57.07	191.315
VSS	GROUND	via	?	91.605	223.9	92.535	225.3	92.07	224.6
VSS	GROUND	via	?	91.605	193.9	92.535	195.3	92.07	194.6
VSS	GROUND	via	?	81.605	223.9	82.535	225.3	82.07	224.6
VSS	GROUND	via	?	81.605	193.9	82.535	195.3	82.07	194.6
VSS	GROUND	via	?	71.605	223.9	72.535	225.3	72.07	224.6
VSS	GROUND	via	?	71.605	193.9	72.535	195.3	72.07	194.6
VSS	GROUND	via	?	61.605	223.9	62.535	225.3	62.07	224.6
VSS	GROUND	via	?	61.605	193.9	62.535	195.3	62.07	194.6
VSS	GROUND	via	?	51.605	223.9	52.535	225.3	52.07	224.6
VSS	GROUND	via	?	51.605	193.9	52.535	195.3	52.07	194.6
VSS	GROUND	via	?	41.605	223.9	42.535	225.3	42.07	224.6
VSS	GROUND	via	?	41.605	193.9	42.535	195.3	42.07	194.6
VSS	GROUND	via	?	31.605	223.9	32.535	225.3	32.07	224.6
VSS	GROUND	via	?	31.605	193.9	32.535	195.3	32.07	194.6
VSS	GROUND	via	?	21.605	223.9	22.535	225.3	22.07	224.6
VSS	GROUND	via	?	21.605	193.9	22.535	195.3	22.07	194.6
VSS	GROUND	via	?	91.605	250.85	92.535	251.78	92.07	251.315
VSS	GROUND	via	?	91.605	240.85	92.535	241.78	92.07	241.315
VSS	GROUND	via	?	91.605	230.85	92.535	231.78	92.07	231.315
VSS	GROUND	via	?	91.605	220.85	92.535	221.78	92.07	221.315
VSS	GROUND	via	?	91.605	210.85	92.535	211.78	92.07	211.315
VSS	GROUND	via	?	91.605	200.85	92.535	201.78	92.07	201.315
VSS	GROUND	via	?	91.605	190.85	92.535	191.78	92.07	191.315
VSS	GROUND	via	?	81.605	250.85	82.535	251.78	82.07	251.315
VSS	GROUND	via	?	81.605	240.85	82.535	241.78	82.07	241.315
VSS	GROUND	via	?	81.605	230.85	82.535	231.78	82.07	231.315
VSS	GROUND	via	?	81.605	220.85	82.535	221.78	82.07	221.315
VSS	GROUND	via	?	81.605	210.85	82.535	211.78	82.07	211.315
VSS	GROUND	via	?	81.605	200.85	82.535	201.78	82.07	201.315
VSS	GROUND	via	?	81.605	190.85	82.535	191.78	82.07	191.315
VSS	GROUND	via	?	71.605	250.85	72.535	251.78	72.07	251.315
VSS	GROUND	via	?	71.605	240.85	72.535	241.78	72.07	241.315
VSS	GROUND	via	?	71.605	230.85	72.535	231.78	72.07	231.315
VSS	GROUND	via	?	71.605	220.85	72.535	221.78	72.07	221.315
VSS	GROUND	via	?	71.605	210.85	72.535	211.78	72.07	211.315
VSS	GROUND	via	?	71.605	200.85	72.535	201.78	72.07	201.315
VSS	GROUND	via	?	71.605	190.85	72.535	191.78	72.07	191.315
VSS	GROUND	via	?	61.605	250.85	62.535	251.78	62.07	251.315
VSS	GROUND	via	?	61.605	240.85	62.535	241.78	62.07	241.315
VSS	GROUND	via	?	61.605	230.85	62.535	231.78	62.07	231.315
VSS	GROUND	via	?	61.605	220.85	62.535	221.78	62.07	221.315
VSS	GROUND	via	?	61.605	210.85	62.535	211.78	62.07	211.315
VSS	GROUND	via	?	61.605	200.85	62.535	201.78	62.07	201.315
VSS	GROUND	via	?	61.605	190.85	62.535	191.78	62.07	191.315
VSS	GROUND	via	?	51.605	250.85	52.535	251.78	52.07	251.315
VSS	GROUND	via	?	51.605	240.85	52.535	241.78	52.07	241.315
VSS	GROUND	via	?	51.605	230.85	52.535	231.78	52.07	231.315
VSS	GROUND	via	?	51.605	220.85	52.535	221.78	52.07	221.315
VSS	GROUND	via	?	51.605	210.85	52.535	211.78	52.07	211.315
VSS	GROUND	via	?	51.605	200.85	52.535	201.78	52.07	201.315
VSS	GROUND	via	?	51.605	190.85	52.535	191.78	52.07	191.315
VSS	GROUND	via	?	41.605	250.85	42.535	251.78	42.07	251.315
VSS	GROUND	via	?	41.605	240.85	42.535	241.78	42.07	241.315
VSS	GROUND	via	?	41.605	230.85	42.535	231.78	42.07	231.315
VSS	GROUND	via	?	41.605	220.85	42.535	221.78	42.07	221.315
VSS	GROUND	via	?	41.605	210.85	42.535	211.78	42.07	211.315
VSS	GROUND	via	?	41.605	200.85	42.535	201.78	42.07	201.315
VSS	GROUND	via	?	41.605	190.85	42.535	191.78	42.07	191.315
VSS	GROUND	via	?	31.605	250.85	32.535	251.78	32.07	251.315
VSS	GROUND	via	?	31.605	240.85	32.535	241.78	32.07	241.315
VSS	GROUND	via	?	31.605	230.85	32.535	231.78	32.07	231.315
VSS	GROUND	via	?	31.605	220.85	32.535	221.78	32.07	221.315
VSS	GROUND	via	?	31.605	210.85	32.535	211.78	32.07	211.315
VSS	GROUND	via	?	31.605	200.85	32.535	201.78	32.07	201.315
VSS	GROUND	via	?	31.605	190.85	32.535	191.78	32.07	191.315
VSS	GROUND	via	?	21.605	250.85	22.535	251.78	22.07	251.315
VSS	GROUND	via	?	21.605	240.85	22.535	241.78	22.07	241.315
VSS	GROUND	via	?	21.605	230.85	22.535	231.78	22.07	231.315
VSS	GROUND	via	?	21.605	220.85	22.535	221.78	22.07	221.315
VSS	GROUND	via	?	21.605	210.85	22.535	211.78	22.07	211.315
VSS	GROUND	via	?	21.605	200.85	22.535	201.78	22.07	201.315
VSS	GROUND	via	?	21.605	190.85	22.535	191.78	22.07	191.315
VSS	GROUND	via	?	95.03	240.85	95.31	241.78	95.17	241.315
VSS	GROUND	via	?	95.03	230.85	95.31	231.78	95.17	231.315
VSS	GROUND	via	?	95.03	220.85	95.31	221.78	95.17	221.315
VSS	GROUND	via	?	95.03	210.85	95.31	211.78	95.17	211.315
VSS	GROUND	via	?	95.03	200.85	95.31	201.78	95.17	201.315
VSS	GROUND	via	?	90.55	240.85	90.83	241.78	90.69	241.315
VSS	GROUND	via	?	90.55	230.85	90.83	231.78	90.69	231.315
VSS	GROUND	via	?	90.55	220.85	90.83	221.78	90.69	221.315
VSS	GROUND	via	?	90.55	210.85	90.83	211.78	90.69	211.315
VSS	GROUND	via	?	90.55	200.85	90.83	201.78	90.69	201.315
VSS	GROUND	via	?	86.07	240.85	86.35	241.78	86.21	241.315
VSS	GROUND	via	?	86.07	230.85	86.35	231.78	86.21	231.315
VSS	GROUND	via	?	86.07	220.85	86.35	221.78	86.21	221.315
VSS	GROUND	via	?	86.07	210.85	86.35	211.78	86.21	211.315
VSS	GROUND	via	?	86.07	200.85	86.35	201.78	86.21	201.315
VSS	GROUND	via	?	81.59	240.85	81.87	241.78	81.73	241.315
VSS	GROUND	via	?	81.59	230.85	81.87	231.78	81.73	231.315
VSS	GROUND	via	?	81.59	220.85	81.87	221.78	81.73	221.315
VSS	GROUND	via	?	81.59	210.85	81.87	211.78	81.73	211.315
VSS	GROUND	via	?	81.59	200.85	81.87	201.78	81.73	201.315
VSS	GROUND	via	?	77.11	240.85	77.39	241.78	77.25	241.315
VSS	GROUND	via	?	77.11	230.85	77.39	231.78	77.25	231.315
VSS	GROUND	via	?	77.11	220.85	77.39	221.78	77.25	221.315
VSS	GROUND	via	?	77.11	210.85	77.39	211.78	77.25	211.315
VSS	GROUND	via	?	77.11	200.85	77.39	201.78	77.25	201.315
VSS	GROUND	via	?	72.63	240.85	72.91	241.78	72.77	241.315
VSS	GROUND	via	?	72.63	230.85	72.91	231.78	72.77	231.315
VSS	GROUND	via	?	72.63	220.85	72.91	221.78	72.77	221.315
VSS	GROUND	via	?	72.63	210.85	72.91	211.78	72.77	211.315
VSS	GROUND	via	?	72.63	200.85	72.91	201.78	72.77	201.315
VSS	GROUND	via	?	68.15	240.85	68.43	241.78	68.29	241.315
VSS	GROUND	via	?	68.15	230.85	68.43	231.78	68.29	231.315
VSS	GROUND	via	?	68.15	220.85	68.43	221.78	68.29	221.315
VSS	GROUND	via	?	68.15	210.85	68.43	211.78	68.29	211.315
VSS	GROUND	via	?	68.15	200.85	68.43	201.78	68.29	201.315
VSS	GROUND	via	?	63.67	240.85	63.95	241.78	63.81	241.315
VSS	GROUND	via	?	63.67	230.85	63.95	231.78	63.81	231.315
VSS	GROUND	via	?	63.67	220.85	63.95	221.78	63.81	221.315
VSS	GROUND	via	?	63.67	210.85	63.95	211.78	63.81	211.315
VSS	GROUND	via	?	63.67	200.85	63.95	201.78	63.81	201.315
VSS	GROUND	via	?	59.19	240.85	59.47	241.78	59.33	241.315
VSS	GROUND	via	?	59.19	230.85	59.47	231.78	59.33	231.315
VSS	GROUND	via	?	59.19	220.85	59.47	221.78	59.33	221.315
VSS	GROUND	via	?	59.19	210.85	59.47	211.78	59.33	211.315
VSS	GROUND	via	?	59.19	200.85	59.47	201.78	59.33	201.315
VSS	GROUND	via	?	54.71	240.85	54.99	241.78	54.85	241.315
VSS	GROUND	via	?	54.71	230.85	54.99	231.78	54.85	231.315
VSS	GROUND	via	?	54.71	220.85	54.99	221.78	54.85	221.315
VSS	GROUND	via	?	54.71	210.85	54.99	211.78	54.85	211.315
VSS	GROUND	via	?	54.71	200.85	54.99	201.78	54.85	201.315
VSS	GROUND	via	?	50.23	240.85	50.51	241.78	50.37	241.315
VSS	GROUND	via	?	50.23	230.85	50.51	231.78	50.37	231.315
VSS	GROUND	via	?	50.23	220.85	50.51	221.78	50.37	221.315
VSS	GROUND	via	?	50.23	210.85	50.51	211.78	50.37	211.315
VSS	GROUND	via	?	50.23	200.85	50.51	201.78	50.37	201.315
VSS	GROUND	via	?	45.75	240.85	46.03	241.78	45.89	241.315
VSS	GROUND	via	?	45.75	230.85	46.03	231.78	45.89	231.315
VSS	GROUND	via	?	45.75	220.85	46.03	221.78	45.89	221.315
VSS	GROUND	via	?	45.75	210.85	46.03	211.78	45.89	211.315
VSS	GROUND	via	?	45.75	200.85	46.03	201.78	45.89	201.315
VSS	GROUND	via	?	41.27	240.85	41.55	241.78	41.41	241.315
VSS	GROUND	via	?	41.27	230.85	41.55	231.78	41.41	231.315
VSS	GROUND	via	?	41.27	220.85	41.55	221.78	41.41	221.315
VSS	GROUND	via	?	41.27	210.85	41.55	211.78	41.41	211.315
VSS	GROUND	via	?	41.27	200.85	41.55	201.78	41.41	201.315
VSS	GROUND	via	?	36.79	240.85	37.07	241.78	36.93	241.315
VSS	GROUND	via	?	36.79	230.85	37.07	231.78	36.93	231.315
VSS	GROUND	via	?	36.79	220.85	37.07	221.78	36.93	221.315
VSS	GROUND	via	?	36.79	210.85	37.07	211.78	36.93	211.315
VSS	GROUND	via	?	36.79	200.85	37.07	201.78	36.93	201.315
VSS	GROUND	via	?	32.31	240.85	32.59	241.78	32.45	241.315
VSS	GROUND	via	?	32.31	230.85	32.59	231.78	32.45	231.315
VSS	GROUND	via	?	32.31	220.85	32.59	221.78	32.45	221.315
VSS	GROUND	via	?	32.31	210.85	32.59	211.78	32.45	211.315
VSS	GROUND	via	?	32.31	200.85	32.59	201.78	32.45	201.315
VSS	GROUND	via	?	27.83	240.85	28.11	241.78	27.97	241.315
VSS	GROUND	via	?	27.83	230.85	28.11	231.78	27.97	231.315
VSS	GROUND	via	?	27.83	220.85	28.11	221.78	27.97	221.315
VSS	GROUND	via	?	27.83	210.85	28.11	211.78	27.97	211.315
VSS	GROUND	via	?	27.83	200.85	28.11	201.78	27.97	201.315
VSS	GROUND	via	?	23.35	240.85	23.63	241.78	23.49	241.315
VSS	GROUND	via	?	23.35	230.85	23.63	231.78	23.49	231.315
VSS	GROUND	via	?	23.35	220.85	23.63	221.78	23.49	221.315
VSS	GROUND	via	?	23.35	210.85	23.63	211.78	23.49	211.315
VSS	GROUND	via	?	23.35	200.85	23.63	201.78	23.49	201.315
VSS	GROUND	wire	metal6	91.605	108.67	92.535	169.6	92.07	139.135
VSS	GROUND	wire	metal6	81.605	108.67	82.535	169.6	82.07	139.135
VSS	GROUND	wire	metal6	71.605	108.67	72.535	169.6	72.07	139.135
VSS	GROUND	wire	metal6	61.605	108.67	62.535	169.6	62.07	139.135
VSS	GROUND	wire	metal6	51.605	108.67	52.535	169.6	52.07	139.135
VSS	GROUND	wire	metal6	41.605	108.67	42.535	169.6	42.07	139.135
VSS	GROUND	wire	metal6	31.605	108.67	32.535	169.6	32.07	139.135
VSS	GROUND	wire	metal6	21.605	108.67	22.535	169.6	22.07	139.135
VSS	GROUND	wire	metal5	21.605	168.67	92.535	169.6	57.07	169.135
VSS	GROUND	wire	metal5	21.605	158.67	95.31	159.6	58.4575	159.135
VSS	GROUND	wire	metal5	21.605	148.67	95.31	149.6	58.4575	149.135
VSS	GROUND	wire	metal5	21.605	138.67	95.31	139.6	58.4575	139.135
VSS	GROUND	wire	metal5	21.605	128.67	95.31	129.6	58.4575	129.135
VSS	GROUND	wire	metal5	21.605	118.67	95.31	119.6	58.4575	119.135
VSS	GROUND	wire	metal5	21.605	108.67	92.535	109.6	57.07	109.135
VSS	GROUND	via	?	91.605	163.9	92.535	165.3	92.07	164.6
VSS	GROUND	via	?	91.605	133.9	92.535	135.3	92.07	134.6
VSS	GROUND	via	?	81.605	163.9	82.535	165.3	82.07	164.6
VSS	GROUND	via	?	81.605	133.9	82.535	135.3	82.07	134.6
VSS	GROUND	via	?	71.605	163.9	72.535	165.3	72.07	164.6
VSS	GROUND	via	?	71.605	133.9	72.535	135.3	72.07	134.6
VSS	GROUND	via	?	61.605	163.9	62.535	165.3	62.07	164.6
VSS	GROUND	via	?	61.605	133.9	62.535	135.3	62.07	134.6
VSS	GROUND	via	?	51.605	163.9	52.535	165.3	52.07	164.6
VSS	GROUND	via	?	51.605	133.9	52.535	135.3	52.07	134.6
VSS	GROUND	via	?	41.605	163.9	42.535	165.3	42.07	164.6
VSS	GROUND	via	?	41.605	133.9	42.535	135.3	42.07	134.6
VSS	GROUND	via	?	31.605	163.9	32.535	165.3	32.07	164.6
VSS	GROUND	via	?	31.605	133.9	32.535	135.3	32.07	134.6
